40-22901,http://tshop.r10s.jp/plus1tools/cabinet/ts-60/t010006483460.jpg?fitin=700:700,1084.8000,,インテリア・寝具・収納 > オフィス家具 > キャビネット・シェルフ > その他,TRUSCO コバンザメ マグネットパンチングパネルOP KBZ-MPM,,"<p>オレンジブックカタログ2017年の【5 0635ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●KBZ-MPPに追加装着することで、最大積載量が８kg/個にアップします。<br>
<br>
【用途】<br>
●工具の整理・管理。<br>
<br>
【仕様】<br>
●幅(mm):27<br>
●高さ(mm):21<br>
●吸着力(kg/セット):10<br>
<br>
【材質・仕上げ】<br>
●マグネット：ネオジム磁石<br>
●滑り止め：合成ゴム<br>
●ワッシャー：PC<br>
<br>
【質量】<br>
●60G</p><!-- <p><img src=""http://image.rakuten.co.jp/plus1tools/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",TRUSCO コバンザメ マグネットパンチングパネルOP KBZ-MPM：プラスワンツールズ,TRUSCO コバンザメ マグネットパンチングパネルOP KBZ-MPM,TRUSCO コバンザメ マグネットパンチングパネルOP KBZ-MPM[rn]
40-22902,http://tshop.r10s.jp/plus1tools/cabinet/ts-24/t010004585474.jpg?fitin=700:700,24320.8000,,インテリア・寝具・収納 > オフィス家具 > キャビネット・シェルフ > その他,個別送料1000円 直送品 TRUSCO 引き出しユニット 553X307XH605 AW2NGX14 VA-47AW,,"<p>オレンジブックカタログ2017年の【5 0556ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●横型タイプの部品管理ケースです。<br>
●奥行が307mmなので、作業台に置いて使用しても、作業面が広く取れます。<br>
<br>
<br>
<br>
【仕様】<br>
●間口(mm):553<br>
●奥行(mm):307<br>
●高さ(mm):605<br>
●最大積載量(kg/台):210<br>
●引出し:AW-2 NG 2列7段<br>
●引出し色:ネオグレー<br>
●本体色：ネオグレー<br>
<br>
【材質・仕上げ】<br>
●本体:スチール<br>
<br>
【セット内容・付属品】<br>
●各引出しに仕切板・見出しカード 各1枚付<br>
<br>
【質量】<br>
●20KG</p><!-- <p><img src=""http://image.rakuten.co.jp/plus1tools/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　直送品注意書き　▼▼ -->

<div>

<hr />

<h4 class=""tt_sdtext"">※※※ 注意 ※※※ こちらの商品は、ご購入前に以下の点をご確認下さい。</h4>
<p class=""sdtext_txt"">■<span class=""red"">代引不可</span>となりますので、決済方法にてご選択なさいませんようお願いいたします。<br>
■商品到着の<span class=""red"">日時指定不可</span>（ 平日の到着のみとなります。）<br>
■商品の<span class=""red"">同梱不可</span><br>
■北海道・沖縄県・離島 <span class=""red"">別途追加送料</span>（実費）<br>
■ご注文後の<span class=""red"">キャンセル不可</span><br>
■<span class=""red"">個人宅配送不可</span>(宛先は法人様名義のみ配送可)<br>
<span class=""red"">※送付先の氏名欄は会社名を記入して下さい。個人名が入っていますとキャンセルとさせて頂きます。</span><br>
■大型商品は<span class=""red"">車上渡し</span>となる場合がございます。</p>

<hr />

</div>

<!-- ▲▲　直送品注意書き　▲▲ -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",個別送料1000円 直送品 TRUSCO 引き出しユニット 553X307XH605 AW2NGX14 VA-47AW：プラスワンツールズ,個別送料1000円 直送品 TRUSCO 引き出しユニット 553X307XH605 AW2NGX14 VA-47AW,個別送料1000円 直送品 TRUSCO 引き出しユニット 553X307XH605 AW2NGX14 VA-47AW[rn]
40-22903,http://tshop.r10s.jp/plus1tools/cabinet/ts-13/t010002957832.jpg?fitin=700:700,207934.4000,,インテリア・寝具・収納 > オフィス家具 > キャビネット・シェルフ > その他,運賃見積り 直送品 UACJ ゼガロ 平ケース(1200×450×950)シルバー ZHA-4152-SL,【代表画像 色/サイズ等注意】,"<p>オレンジブックカタログ2017年の【5 0654ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●足立硝子（株）<br>
<br>
【特長】<br>
●お店の中で、パブリックスペースの中に調和し美しい印象が残ります。<br>
●ショーケース内の製品がよく見えます。<br>
<br>
【用途】<br>
●ショルーム。<br>
●来客打合せルーム・玄関などに設置。<br>
<br>
【仕様】<br>
●間口(mm):1200<br>
●奥行(mm):450<br>
●高さ(mm):950<br>
●本体色:シルバー<br>
●均等積載量(kg/段):25<br>
●プッシュ錠付<br>
<br>
【材質・仕上げ】<br>
●フレーム:アルミ型材<br>
●腰部:ポリ合板<br>
●ガラス:フロートガラス<br>
<br>
【質量】<br>
●58.9KG</p><!-- <p><img src=""http://image.rakuten.co.jp/plus1tools/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　直送品注意書き　▼▼ -->

<div>

<hr />

<h4 class=""tt_sdtext"">※※※ 注意 ※※※ こちらの商品は、ご購入前に以下の点をご確認下さい。</h4>
<p class=""sdtext_txt"">■<span class=""red"">代引不可</span>となりますので、決済方法にてご選択なさいませんようお願いいたします。<br>
■商品到着の<span class=""red"">日時指定不可</span>（ 平日の到着のみとなります。）<br>
■商品の<span class=""red"">同梱不可</span><br>
■北海道・沖縄県・離島 <span class=""red"">別途追加送料</span>（実費）<br>
■ご注文後の<span class=""red"">キャンセル不可</span><br>
■<span class=""red"">個人宅配送不可</span>(宛先は法人様名義のみ配送可)<br>
<span class=""red"">※送付先の氏名欄は会社名を記入して下さい。個人名が入っていますとキャンセルとさせて頂きます。</span><br>
■大型商品は<span class=""red"">車上渡し</span>となる場合がございます。</p>

<hr />

</div>

<!-- ▲▲　直送品注意書き　▲▲ -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",運賃見積り 直送品 UACJ ゼガロ 平ケース(1200&times;450&times;950)シルバー ZHA-4152-SL：プラスワンツールズ,運賃見積り 直送品 UACJ ゼガロ 平ケース(1200&times;450&times;950)シルバー ZHA-4152-SL,【代表画像 色/サイズ等注意】。運賃見積り 直送品 UACJ ゼガロ 平ケース(1200&times;450&times;950)シルバー ZHA-4152-SL[rn]
40-22904,http://tshop.r10s.jp/plus1tools/cabinet/ts-46/t010006126941.jpg?fitin=700:700,1584.8000,,インテリア・寝具・収納 > オフィス家具 > キャビネット・シェルフ > その他,TRUSCO コバンザメP型 マグネットベース パンチング穴付 KBZ-PMB,,"<p>オレンジブックカタログ2017年の【5 0639ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●別売の工具収納ホルダ（コバンザメP型シリーズ）を取り付け、工具の整理が可能です。<br>
●マグネット式なので、穴を開けずに簡単に取付けできる<br>
●ビンラックを掛け小物類の管理に最適です<br>
●KBZ-PDF/PDRF/PNF/PSPF、TUR-6Kを取付可能<br>
<br>
【用途】<br>
●Ｐ型用のマグネット付ベース。<br>
●工具の管理<br>
<br>
【仕様】<br>
●最大積載量(kg/個):2.5<br>
●幅(mm):216.2<br>
●奥行(mm):12<br>
●高さ(mm):81<br>
●吸着力(kg):3.5×2<br>
●KBZ-PDF/PDRF/PNF/PSPFをセット可能<br>
<br>
【材質・仕上げ】<br>
●スチール<br>
●磁石:フェライト<br>
●天然ゴム<br>
<br>
【質量】<br>
●360G</p><!-- <p><img src=""http://image.rakuten.co.jp/plus1tools/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",TRUSCO コバンザメP型 マグネットベース パンチング穴付 KBZ-PMB：プラスワンツールズ,TRUSCO コバンザメP型 マグネットベース パンチング穴付 KBZ-PMB,TRUSCO コバンザメP型 マグネットベース パンチング穴付 KBZ-PMB[rn]
40-22905,http://tshop.r10s.jp/plus1tools/cabinet/ts-06/t010002789958.jpg?fitin=700:700,5728.0000,,インテリア・寝具・収納 > オフィス家具 > キャビネット・シェルフ > その他,TRUSCO 導電性マスターBOX 342X241XH168 引出2列2段 ED-400,,"<p>オレンジブックカタログ2017年の【5 0563ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●導電性良好なカーボンブラックを配合した収納ボックスです。<br>
●2点間表面抵抗値は10[[の5乗]]Ωで導電性に優れています。<br>
<br>
<br>
<br>
【仕様】<br>
●間口(mm):342<br>
●奥行(mm):241<br>
●高さ(mm):168<br>
●最大積載量(kg/台):12<br>
●引出し:MED-1 2列2段<br>
●引出し内寸(mm)間口×奥行×高さ:138×209×65<br>
●2点間表面抵抗値:10[[の5乗]]Ω<br>
●仕切板:調整ピッチ2mm<br>
<br>
【材質・仕上げ】<br>
●本体・引出し:導電性ABS樹脂<br>
<br>
【セット内容・付属品】<br>
●見出しカード:引出し1個につき1枚<br>
●仕切板:引出し1個につき1枚<br>
●アース線取付用木ねじ1本、アース用補助線1本<br>
<br>
【質量】<br>
●2.5KG</p><!-- <p><img src=""http://image.rakuten.co.jp/plus1tools/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",TRUSCO 導電性マスターBOX 342X241XH168 引出2列2段 ED-400：プラスワンツールズ,TRUSCO 導電性マスターBOX 342X241XH168 引出2列2段 ED-400,TRUSCO 導電性マスターBOX 342X241XH168 引出2列2段 ED-400[rn]
40-22906,http://tshop.r10s.jp/plus1tools/cabinet/ts-12/t010002902615.jpg?fitin=700:700,437.6000,,インテリア・寝具・収納 > オフィス家具 > キャビネット・シェルフ > その他,サカセ ビジネスカセッター Sタイプ単体 S-112,,"<p>オレンジブックカタログ2017年の【5 0565ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●サカセ化学工業（株）<br>
<br>
【特長】<br>
●Sタイプは外枠の溝が全て共通ですから、スペースに合わせて縦横何台でも連結できます（異なる品番の商品同士でも連結可能です）。<br>
<br>
<br>
<br>
【仕様】<br>
●間口(mm):63<br>
●奥行(mm):192<br>
●高さ(mm):63<br>
●最大積載量(kg/台):0.2<br>
●引出し:2個<br>
●引出し内寸(mm)間口×奥行×高さ:47×169×21<br>
<br>
【材質・仕上げ】<br>
●強化スチロール樹脂<br>
<br>
【質量】<br>
●300G</p><!-- <p><img src=""http://image.rakuten.co.jp/plus1tools/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",サカセ ビジネスカセッター Sタイプ単体 S-112：プラスワンツールズ,サカセ ビジネスカセッター Sタイプ単体 S-112,サカセ ビジネスカセッター Sタイプ単体 S-112[rn]
40-22907,http://tshop.r10s.jp/plus1tools/cabinet/ts-53/t010006309364.jpg?fitin=700:700,1539.2000,,インテリア・寝具・収納 > オフィス家具 > キャビネット・シェルフ > その他,TRUSCO ワゴン用バスケット 小箱用 WA-KB,,"<p>オレンジブックカタログ2017年の【5 0641ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●樹脂コーティング仕上げです。<br>
●ワゴンの棚板、台車のパネルに引っ掛けて使用できます。<br>
<br>
<br>
<br>
【仕様】<br>
●最大積載量(kg/個):2<br>
●幅(mm):195<br>
●奥行(mm):114<br>
●高さ(mm):120<br>
●線径:5mm（樹脂コーティング後）<br>
<br>
【材質・仕上げ】<br>
●スチール<br>
<br>
【質量】<br>
●210G</p><!-- <p><img src=""http://image.rakuten.co.jp/plus1tools/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",TRUSCO ワゴン用バスケット 小箱用 WA-KB：プラスワンツールズ,TRUSCO ワゴン用バスケット 小箱用 WA-KB,TRUSCO ワゴン用バスケット 小箱用 WA-KB[rn]
40-22908,http://tshop.r10s.jp/plus1tools/cabinet/ts-24/t010004591719.jpg?fitin=700:700,329.6000,,インテリア・寝具・収納 > オフィス家具 > キャビネット・シェルフ > その他,TRUSCO バンラックケースB型引出 内寸91X209XH40 ネオグレ B-1:NG,,"<p>オレンジブックカタログ2017年の【5 0544ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
<br>
<br>
【仕様】<br>
●色:ネオグレー<br>
●引出し内寸(mm)間口×奥行×高さ:91×209×40<br>
●外形寸法(mm)間口×奥行×高さ:100.0×234×43.0<br>
●材質:ABS樹脂<br>
●仕切板:1枚付<br>
<br>
【質量】<br>
●140G</p><!-- <p><img src=""http://image.rakuten.co.jp/plus1tools/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",TRUSCO バンラックケースB型引出 内寸91X209XH40 ネオグレ B-1:NG：プラスワンツールズ,TRUSCO バンラックケースB型引出 内寸91X209XH40 ネオグレ B-1:NG,TRUSCO バンラックケースB型引出 内寸91X209XH40 ネオグレ B-1:NG[rn]
40-22909,http://tshop.r10s.jp/plus1tools/cabinet/ts-46/t010006126944.jpg?fitin=700:700,1223.2000,,インテリア・寝具・収納 > オフィス家具 > キャビネット・シェルフ > その他,TRUSCO コバンザメP型用スパナフック KBZ-PSPF,,"<p>オレンジブックカタログ2017年の【5 0640ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●KBZ-PNMBに取り付け作業台で使用したり、KBZ-PMBに取り付けて穴を開けずに利用可能です。<br>
●パンチングパネルにも取り付け可能です。<br>
●両口スパナを9本並べることができる<br>
●KBZ-PNMBに取付け作業台で使用、KBZ-PMBに取付け穴を開けずに取付けて使用できる<br>
●パンチングパネルにも取付け可能<br>
<br>
【用途】<br>
●スパナの管理。<br>
●両口スパナの管理<br>
<br>
【仕様】<br>
●最大積載量(kg/個):3<br>
●幅(mm):250<br>
●奥行(mm):44.6<br>
●高さ(mm):76<br>
●フック長さ(mm):***<br>
●ホルダー数：８ヵ所<br>
●スパナ二面幅5.5mm～24mm使用可能<br>
<br>
【材質・仕上げ】<br>
●スチール<br>
<br>
【注意】<br>
●パンチングパネルが無いと単品では使用できません。<br>
<br>
【質量】<br>
●350G</p><!-- <p><img src=""http://image.rakuten.co.jp/plus1tools/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",TRUSCO コバンザメP型用スパナフック KBZ-PSPF：プラスワンツールズ,TRUSCO コバンザメP型用スパナフック KBZ-PSPF,TRUSCO コバンザメP型用スパナフック KBZ-PSPF[rn]
40-22910,http://tshop.r10s.jp/plus1tools/cabinet/ts-33/t010005459873.jpg?fitin=700:700,907.2000,,インテリア・寝具・収納 > オフィス家具 > キャビネット・シェルフ > その他,TRUSCO コバンザメ マグネットホースフックS KBZ-HFS,,"<p>オレンジブックカタログ2017年の【5 0636ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●砥石やホースなどを引っ掛けて管理できます。<br>
●フック長さはショートとロングの２パターンあります。<br>
●マグネット式なので、穴を開けずに簡単に取り付けできます。<br>
<br>
【用途】<br>
●砥石、テープ、ホースの管理。<br>
<br>
【仕様】<br>
●最大積載量(kg/個):2<br>
●色:ホワイト<br>
●幅(mm):61<br>
●奥行(mm):99.6<br>
●高さ(mm):60<br>
●フック本数(本):1<br>
●フックストレート部:55.7mm<br>
●吸着力(kg):3.5<br>
<br>
【材質・仕上げ】<br>
●スチール<br>
●磁石:フェライト<br>
<br>
【質量】<br>
●190G</p><!-- <p><img src=""http://image.rakuten.co.jp/plus1tools/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",TRUSCO コバンザメ マグネットホースフックS KBZ-HFS：プラスワンツールズ,TRUSCO コバンザメ マグネットホースフックS KBZ-HFS,TRUSCO コバンザメ マグネットホースフックS KBZ-HFS[rn]
40-22911,http://tshop.r10s.jp/plus1tools/cabinet/ts-22/t010004506641.jpg?fitin=700:700,56.8000,,インテリア・寝具・収納 > オフィス家具 > キャビネット・シェルフ > その他,TRUSCO バンラックケース D型用仕切り板 D-2,【代表画像 色/サイズ等注意】,"<p>オレンジブックカタログ2017年の【5 0544ページ】をご参考下さい。</p>
<p>※オレンジブックカタログには、他メーカー製品の取扱いもございます。店内で同等品でも価格が異なって販売されている場合がございますので、あらかじめご了承ください。</p><p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
<br>
<br>
【仕様】<br>
●高さ(mm):57.2<br>
●適合機種:D-1用<br>
●材質:AS樹脂<br>
●横(mm):230<br>
●幅(mm):93<br>
●縦(mm):230<br>
●厚み(mm):2<br>
<br>
【質量】<br>
●11G</p><!-- <p><img src=""http://image.rakuten.co.jp/plus1tools/cabinet/layout_img/notice_banner.jpg"" border=""0"" alt=""通知"" style=""margin-bottom:3px;""></p> -->

<!-- ▼▼　熊本地震注意書き　▼▼ -->

<!-- <div>

<hr />

<h4 class=""tt_sdtext"">熊本県を中心とする地震による配送への影響について。</h4>
<p class=""sdtext_txt"">各配送業者にて九州地方への配達不可地域が発生しております。地域の詳細は各配送業者のサイトにてご確認ください。<br>
<span class=""red"">配達不可に該当する地域は、ご注文頂きましてもお届けできませんのでご遠慮下さい。万が一、商品発送後に不可地域と判明した場合はすべての手数料をお客様にご負担頂きます。</span></p>

<hr />

</div> -->

<!-- ▲▲　熊本地震注意書き　▲▲ -->",TRUSCO バンラックケース D型用仕切り板 D-2：プラスワンツールズ,TRUSCO バンラックケース D型用仕切り板 D-2,【代表画像 色/サイズ等注意】。TRUSCO バンラックケース D型用仕切り板 D-2[rn]
