15-48401,http://tshop.r10s.jp/yminfo/cabinet/ikou_20090730_001/img1038567026.jpg?fitin=700:700,7904.8000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,係船環　ML型16ｍｍ,,,係船環　ML型16ｍｍ：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング係船環　ML型16ｍｍ,係船環　ML型16ｍｍ[rn]
15-48402,http://tshop.r10s.jp/yminfo/cabinet/ikou_20090730_001/img1038567026.jpg?fitin=700:700,12160.0000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,係船環　ＭＬ型19ｍｍ,,,係船環　ＭＬ型19ｍｍ：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング係船環　ＭＬ型19ｍｍ,係船環　ＭＬ型19ｍｍ[rn]
15-48403,,18667.2000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,ＭＶ-22,,,ＭＶ-22：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングＭＶ-22,ＭＶ-22[rn]
15-48404,http://tshop.r10s.jp/yminfo/cabinet/00171276/d-018.jpg?fitin=700:700,4656.0000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,MM　ステンレス（SUS304)　セーフティーチェーン　φ10×600mm　D-021,1回通してがっちり固定,"【ここがポイント！】 
● 両端に楕円リンクを採用しているので、1回通して対象物をしっかりホールド
 
● 自転車・オートバイ等の盗難防止やハシゴの転倒防止、門扉の施錠など身の回りをしっかりガード！ 
 
【商品仕様】 
L 600mm  
D1 10mm 
L1 55mm 
W1 33mm 
D2 9mm 
L2 39mm 
W2 13mm 
使用荷重 7.84kN（800kgf） 
材質 SUS304",MM　ステンレス（SUS304)　セーフティーチェーン　φ10&times;600mm　D-021：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングMM　ステンレス（SUS304)　セーフティーチェーン　φ10&times;600mm　D-021,1回通してがっちり固定。MM　ステンレス（SUS304)　セーフティーチェーン　φ10&times;600mm　D-021[rn]
15-48405,http://tshop.r10s.jp/yminfo/cabinet/00171276/d-018.jpg?fitin=700:700,1869.6000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,MM　ステンレス（SUS304)　セーフティーチェーン　φ7×600mm　D-018,1回通してがっちり固定,"【ここがポイント！】 
● 両端に楕円リンクを採用しているので、1回通して対象物をしっかりホールド
 
● 自転車・オートバイ等の盗難防止やハシゴの転倒防止、門扉の施錠など身の回りをしっかりガード！ 
 
【商品仕様】 
L 600mm  
D1 7mm 
L1 39mm 
W1 24mm 
D2 6mm 
L2 31mm 
W2 9mm 
使用荷重 3.43kN（350kgf） 
材質 SUS304",MM　ステンレス（SUS304)　セーフティーチェーン　φ7&times;600mm　D-018：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングMM　ステンレス（SUS304)　セーフティーチェーン　φ7&times;600mm　D-018,1回通してがっちり固定。MM　ステンレス（SUS304)　セーフティーチェーン　φ7&times;600mm　D-018[rn]
15-48406,http://tshop.r10s.jp/yminfo/cabinet/ikou_20090730_001/img1038564854.jpg?fitin=700:700,15238.4000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,カットレギュラーチェーン　19ｍｍ,,,カットレギュラーチェーン　19ｍｍ：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングカットレギュラーチェーン　19ｍｍ,カットレギュラーチェーン　19ｍｍ[rn]
15-48407,http://tshop.r10s.jp/yminfo/cabinet/00171276/b-2235.jpg?fitin=700:700,439.2000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,MM　ステンレス（SUS304)　ポケットチェーンSP型　シルバー　φ1.2×300　B-2235　,携帯電話・財布の落下防止用チェーンとして,"【ここがポイント！】 
● 小さいチェーンなので携帯電話・ストラップ等落下防止用のチェーンとしてご利用いただけます。 
● 先がネジシャックルとミニクリップの2タイプ。色はシルバー・ゴールド・ブラックの3種類あります。 
● 商品は図面の1番、カラーはシルバーになります 
 
【商品仕様】 
チェーン 1.2mm 
チェーン長さ 300mm 
二重リンク径 14mm 
先端 ネジシャックルSP-2 
使用荷重 0.01kN（1kgf） 
材質 SUS304",MM　ステンレス（SUS304)　ポケットチェーンSP型　シルバー　φ1.2&times;300　B-2235　：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングMM　ステンレス（SUS304)　ポケットチェーンSP型　シルバー　φ1.2&times;300　B-2235　,携帯電話・財布の落下防止用チェーンとして。MM　ステンレス（SUS304)　ポケットチェーンSP型　シルバー　φ1.2&times;300　B-2235　[rn]
15-48408,http://tshop.r10s.jp/yminfo/cabinet/00171276/b-2258.jpg?fitin=700:700,800.8000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,MM　ステンレス（SUS304)　ポケットチェーンMP型　ゴールド　φ1.2×300　B-2259　,携帯電話・財布の落下防止用チェーンとして,"【ここがポイント！】 
● 小さいチェーンなので携帯電話・ストラップ等落下防止用のチェーンとしてご利用いただけます。 
● 先がネジシャックルとミニクリップの2タイプ。色はシルバー・ゴールド・ブラックの3種類あります。 
● 商品は図面の2番、カラーはゴールドになります 
 
【商品仕様】 
チェーン 1.2mm 
チェーン長さ 300mm 
二重リンク径 14mm 
先端 ミニクリップMP-0 
使用荷重 0.01kN（1kgf） 
材質 SUS304（18金メッキ）",MM　ステンレス（SUS304)　ポケットチェーンMP型　ゴールド　φ1.2&times;300　B-2259　：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングMM　ステンレス（SUS304)　ポケットチェーンMP型　ゴールド　φ1.2&times;300　B-2259　,携帯電話・財布の落下防止用チェーンとして。MM　ステンレス（SUS304)　ポケットチェーンMP型　ゴールド　φ1.2&times;300　B-2259　[rn]
15-48409,http://tshop.r10s.jp/yminfo/cabinet/00171276/b-2258.jpg?fitin=700:700,806.4000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,MM　ステンレス（SUS304)　ポケットチェーンMP型　ゴールド　φ1.2×300　B-2260　,携帯電話・財布の落下防止用チェーンとして,"【ここがポイント！】 
● 小さいチェーンなので携帯電話・ストラップ等落下防止用のチェーンとしてご利用いただけます。 
● 先がネジシャックルとミニクリップの2タイプ。色はシルバー・ゴールド・ブラックの3種類あります。 
● 商品は図面の2番、カラーはゴールドになります 
 
【商品仕様】 
チェーン 1.2mm 
チェーン長さ 300mm 
二重リンク径 14mm 
先端 ミニクリップMP-1 
使用荷重 0.01kN（1kgf） 
材質 SUS304（18金メッキ）",MM　ステンレス（SUS304)　ポケットチェーンMP型　ゴールド　φ1.2&times;300　B-2260　：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングMM　ステンレス（SUS304)　ポケットチェーンMP型　ゴールド　φ1.2&times;300　B-2260　,携帯電話・財布の落下防止用チェーンとして。MM　ステンレス（SUS304)　ポケットチェーンMP型　ゴールド　φ1.2&times;300　B-2260　[rn]
15-48410,http://tshop.r10s.jp/yminfo/cabinet/00171276/d-018.jpg?fitin=700:700,2495.2000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,MM　ステンレス（SUS304)　セーフティーチェーン　φ7×900mm　D-019,1回通してがっちり固定,"【ここがポイント！】 
● 両端に楕円リンクを採用しているので、1回通して対象物をしっかりホールド
 
● 自転車・オートバイ等の盗難防止やハシゴの転倒防止、門扉の施錠など身の回りをしっかりガード！ 
 
【商品仕様】 
L 900mm  
D1 7mm 
L1 39mm 
W1 24mm 
D2 6mm 
L2 31mm 
W2 9mm 
使用荷重 3.43kN（350kgf） 
材質 SUS304",MM　ステンレス（SUS304)　セーフティーチェーン　φ7&times;900mm　D-019：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングMM　ステンレス（SUS304)　セーフティーチェーン　φ7&times;900mm　D-019,1回通してがっちり固定。MM　ステンレス（SUS304)　セーフティーチェーン　φ7&times;900mm　D-019[rn]
15-48411,http://tshop.r10s.jp/yminfo/cabinet/00171276/23-r.jpg?fitin=700:700,10345.6000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,【頑張って送料無料！】MM　ステンレス（SUS304)ボールチェーン　φ4.5×30m4.5-R,綺麗なチェーンです。アクセサリーに最適,"【ここがポイント！】 
● 錆びにくく美しいステンレスボールチェーン
 
 
【商品仕様】 
玉径d 4.5mm  
区間A 6.4mm 
使用荷重 0.15kN（15kgf） 
長さ 30m 
重量 930g 
材質 SUS304",【頑張って送料無料！】MM　ステンレス（SUS304)ボールチェーン　φ4.5&times;30m4.5-R：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【頑張って送料無料！】MM　ステンレス（SUS304)ボールチェーン　φ4.5&times;30m4.5-R,綺麗なチェーンです。アクセサリーに最適。【頑張って送料無料！】MM　ステンレス（SUS304)ボールチェーン　φ4.5&times;30m4.5-R[rn]
