15-21501,http://tshop.r10s.jp/sanoya/cabinet/02787457/img58914443.jpg?fitin=700:700,920.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,ペーパーラミネーる＜S＞,,"・サイズ：約３２×４３cm<BR>
・パッケージサイズ：４０×８cm<BR>
・セット内容：コーティングシート&両面接着シートの２種類がセットになってます。<BR>
・アイロンは、必ずドライ・低～中温（目安１２０℃）でお使いください。<BR><BR>


紙をコーティングし、裏布と接着することで生地のように扱えるシートです。<BR>
お好きなペーパーや生地にアイロンでシートを貼っていくだけで簡単に作れます。<BR>
バッグ・ポーチ作りやコラージュのオリジナル素材としてお使いいただけます。",ペーパーラミネーる＜S＞：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子ペーパーラミネーる＜S＞,ペーパーラミネーる＜S＞[rn]
15-21502,http://tshop.r10s.jp/sanoya/cabinet/02787457/img58914430.jpg?fitin=700:700,1120.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,ペーパーラミネーる＜M＞,,"・サイズ：約４７×４９cm<BR>
・パッケージサイズ：５０×８cm<BR>
・セット内容：コーティングシート&両面接着シートの２種類がセットになってます。<BR>
・アイロンは、必ずドライ・低～中温（目安１２０℃）でお使いください。<BR><BR>


紙をコーティングし、裏布と接着することで生地のように扱えるシートです。<BR>
お好きなペーパーや生地にアイロンでシートを貼っていくだけで簡単に作れます。<BR>
バッグ・ポーチ作りやコラージュのオリジナル素材としてお使いいただけます。",ペーパーラミネーる＜M＞：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子ペーパーラミネーる＜M＞,ペーパーラミネーる＜M＞[rn]
15-21503,http://tshop.r10s.jp/sanoya/cabinet/04037113/imgrc0067524383.jpg?fitin=700:700,3200.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,マスキングテープ５０本セット　【木製ケース付】,,,マスキングテープ５０本セット　【木製ケース付】：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子マスキングテープ５０本セット　【木製ケース付】,マスキングテープ５０本セット　【木製ケース付】[rn]
15-21504,http://tshop.r10s.jp/sanoya/cabinet/02787457/img58914439.jpg?fitin=700:700,144.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,ペーパーラミネーる専用ペーパー/カラー,,・商品サイズ約４０６×５４６ｍｍ×２枚<BR>,ペーパーラミネーる専用ペーパー/カラー：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子ペーパーラミネーる専用ペーパー/カラー,ペーパーラミネーる専用ペーパー/カラー[rn]
15-21505,http://tshop.r10s.jp/sanoya/cabinet/02787457/img58914436.jpg?fitin=700:700,128.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,ペーパーラミネーる専用ペーパー/モノクロ,,・商品サイズ約４０６×５４６ｍｍ×２枚<BR>,ペーパーラミネーる専用ペーパー/モノクロ：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子ペーパーラミネーる専用ペーパー/モノクロ,ペーパーラミネーる専用ペーパー/モノクロ[rn]
15-21506,http://tshop.r10s.jp/sanoya/cabinet/02787457/img58939465.jpg?fitin=700:700,1960.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,ジュエルレジン/２７０ｇ,,"セット内容：樹脂液(主液)90g×2、樹脂液(硬化液)90g×1<BR>
　　　　　　レジンカップ、レジンマドラー、ビニール手袋<BR>
用意するもの：はかり(目盛0.1gのもの)、型(シリコン型推奨)<BR>
硬化時間：約２５～３０時間(季節や気温によりへんかします)<BR><BR>
・混ぜ合わせてから20分以内に作業を終了させてください。<BR>
・動かさないように静かに置いておくと自然と泡がなくなります。
<BR>
　複雑な型などあわが残る場合は、つまようじなどで取り除いてください。<BR>
・ゴミやホコリが入らないように注意してください。<BR>
【成　分】主液/エポキシ樹脂、硬化液/ポリエーテルアミン<BR>
【消防法】主液/非危険物指定可燃物<BR>
　　　　　硬化液/第4類第3石油類(危険等級３)非水溶性液体",ジュエルレジン/２７０ｇ：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子ジュエルレジン/２７０ｇ,ジュエルレジン/２７０ｇ[rn]
15-21507,http://tshop.r10s.jp/sanoya/cabinet/02787457/img58939470.jpg?fitin=700:700,464.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,ジュエルレジン/12g,,"セット内容：樹脂液(主液)4g×2、樹脂液(硬化液)4g×1<BR>
　　　　　　レジンマドラー、ビニール手袋<BR>
用意するもの：型(シリコン型推奨)<BR>
硬化時間：約２５～３０時間(季節や気温によりへんかします)<BR><BR>
・混ぜ合わせてから20分以内に作業を終了させてください。<BR>
・動かさないように静かに置いておくと自然と泡がなくなります。
<BR>
　複雑な型などあわが残る場合は、つまようじなどで取り除いてください。<BR>
・ゴミやホコリが入らないように注意してください。<BR>
【成　分】主液/エポキシ樹脂、硬化液/ポリエーテルアミン<BR>
【消防法】主液/非危険物指定可燃物<BR>
　　　　　硬化液/第4類第3石油類(危険等級３)非水溶性液体",ジュエルレジン/12g：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子ジュエルレジン/12g,ジュエルレジン/12g[rn]
15-21508,http://tshop.r10s.jp/sanoya/cabinet/02787457/img58935728.jpg?fitin=700:700,840.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,UVクラフトレジン液　25g入り,紫外線で硬化する液体！,"内容量：約２５ｇ<BR>
成分：特殊アクリレート樹脂<BR><BR>

硬化スピードが速い「紫外線硬化樹脂液」です。<BR>
UVライト（約３～５分）、太陽光　晴天日（約５～３０分）<BR>
ボトルが直接注入できるように先が細くなっており、流し込みやすい形状になっています。<BR>
紫外線に当てないと硬化しないので、作業性に優れています。<BR>
好きなパーツを封入して誰でも簡単、オリジナルアクセサリーを作りましょう。",UVクラフトレジン液　25g入り：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子UVクラフトレジン液　25g入り,紫外線で硬化する液体！。UVクラフトレジン液　25g入り[rn]
15-21509,http://tshop.r10s.jp/sanoya/cabinet/02787457/img58935726.jpg?fitin=700:700,3840.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,クリスタルUVレジンランプ/３６W,,"本体サイズ：約幅２１．８×奥行２４．８×高さ１０cm（約８９０ｇ）
電源コード長さ：約１６０ｃｍ
本体仕様：１００Ｖ・５０／６０Ｈｚ共用<BR><BR>

天候に左右されず、安定した硬化時間が得られます。
約３～５分で硬化します。（液の厚み、作品の大きさにより異なります。）<BR>

「スーパーレジンＵＶクリスタルランプ」は、「ＵＶクラフトレジン液　２５ｇ入り」、「ＵＶクラフトレジン液　５ｇ入り」専用となっております。<BR>

ＵＶクラフトレジン液が硬化しにくくなったら、新しいランプ「スーパークリスタルランプ交換用　９Ｗ」に４本とも替えてください。",クリスタルUVレジンランプ/３６W：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子クリスタルUVレジンランプ/３６W,クリスタルUVレジンランプ/３６W[rn]
15-21510,http://tshop.r10s.jp/shugale/cabinet/craft_item3/535722_a.jpg?fitin=700:700,901.6000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,クラフト　お役立ち用品いろいろ　エステルクッション 50cm,ウレタン｜ヌードクッション｜圧縮クッション｜クッション｜,"【 サイズ(約) 】50×50cm（本体サイズ）<br>50×50×6cm（パッケージサイズ）<br>
【 材質 】ポリエステル100%（中わた）<br>
【 発売元 】藤久（株）<br><br>

クッション等の中材、中わた用に最適な藤久オリジナルのエステルクッションです。安心の日本製。<br>
圧縮されていますので、ご使用の際はパッケージから出して、上下左右をたたいてなじませてください。ふくらみます。<br><br>

※写真と色が多少異なる場合がありますので予めご了承ください｡<br><br>関連商品はこちら<br>
<br>
エステルクッション30cm
エステルクッション35cm
エステルクッション40cm
エステルクッション45cm
<img src=""http://image.rakuten.co.jp/shugale/cabinet/craft_item3/535722_b.jpg"" width=""100%"">",クラフト　お役立ち用品いろいろ　エステルクッション 50cm：手芸材料の通信販売　シュゲール,毛糸　通販編み物　通販編物　通販手編み　通販シュゲールハマナカ　毛糸ダイヤ　毛糸レザークラフトソーイングセット通園　通学　準備レジン手作り野呂英作入園刺繍ミシン粘土生地裁縫箱ビーズクラフト　お役立ち用品いろいろ　エステルクッション 50cm,ウレタン｜ヌードクッション｜圧縮クッション｜クッション｜。クラフト　お役立ち用品いろいろ　エステルクッション 50cm[rn]
15-21511,http://tshop.r10s.jp/shugale/cabinet/craft_item3/535721_a.jpg?fitin=700:700,621.6000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,クラフト　お役立ち用品いろいろ　エステルクッション 45cm,ウレタン｜ヌードクッション｜圧縮クッション｜クッション｜,"【 サイズ(約) 】45×45cm（本体サイズ）<br>45×45×6cm（パッケージサイズ）<br>
【 材質 】ポリエステル100%（中わた）<br>
【 発売元 】藤久（株）<br><br>

クッション等の中材、中わた用に最適な藤久オリジナルのエステルクッションです。安心の日本製。<br>
圧縮されていますので、ご使用の際はパッケージから出して、上下左右をたたいてなじませてください。ふくらみます。<br><br>

※写真と色が多少異なる場合がありますので予めご了承ください｡<br><br>関連商品はこちら<br>
<br>
エステルクッション30cm
エステルクッション35cm
エステルクッション40cm
エステルクッション50cm
<img src=""http://image.rakuten.co.jp/shugale/cabinet/craft_item3/535721_b.jpg"" width=""100%"">",クラフト　お役立ち用品いろいろ　エステルクッション 45cm：手芸材料の通信販売　シュゲール,毛糸　通販編み物　通販編物　通販手編み　通販シュゲールハマナカ　毛糸ダイヤ　毛糸レザークラフトソーイングセット通園　通学　準備レジン手作り野呂英作入園刺繍ミシン粘土生地裁縫箱ビーズクラフト　お役立ち用品いろいろ　エステルクッション 45cm,ウレタン｜ヌードクッション｜圧縮クッション｜クッション｜。クラフト　お役立ち用品いろいろ　エステルクッション 45cm[rn]
