19-133101,http://tshop.r10s.jp/ky-kanariya/cabinet/01948234/imgrc0068004069.jpg?fitin=700:700,1152.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,スキー毛糸　パールシルク　（在庫限り）,シルクとモヘアがふんわりと撚り合わさった高級糸,重さ：30g <br>　糸長：糸長約132m<br>太さ：棒針 3～5号、かぎ針3/0～4/0号<br>素材：シルク50% モヘヤ34% ナイロン16％<br>その他：メリヤス編標準ゲージ19～21目 28～31段<br>婦人セーター　8～9玉 、婦人ベスト　5～6玉、<br>紳士セーター　10～11玉<br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。また、注文が集中した場合など、発送が遅れたり、店頭販売と在庫が重複しているため、在庫切れで販売できなくなる可能性がございます。,スキー毛糸　パールシルク　（在庫限り）：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンスキー毛糸　パールシルク　（在庫限り）,シルクとモヘアがふんわりと撚り合わさった高級糸。スキー毛糸　パールシルク　（在庫限り）[rn]
19-133102,http://tshop.r10s.jp/ky-kanariya/cabinet/01948234/img59217869.jpg?fitin=700:700,627.2000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,スキー毛糸　ハープ （限定色のみ）　在庫限り,ゴールドとシルバーのラメが浮き出る上質なウールリリヤーンです,"重さ：40ｇ　<br>　
糸長：約139ｍ　<br>
太さ：棒針 5～7号、かぎ針4/0～5/0<br>
素材：ウール　82％、キュプラ　11％、ポリエステル　7％<br>
その他：メリヤス編標準ゲージ20～23目/29～32段<br>婦人セーター　約8～9玉、婦人ベスト　約5～6玉 、紳士セーター10～11玉 　<br>
糸の特徴：やわらかく伸縮性があるこの糸は、<br>
棒針、かぎ針問わず、編み易く美しい編地に仕上がります。<br>
華やかなミセスのウェアを意識した糸色です。 
<br>
<br><br>クロネコＤＭ便便　不可<br>

ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。また、注文が集中した場合など、発送が遅れたり、店頭販売と在庫が重複しているため、在庫切れで販売できなくなる可能性がございます。",スキー毛糸　ハープ （限定色のみ）　在庫限り：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンスキー毛糸　ハープ （限定色のみ）　在庫限り,ゴールドとシルバーのラメが浮き出る上質なウールリリヤーンです。スキー毛糸　ハープ （限定色のみ）　在庫限り[rn]
19-133103,http://tshop.r10s.jp/ky-kanariya/cabinet/01948234/img62116572.jpg?fitin=700:700,280.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,スキー毛糸　キラリア（　廃盤色の2203番のみ　）在庫限り,ジュエリーのようなカラーと光沢のファンシーヤーンです,"重さ：30ｇ<br>糸長：約79ｍ<br>太さ：棒針5～7号、かぎ針5/0～6/0<br>素材：アクリル36％,ポリエステル33％,ナイロン22％,ウール9%<br>その他：メリヤス編標準ゲージ18～19目 24～27段段<br>婦人セーター　11～12玉 、婦人ベスト　6～7玉<br>紳士セーター　14～15玉、紳士ベスト　8～9玉<br>糸の特徴：糸はしなやかで、地模様が栄える編地になり、キラリと光るラメが上品な大人のムードを演出します。ゴールドラメとシルバーラメタイプがあります。<br>女性のお洒落着作りにぴったりです。  <br><br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。<br>また、注文が集中した場合など、発送が遅れたり、店頭販売と在庫が重複しているため、在庫切れで販売できなくなる可能性がございます。",スキー毛糸　キラリア（　廃盤色の2203番のみ　）在庫限り：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンスキー毛糸　キラリア（　廃盤色の2203番のみ　）在庫限り,ジュエリーのようなカラーと光沢のファンシーヤーンです。スキー毛糸　キラリア（　廃盤色の2203番のみ　）在庫限り[rn]
19-133104,http://tshop.r10s.jp/ky-kanariya/cabinet/01948234/imgrc0063861633.jpg?fitin=700:700,180.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,スキー毛糸　アトラ（　廃盤色のみ　）在庫限り,中細タイプの段染杢ロービングヤーン,重さ：30ｇ<br>　　糸長：約106ｍ　<br>太さ：棒針3～5号、かぎ針4/0～5/0号<br>素材：ウール100％<br>糸の特徴：次々と変化する色の組み合わせがリズミカルで楽しい、中細タイプの段染杢ロービングヤーンです。あらゆるアイテムがカラフルな作品に編み上がり、明るいフォークロアテイストが魅力です。 　<br><br>その他：メリヤス編標準ゲージ22～26目 31～36段<br>婦人セーター　10～12玉 、婦人ベスト　6～7玉　　<br>紳士セーター　13～15玉、紳士ベスト8～9玉　<br><br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。また、注文が集中した場合など、発送が遅れたり、店頭販売と在庫が重複しているため、在庫切れで販売できなくなる可能性がございます。<br><br>クロネコＤＭ便便　不可<br><br>,スキー毛糸　アトラ（　廃盤色のみ　）在庫限り：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンスキー毛糸　アトラ（　廃盤色のみ　）在庫限り,中細タイプの段染杢ロービングヤーン。スキー毛糸　アトラ（　廃盤色のみ　）在庫限り[rn]
19-133105,http://tshop.r10s.jp/ky-kanariya/cabinet/01948234/imgrc0067888289.jpg?fitin=700:700,499.2000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,スキー毛糸　モーヤ　（限定色のみ）　在庫限り,軽く、ふっくらとしたリリヤーン形状の意匠糸です。,重さ：30ｇ<br>糸長：約103ｍ<br>太さ：棒針5～7号、かぎ針6/0～7/0<br>素材：アクリル75％、ナイロン13％、ウール12％<br>その他：メリヤス編標準ゲージ18～20目/25～28段<br>婦人セーター　8～9玉 、婦人ベスト　5～6玉<br>紳士セーター10～11玉、紳士ベスト　6～7玉<br>糸の特徴：軽く、ふっくらとしたリリヤーン形状の意匠糸です。<br>適度な伸縮は容易に美しく編むことができ、点描画のような色の重なりが楽しめます。<br>軽さを活かしたレディースウェアにお勧めします。<br>クロネコＤＭ便便　不可<br>   <br><br>ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。<br>また、注文が集中した場合など、発送が遅れたり、店頭販売と在庫が重複しているため、在庫切れで販売できなくなる可能性がございます。,スキー毛糸　モーヤ　（限定色のみ）　在庫限り：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンスキー毛糸　モーヤ　（限定色のみ）　在庫限り,軽く、ふっくらとしたリリヤーン形状の意匠糸です。。スキー毛糸　モーヤ　（限定色のみ）　在庫限り[rn]
19-133106,http://tshop.r10s.jp/ky-kanariya/cabinet/01948234/imgrc0067704541.jpg?fitin=700:700,768.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,スキー毛糸　 プラネット　ＰＬＡＮＥＴ帽子の編図付き製造国：トルコ,ポンポン付帽子がカンタンにできる♪,"<font color=""#6a1917"" size=""2"">編むごとに色々な素材があらわれるファンシーヤーンです。<br>1玉でポンポン付き帽子が、2玉で両端にポンポンが付いたマフラーが出来ます。</font><TABLE border=""0"" width=""400"">    <TR>      <TD width=""150"" valign=""top"">[<FONT color=""#000066"">素　　材　]</FONT></TD>      <TD width=""300""><FONT color=""#660033"">アクリル78%　ナイロン10%<br>ポリステル8％　モヘア4％</FONT></TD>    </TR>    <TR>      <TD width=""150"" valign=""top"">[<FONT color=""#000066"">重さ・長さ]</FONT></TD>      <TD width=""300""><FONT color=""#660033"">50g王巻（約105m）</FONT></TD>    </TR>    </TABLE><font color=""#ff0000"" size=""5"">★★★　在庫処分　★★★</font><TABLE border=""0"" cellpadding=""10"" cellspacing=""1"" bgcolor=""#999999"" width=""330""><TR>  <TD bgcolor=""#ffffff""><FONT color=""#ff0000""><B>ご注意</B></FONT><FONT color=""#333333"">　:　モニターにより、色の見え方が 実際の商品と異なることがございます。<br>また注文が集中した場合など、発送が遅れたり、店頭販売と在庫が重複しているため在庫切れで販売できなくなる場合がございます。</FONT></TD> </TR></TABLE>",スキー毛糸　 プラネット　ＰＬＡＮＥＴ帽子の編図付き製造国：トルコ：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンスキー毛糸　 プラネット　ＰＬＡＮＥＴ帽子の編図付き製造国：トルコ,ポンポン付帽子がカンタンにできる♪。スキー毛糸　 プラネット　ＰＬＡＮＥＴ帽子の編図付き製造国：トルコ[rn]
19-133107,http://tshop.r10s.jp/ky-kanariya/cabinet/01948234/img62112798.jpg?fitin=700:700,368.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 毛糸,スキー毛糸　ファーノ （　廃盤色　）在庫限り,ヨーロッパテイストのツイードタイプのロービングヤーン,"重さ：40ｇ<br>　　
糸長：約96ｍ　<br>
太さ：棒針7～9号、かぎ針7/0～8/0<br>
素材：ウール47%、アクリル47％、レーヨン6％<br>
糸の特徴：編みあがりは軽く、印象的な配色のネップが可愛くて小物からウェアまで万能に、大人カジュアルな作品作りにおすすめします。　<br>
<br>
その他：メリヤス編標準ゲージ15～17目 22～23段<br>婦人セーター　7～8玉 、婦人ベスト　4～5玉　　<br>紳士セーター　9～10玉、紳士ベスト　5～6玉　<br>
<br>クロネコＤＭ便便　不可<br>
<br>
ご注意：モニターにより、色の見え方が実際の商品と異なることがございます。また、注文が集中した場合など、発送が遅れたり、店頭販売と在庫が重複しているため、在庫切れで販売できなくなる可能性がございます。",スキー毛糸　ファーノ （　廃盤色　）在庫限り：京都カナリヤ手芸店,手芸手づくりナニイロｎａｎｉＩＲＯクラフト生地　布キャラクター毛糸編み針編み物畳ヘリテープ刺繍和洋裁ワッペンビーズアレキサンダーヘンリーファブリック入園入学クロバーレザークラフトＵＳＡコットンスキー毛糸　ファーノ （　廃盤色　）在庫限り,ヨーロッパテイストのツイードタイプのロービングヤーン。スキー毛糸　ファーノ （　廃盤色　）在庫限り[rn]
19-133108,http://tshop.r10s.jp/isz/cabinet/ikou_20100330_003/img10345766398.gif?fitin=700:700,160.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 裁縫材料 > ミシン糸,【お好みの生地に合わせます♪】シャッペスパンミシン糸普通地用≪＃６０/２００ｍ≫【定番】,楽天週間ランキング【ミシン糸】11回目の第1位(7/27),"こちらの商品は、<br>
厚さが３ｃｍを超えまして<br>
規定を超えてしまいますので<br>
クロネコメール便をご利用いただけません。<br>
メール便をご選択の場合<br>
ゆうメールでの発送なります。<br>
（同梱商品などでゆうメールを<br>
ご利用いただけない場合は<br>
ご連絡させていただきます。）<br>
<br>


《☆ご注文方法☆》<br>
1.糸を必要な数量ご注文ください。<br>
2.ご注文の際、備考欄に、どの生地に合わせるかをご入力ください。<br><br>※こちらの商品は、ご注文後<br>
 発送まで数日かかってしまう場合が<br>
 ございます。<br>
（出来る限り在庫を置いておりますが、<br>
       取り寄せの場合もございます。）<br>",【お好みの生地に合わせます♪】シャッペスパンミシン糸普通地用≪＃６０/２００ｍ≫【定番】：手芸と生地の店　いすず,生地布麻リネンコットン有輪YUWAダブルガーゼあみもの毛糸ワッペンボタンナチュラルレース糸編み針かぎ針ファブリックfabricレース手芸材料【お好みの生地に合わせます♪】シャッペスパンミシン糸普通地用≪＃６０/２００ｍ≫【定番】,楽天週間ランキング【ミシン糸】11回目の第1位(7/27)。【お好みの生地に合わせます♪】シャッペスパンミシン糸普通地用≪＃６０/２００ｍ≫【定番】[rn]
19-133109,http://tshop.r10s.jp/akibamac/cabinet/04785997/4977528832665.jpg?fitin=700:700,142.4000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 裁縫材料 > ミシン糸,フジックスキングスターミシン刺しゅう糸 50番250m 50-250M-266 (ｽﾀｰﾐｼﾝｼｼｭｳｲﾄ502),,独特な光沢とやわらかさを併せ持つ糸。安定した美しい仕上がりで縫いやすく、耐久性のある糸なので刺しゅうや飾り縫いなど幅広くお使いいただけます。,フジックスキングスターミシン刺しゅう糸 50番250m 50-250M-266 (ｽﾀｰﾐｼﾝｼｼｭｳｲﾄ502)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンフジックスキングスターミシン刺しゅう糸 50番250m 50-250M-266 (ｽﾀｰﾐｼﾝｼｼｭｳｲﾄ502),フジックスキングスターミシン刺しゅう糸 50番250m 50-250M-266 (ｽﾀｰﾐｼﾝｼｼｭｳｲﾄ502)[rn]
19-133110,http://tshop.r10s.jp/akibamac/cabinet/03550746/4977528561039.jpg?fitin=700:700,134.4000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 裁縫材料 > ミシン糸,フジックスシャッペスパンミシン糸 60番200m 60-200M-103 (60200M),,シャッペスパンは、ヨーロッパの長い伝統の中で育った「シルクシステム」と呼ばれる特殊な加工方法で紡績された、ポリエステル高級縫い糸です。,フジックスシャッペスパンミシン糸 60番200m 60-200M-103 (60200M)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンフジックスシャッペスパンミシン糸 60番200m 60-200M-103 (60200M),フジックスシャッペスパンミシン糸 60番200m 60-200M-103 (60200M)[rn]
19-133111,http://tshop.r10s.jp/akibamac/cabinet/04785997/4977528832498.jpg?fitin=700:700,142.4000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > 裁縫材料 > ミシン糸,フジックスキングスターミシン刺しゅう糸 50番250m 50-250M-24 (ｽﾀｰﾐｼﾝｼｼｭｳｲﾄ502),,独特な光沢とやわらかさを併せ持つ糸。安定した美しい仕上がりで縫いやすく、耐久性のある糸なので刺しゅうや飾り縫いなど幅広くお使いいただけます。,フジックスキングスターミシン刺しゅう糸 50番250m 50-250M-24 (ｽﾀｰﾐｼﾝｼｼｭｳｲﾄ502)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコンフジックスキングスターミシン刺しゅう糸 50番250m 50-250M-24 (ｽﾀｰﾐｼﾝｼｼｭｳｲﾄ502),フジックスキングスターミシン刺しゅう糸 50番250m 50-250M-24 (ｽﾀｰﾐｼﾝｼｼｭｳｲﾄ502)[rn]
