19-77101,http://tshop.r10s.jp/kg-maido/cabinet/ts-41/t010005932363.jpg?fitin=700:700,504.8000,,インテリア・寝具・収納 > オフィス家具 > オフィス収納 > その他,個別送料1000円 直送品 TRUSCO 軽量棚用背面ガイド 1200用 ネオグレ S-GD4:NG,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●側面用ガイドと組み合わせて使用して、軽量棚用のこぼれ止めとして使用します。<br>
<br>
<br>
<br>
【仕様】<br>
●色:ネオグレー<br>
●適合:間口1200mm用<br>
<br>
【材質・仕上げ】<br>
●スチール<br>
<br>
【注意】<br>
●背面用ガイドを使うためには側面用ガイドが2本必要です。<br>
<br>
【質量】<br>
●700G</p>",個別送料1000円 直送品 TRUSCO 軽量棚用背面ガイド 1200用 ネオグレ S-GD4:NG：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材個別送料1000円 直送品 TRUSCO 軽量棚用背面ガイド 1200用 ネオグレ S-GD4:NG,個別送料1000円 直送品 TRUSCO 軽量棚用背面ガイド 1200用 ネオグレ S-GD4:NG[rn]
19-77102,http://tshop.r10s.jp/kg-maido/cabinet/ts-27/t010005091381.jpg?fitin=700:700,25917.6000,,インテリア・寝具・収納 > オフィス家具 > オフィス収納 > その他,個別送料1000円 直送品 IRIS メタルラック(ポール径25) 1200×610×1510 MR-1215DJ,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●アイリスオーヤマ（株）<br>
<br>
【特長】<br>
●クギやねじを使わずに簡単に組み立てることができます。<br>
●アイリスのメタルラックセット品や別売パーツと組み合わせて、オリジナルのシステムラックも作れます。<br>
●凹凸のある場所でも安定できるアジャスター仕様です。<br>
●キャスターと組み合わせることで移動式ラックとしても活用できます。<br>
●クロムメッキ仕上げのラックです。<br>
●棚の高さは自由に変えることができます。<br>
<br>
<br>
<br>
【仕様】<br>
●間口(mm):1200<br>
●奥行(mm):610<br>
●高さ(mm):1510<br>
●棚段数(段):4<br>
●有効間口(mm):1150<br>
●均等積載量(kg/段):125<br>
●組立目安:1人30分<br>
●色:シルバー<br>
●棚板調整ピッチ:25mm<br>
●最大積載量：500kg/台<br>
●パイプ径:25mm<br>
●棚板1枚あたり125kg<br>
<br>
【材質・仕上げ】<br>
●本体：スチール<br>
●本体表面処理：クロムメッキ仕上げ<br>
●棚板固定部品：ABS樹脂<br>
<br>
【注意】<br>
●集中荷重になりますと、耐荷重能力は半減します。必ず均等に荷重を分散させてご使用ください。<br>
●キャスター付でご使用の場合、最大積載量の半分まででご使用ください。<br>
<br>
【質量】<br>
●33.4KG</p>",個別送料1000円 直送品 IRIS メタルラック(ポール径25) 1200&times;610&times;1510 MR-1215DJ：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材個別送料1000円 直送品 IRIS メタルラック(ポール径25) 1200&times;610&times;1510 MR-1215DJ,個別送料1000円 直送品 IRIS メタルラック(ポール径25) 1200&times;610&times;1510 MR-1215DJ[rn]
19-77103,http://tshop.r10s.jp/kg-maido/cabinet/ts-04/t010002658941.jpg?fitin=700:700,133286.4000,,インテリア・寝具・収納 > オフィス家具 > オフィス収納 > その他,運賃見積り 直送品 エレクター ステンレスシェルフ 4段 SMS1820･PS1900-4,【代表画像 色/サイズ等注意】,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●エレクター（株）<br>
<br>
【特長】<br>
●耐錆、耐薬品性に優れ、衛生管理が重要視される環境に最適です。<br>
<br>
【用途】<br>
●高温多湿、冷凍・冷蔵庫など過酷な場所。<br>
●食品関係で衛生的な場所。<br>
●電子、半導体でのクリーンな環境を求める場所。<br>
<br>
【仕様】<br>
●間口(mm):1821<br>
●奥行(mm):460<br>
●高さ(mm):1892<br>
●棚段数(段):4<br>
●有効間口(mm):1759<br>
●組立目安:1人40分<br>
●棚板調整ピッチ:25.4mm<br>
●パイプ径:φ25.4mm<br>
●均等積載量:250kg/段<br>
●最大積載量:750kg/台<br>
<br>
【注意】<br>
●集中荷重になりますと耐荷重能力は半減します。必ず均等に荷重を分布させてご使用ください。<br>
<br>
【特記事項】<br>
●北海道・沖縄・離島は除く<br>
<br>
【質量】<br>
●38.8KG</p>",運賃見積り 直送品 エレクター ステンレスシェルフ 4段 SMS1820･PS1900-4：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材運賃見積り 直送品 エレクター ステンレスシェルフ 4段 SMS1820･PS1900-4,【代表画像 色/サイズ等注意】。運賃見積り 直送品 エレクター ステンレスシェルフ 4段 SMS1820･PS1900-4[rn]
19-77104,http://tshop.r10s.jp/kg-maido/cabinet/ts-03/t010002605249.jpg?fitin=700:700,768.8000,,インテリア・寝具・収納 > オフィス家具 > オフィス収納 > その他,TRUSCO 軽量棚用連結金具 ビス付 TB-R,,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
<br>
<br>
【仕様】<br>
●色:シルバー<br>
●サイズ(mm):75×19<br>
●厚み：3mm<br>
<br>
【材質・仕上げ】<br>
●スチール<br>
<br>
【セット内容・付属品】<br>
●ナベ頭小ねじ（スプリング丸ワッシャー付）M6×20 16個<br>
●六角ナットM6 16個<br>
<br>
【1注文あたり入数】<br>
●8枚<br>
<br>
【質量】<br>
●355G</p>",TRUSCO 軽量棚用連結金具 ビス付 TB-R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材TRUSCO 軽量棚用連結金具 ビス付 TB-R,TRUSCO 軽量棚用連結金具 ビス付 TB-R[rn]
19-77105,http://tshop.r10s.jp/kg-maido/cabinet/ts-53/t010006307654.jpg?fitin=700:700,25934.4000,,インテリア・寝具・収納 > オフィス家具 > オフィス収納 > その他,運賃見積り 直送品 TRUSCO TUG型中量棚600kg 単体型 955X926XH1200 3段 TUG60043Z3,【代表画像 色/サイズ等注意】,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●完全ボルトレス構造のため、工具なしで組み替え・段替えが自在にできます。<br>
●棚板は割棚方式のため、組み立て・取り扱いが容易です。<br>
●棚の段変更が、小刻みな30mmピッチで自由に調整変更ができます。<br>
●高さ、奥行が同じであれば、連結することができます。また、支柱を兼用することにより、コストダウンが図れます。<br>
●VOC（揮発性有機化合物）対応塗装です。<br>
●低ホルムアルデヒド（F☆☆☆☆）です。<br>
<br>
<br>
<br>
【仕様】<br>
●間口(mm):900<br>
●奥行(mm):900<br>
●色:オイスターホワイト<br>
●有効間口(mm):837<br>
●高さ(mm):1200<br>
●棚段数(段):3<br>
●棚板調整ピッチ:30mm<br>
●外寸間口(mm):962<br>
●外寸奥行(mm):942<br>
●外寸高さ(mm):1202<br>
●色:オイスターホワイト<br>
●均等積載量:600kg/段<br>
●最大積載量:3000kg/台<br>
<br>
【注意】<br>
●集中荷重になりますと耐荷重能力は半減します。必ず均等に荷重を分布させてご使用ください。<br>
●連結型のみではご使用できません。<br>
<br>
【特記事項】<br>
●沖縄・離島は除く<br>
<br>
【質量】<br>
●59.1KG</p>",運賃見積り 直送品 TRUSCO TUG型中量棚600kg 単体型 955X926XH1200 3段 TUG60043Z3：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材運賃見積り 直送品 TRUSCO TUG型中量棚600kg 単体型 955X926XH1200 3段 TUG60043Z3,【代表画像 色/サイズ等注意】。運賃見積り 直送品 TRUSCO TUG型中量棚600kg 単体型 955X926XH1200 3段 TUG60043Z3[rn]
19-77106,http://tshop.r10s.jp/kg-maido/cabinet/ts-14/t010002968288.jpg?fitin=700:700,620675.2000,,インテリア・寝具・収納 > オフィス家具 > オフィス収納 > その他,運賃見積り 直送品 日向 スライダーラック N5S-1800,【代表画像 色/サイズ等注意】,"<p><img src=""http://image.rakuten.co.jp/kg-maido/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●（株）日向製作所<br>
<br>
【特長】<br>
●金型・治具などの立体保管が行え、省スペース、作業環境整備に威力を発揮します。<br>
●1棚2tの耐荷重があり、高剛性、軽い操作性（初動13kg程度）です。<br>
●前部張り出しフレームが転倒の防止に効果を発揮し、安全です。<br>
●スライド棚を最後部まで引き出せるフルストロークタイプですので、前後に置いた製品でも、後部のワークをそのまま楽に吊り出せます。<br>
<br>
【用途】<br>
●金型・治具の保管。<br>
●ロール製品の保管。<br>
●鋼板類の保管。<br>
●その他重量製品の保管。<br>
<br>
【仕様】<br>
●均等積載量(t/段):2<br>
●間口(mm):2075<br>
●奥行(mm):1275<br>
●高さ(mm):1885<br>
●棚段数固定棚:1段<br>
●棚段数スライド棚:4段<br>
●棚寸法(mm)固定棚:2025×800<br>
●棚寸法(mm)スライド棚:1800×800<br>
●本体仕様:単体型<br>
●ストローク(mm):800<br>
●最大積載量(t/台):10<br>
●完成品<br>
<br>
【材質・仕上げ】<br>
●スチール（SS400）<br>
<br>
【注意】<br>
●棚は1段ずつ引き出してください。一度に2段の引き出しは厳禁です。<br>
●表記サイズは、本体外寸法です。<br>
<br>
【質量】<br>
●732KG</p>",運賃見積り 直送品 日向 スライダーラック N5S-1800：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材運賃見積り 直送品 日向 スライダーラック N5S-1800,【代表画像 色/サイズ等注意】。運賃見積り 直送品 日向 スライダーラック N5S-1800[rn]
19-77107,http://tshop.r10s.jp/kys/cabinet/ts-41/t010005925295.jpg?fitin=700:700,35576.8000,,インテリア・寝具・収納 > オフィス家具 > オフィス収納 > その他,運賃見積り 直送品 TRUSCO 重量パレット棚1トン2500×900×H2500連結 2段 1D-25B25-09-2B,,"<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●限られた床面スペースを有効に利用でき、保管物の荷崩れ破損を防ぎます。<br>
●優れた強度（均等積載量1～2t/段対応）で、支柱・ビームは積載物の荷重に適した形状のものを選択でき、強度を追求した設計となっています。<br>
●短期間・短納期 規格化された部材によるノックダウン方式により、短期間でラックの設置が完了し、設置後すぐに使えます。<br>
●優れた機能性 レイアウト変更・段変更も自在。積層タイプを採用すれば、上部空間はより有効に活用できます。<br>
<br>
<br>
<br>
【仕様】<br>
●均等積載量(kg/段):1000<br>
●奥行(mm):900<br>
●高さ(mm):2500<br>
●有効間口(mm):2500<br>
●ビーム段数:2<br>
●本体仕様:連結<br>
●最大積載量(kg/台):2000<br>
●色:ネオグレー<br>
●ネオグレー色<br>
●段調整ピッチ:50mm<br>
<br>
【材質・仕上げ】<br>
●本体:スチール<br>
●本体表面処理:粉体塗装(支柱、ビーム)<br>
<br>
【注意】<br>
●組立費は別途です。<br>
●集中荷重になりますと耐荷重能力は半減します。必ず均等に荷重を分布させてご使用ください。<br>
<br>
【質量】<br>
●95KG</p>",運賃見積り 直送品 TRUSCO 重量パレット棚1トン2500&times;900&times;H2500連結 2段 1D-25B25-09-2B：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYS運賃見積り 直送品 TRUSCO 重量パレット棚1トン2500&times;900&times;H2500連結 2段 1D-25B25-09-2B,運賃見積り 直送品 TRUSCO 重量パレット棚1トン2500&times;900&times;H2500連結 2段 1D-25B25-09-2B[rn]
19-77108,http://tshop.r10s.jp/kys/cabinet/ts-41/t010005925308.jpg?fitin=700:700,38217.6000,,インテリア・寝具・収納 > オフィス家具 > オフィス収納 > その他,運賃見積り 直送品 TRUSCO パレットラック1トン用2500X1000XH3000 2段 連結 1D-30B25-10-2B,,"<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●限られた床面スペースを有効に利用でき、保管物の荷崩れ破損を防ぎます。<br>
●優れた強度（均等積載量1～2t/段対応）で、支柱・ビームは積載物の荷重に適した形状のものを選択でき、強度を追求した設計となっています。<br>
●短期間・短納期 規格化された部材によるノックダウン方式により、短期間でラックの設置が完了し、設置後すぐに使えます。<br>
●優れた機能性 レイアウト変更・段変更も自在。積層タイプを採用すれば、上部空間はより有効に活用できます。<br>
<br>
<br>
<br>
【仕様】<br>
●均等積載量(kg/段):1000<br>
●奥行(mm):1000<br>
●高さ(mm):3000<br>
●有効間口(mm):2500<br>
●ビーム段数:2<br>
●本体仕様:連結<br>
●最大積載量(kg/台):2000<br>
●色:ネオグレー<br>
●ネオグレー色<br>
●段調整ピッチ:50mm<br>
<br>
【材質・仕上げ】<br>
●本体:スチール<br>
●本体表面処理:粉体塗装(支柱、ビーム)<br>
<br>
【注意】<br>
●組立費は別途です。<br>
●集中荷重になりますと耐荷重能力は半減します。必ず均等に荷重を分布させてご使用ください。<br>
<br>
【質量】<br>
●101.44KG</p>",運賃見積り 直送品 TRUSCO パレットラック1トン用2500X1000XH3000 2段 連結 1D-30B25-10-2B：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYS運賃見積り 直送品 TRUSCO パレットラック1トン用2500X1000XH3000 2段 連結 1D-30B25-10-2B,運賃見積り 直送品 TRUSCO パレットラック1トン用2500X1000XH3000 2段 連結 1D-30B25-10-2B[rn]
19-77109,http://tshop.r10s.jp/kys/cabinet/ts-41/t010005925356.jpg?fitin=700:700,42101.6000,,インテリア・寝具・収納 > オフィス家具 > オフィス収納 > その他,運賃見積り 直送品 TRUSCO パレットラック2トン用2500X1000XH3000 2段 連結 2D-30B25-10-2B,,"<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●限られた床面スペースを有効に利用でき、保管物の荷崩れ破損を防ぎます。<br>
●優れた強度（均等積載量1～2t/段対応）で、支柱・ビームは積載物の荷重に適した形状のものを選択でき、強度を追求した設計となっています。<br>
●短期間・短納期 規格化された部材によるノックダウン方式により、短期間でラックの設置が完了し、設置後すぐに使えます。<br>
●優れた機能性 レイアウト変更・段変更も自在。積層タイプを採用すれば、上部空間はより有効に活用できます。<br>
<br>
<br>
<br>
【仕様】<br>
●均等積載量(kg/段):2000<br>
●奥行(mm):1000<br>
●高さ(mm):3000<br>
●有効間口(mm):2500<br>
●ビーム段数:2<br>
●本体仕様:連結<br>
●最大積載量(kg/台):4000<br>
●色:ネオグレー<br>
●ネオグレー色<br>
●段調整ピッチ:50mm<br>
<br>
【材質・仕上げ】<br>
●本体:スチール<br>
●本体表面処理:粉体塗装(支柱、ビーム)<br>
<br>
【注意】<br>
●組立費は別途です。<br>
●集中荷重になりますと耐荷重能力は半減します。必ず均等に荷重を分布させてご使用ください。<br>
<br>
【質量】<br>
●113.04KG</p>",運賃見積り 直送品 TRUSCO パレットラック2トン用2500X1000XH3000 2段 連結 2D-30B25-10-2B：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYS運賃見積り 直送品 TRUSCO パレットラック2トン用2500X1000XH3000 2段 連結 2D-30B25-10-2B,運賃見積り 直送品 TRUSCO パレットラック2トン用2500X1000XH3000 2段 連結 2D-30B25-10-2B[rn]
19-77110,http://tshop.r10s.jp/kys/cabinet/ts-41/t010005925297.jpg?fitin=700:700,37026.4000,,インテリア・寝具・収納 > オフィス家具 > オフィス収納 > その他,運賃見積り 直送品 TRUSCO 重量パレット棚1トン2500×1100×H2500連結 1D-25B25-11-2B,,"<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●限られた床面スペースを有効に利用でき、保管物の荷崩れ破損を防ぎます。<br>
●優れた強度（均等積載量1～2t/段対応）で、支柱・ビームは積載物の荷重に適した形状のものを選択でき、強度を追求した設計となっています。<br>
●短期間・短納期 規格化された部材によるノックダウン方式により、短期間でラックの設置が完了し、設置後すぐに使えます。<br>
●優れた機能性 レイアウト変更・段変更も自在。積層タイプを採用すれば、上部空間はより有効に活用できます。<br>
<br>
<br>
<br>
【仕様】<br>
●均等積載量(kg/段):1000<br>
●奥行(mm):1100<br>
●高さ(mm):2500<br>
●有効間口(mm):2500<br>
●ビーム段数:2<br>
●本体仕様:連結<br>
●最大積載量(kg/台):2000<br>
●色:ネオグレー<br>
●ネオグレー色<br>
●段調整ピッチ:50mm<br>
<br>
【材質・仕上げ】<br>
●本体:スチール<br>
●本体表面処理:粉体塗装(支柱、ビーム)<br>
<br>
【注意】<br>
●組立費は別途です。<br>
●集中荷重になりますと耐荷重能力は半減します。必ず均等に荷重を分布させてご使用ください。<br>
<br>
【質量】<br>
●99.1KG</p>",運賃見積り 直送品 TRUSCO 重量パレット棚1トン2500&times;1100&times;H2500連結 1D-25B25-11-2B：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYS運賃見積り 直送品 TRUSCO 重量パレット棚1トン2500&times;1100&times;H2500連結 1D-25B25-11-2B,運賃見積り 直送品 TRUSCO 重量パレット棚1トン2500&times;1100&times;H2500連結 1D-25B25-11-2B[rn]
19-77111,http://tshop.r10s.jp/kys/cabinet/ts-41/t010005925306.jpg?fitin=700:700,52259.2000,,インテリア・寝具・収納 > オフィス家具 > オフィス収納 > その他,運賃見積り 直送品 TRUSCO パレットラック1トン用2500X1100XH3000 2段 単体 1D-30B25-11-2,,"<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー】<br>
●トラスコ中山（株）<br>
<br>
【特長】<br>
●限られた床面スペースを有効に利用でき、保管物の荷崩れ破損を防ぎます。<br>
●優れた強度（均等積載量1～2t/段対応）で、支柱・ビームは積載物の荷重に適した形状のものを選択でき、強度を追求した設計となっています。<br>
●短期間・短納期 規格化された部材によるノックダウン方式により、短期間でラックの設置が完了し、設置後すぐに使えます。<br>
●優れた機能性 レイアウト変更・段変更も自在。積層タイプを採用すれば、上部空間はより有効に活用できます。<br>
<br>
<br>
<br>
【仕様】<br>
●均等積載量(kg/段):1000<br>
●奥行(mm):1100<br>
●高さ(mm):3000<br>
●有効間口(mm):2500<br>
●ビーム段数:2<br>
●本体仕様:単体<br>
●最大積載量(kg/台):2000<br>
●色:ネオグレー<br>
●ネオグレー色<br>
●段調整ピッチ:50mm<br>
<br>
【材質・仕上げ】<br>
●本体:スチール<br>
●本体表面処理:粉体塗装(支柱、ビーム)<br>
<br>
【注意】<br>
●組立費は別途です。<br>
●集中荷重になりますと耐荷重能力は半減します。必ず均等に荷重を分布させてご使用ください。<br>
<br>
【質量】<br>
●137.66KG</p>",運賃見積り 直送品 TRUSCO パレットラック1トン用2500X1100XH3000 2段 単体 1D-30B25-11-2：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYS運賃見積り 直送品 TRUSCO パレットラック1トン用2500X1100XH3000 2段 単体 1D-30B25-11-2,運賃見積り 直送品 TRUSCO パレットラック1トン用2500X1100XH3000 2段 単体 1D-30B25-11-2[rn]
