10-102001,http://tshop.r10s.jp/katuhara/cabinet/00861927/img67352936.gif?fitin=700:700,598.4000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,エッセンシャル エアリーモイスト 集中補修ヘアパック 200g 【化粧品】,花王 エッセンシャル ふんわり ヘアパック 毛先 補修,"乾燥しがちな髪もふんわりうるおう「エアリーモイスト」。<BR>
時間をかけるほどまとまり続く、チャージ発想。髪にある成分に近い「ヘアサプリオイル」を高濃度に配合。<BR>
熱で傷んだ髪を集中補修。ドライヤーで乾かすときからみるみるなめらか。毛先までつるんとまとまり、いつも以上のあつかいやすい髪が続く。<BR>
ふわっと広がる咲きたての花を束ねたブーケの香り。<BR>
<P>エッセンシャルシリーズ一覧は⇒コチラ</P>
<BR><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0"">",エッセンシャル エアリーモイスト 集中補修ヘアパック 200g 【化粧品】：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップエッセンシャル エアリーモイスト 集中補修ヘアパック 200g 【化粧品】,花王 エッセンシャル ふんわり ヘアパック 毛先 補修。エッセンシャル エアリーモイスト 集中補修ヘアパック 200g 【化粧品】[rn]
10-102002,http://tshop.r10s.jp/katuhara/cabinet/00861927/img57865785.jpg?fitin=700:700,1280.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,P&G パンテーン クリニケア 毛先までパサついて傷んだ髪用 コンディショナー 550g 【化粧品】,髪を内側と外側から補修,P&G パンテーン クリニケア 毛先までパサついて傷んだ髪用 コンディショナーは、芯から健康に輝く髪へと変えていくための「集中ケア」シリーズです。,P&amp;G パンテーン クリニケア 毛先までパサついて傷んだ髪用 コンディショナー 550g 【化粧品】：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップP&amp;G パンテーン クリニケア 毛先までパサついて傷んだ髪用 コンディショナー 550g 【化粧品】,髪を内側と外側から補修。P&amp;G パンテーン クリニケア 毛先までパサついて傷んだ髪用 コンディショナー 550g 【化粧品】[rn]
10-102003,http://tshop.r10s.jp/katuhara/cabinet/00861927/img57865783.jpg?fitin=700:700,760.8000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,P&G パンテーン クリニケア 毛先までパサついて傷んだ髪用 コンディショナー 250g 【化粧品】,髪を内側と外側から補修,P&G パンテーン クリニケア 毛先までパサついて傷んだ髪用 コンディショナーは、芯から健康に輝く髪へと変えていくための「集中ケア」シリーズです。,P&amp;G パンテーン クリニケア 毛先までパサついて傷んだ髪用 コンディショナー 250g 【化粧品】：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップP&amp;G パンテーン クリニケア 毛先までパサついて傷んだ髪用 コンディショナー 250g 【化粧品】,髪を内側と外側から補修。P&amp;G パンテーン クリニケア 毛先までパサついて傷んだ髪用 コンディショナー 250g 【化粧品】[rn]
10-102004,http://tshop.r10s.jp/katuhara/cabinet/00861927/img61141721.jpg?fitin=700:700,456.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,マンダム GATSBY（ギャツビー） アウトバストリートメント　エッセンスヘアウォーター　90ml 【化粧品】,マンダム ギャッツビー トリートメント スタイリング,"インナーケアアミノ酸（ジラウロイルグルタミン酸リシンＮａ）がダメージを補修し髪に弾力感を与える。<br>
インナーケアヒアルロン酸（加水分解ヒアルロン酸）が水分を抱えこみパサつきを防ぐ。<br>
ヒートプロテクト処方、ＵＶカット処方。<br>
ベタつかずさっぱりと軽い仕上がり。",マンダム GATSBY（ギャツビー） アウトバストリートメント　エッセンスヘアウォーター　90ml 【化粧品】：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップマンダム GATSBY（ギャツビー） アウトバストリートメント　エッセンスヘアウォーター　90ml 【化粧品】,マンダム ギャッツビー トリートメント スタイリング。マンダム GATSBY（ギャツビー） アウトバストリートメント　エッセンスヘアウォーター　90ml 【化粧品】[rn]
10-102005,http://tshop.r10s.jp/katuhara/cabinet/00861927/imgrc0074880109.gif?fitin=700:700,560.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,ジュレーム フルボス ブライトニングトリートメント ブライト＆モイスト つめかえ 400ml 【化粧品】,コーセーコスメポート じゅれーむ ジュレーム トリートメント,"<P><BR>
<BR>
</P>
<P><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0""></P>
<TABLE border=""1"" width=""100%"">

    <TR>
      <TD width=""25"" align=""center"" bgcolor=""#c6fe7a"">商<BR>
      品<BR>
      説<BR>
      明</TD>
      <TD width=""400"">地肌から髪に輝きをプラスする新時代ブライトニングケア。パーソナルな髪悩みに対応します <BR>
      <BR>
      ●ブライトニングケアでダイヤモンド級の輝きへ。 毛穴から頭皮・髪を浄化・保湿し、根もとから毛先までキューティクルをととのえて、内側から透明感あふれるような髪へ。<BR>
      ●うるおいバランス効果。 <BR>
      髪と地肌にうるおいを与え、毛先までおさまりのよい髪に。 <BR>
      ●傷みやすい髪も補修・保護。 <BR>
      芯はしなやかに、手ざわりスルンとなめらかな仕上がりに。 <BR>
      ●ジュレームならではの個性あふれる香り。 <BR>
    </TD>
    </TR>
    <TR>
      <TD width=""25"" align=""center"" bgcolor=""#c6fe7a"">成<BR>
      分</TD>
      <TD width=""400"">水、ジメチコン、PEG-8、セテアリルアルコール、ベヘニルアルコール、ベヘントリモニウムクロリド、ジステアリルジモニウムクロリド、アルガニアスピノサ核油、ツバキ種子油、ヒアルロン酸Na、腐植土抽出物、BG、EDTA-2Na、イソプロパノール、エチルヘキサン酸セチル、クエン酸、クエン酸Na、グリセリン、ジラウロイルグルタミン酸リシンNa、スクワラン、ステアリン酸グリセリル、ミリスチン酸イソプロピル、ヤシ油、水添パーム油、水添ヤシ油、フェノキシエタノール、メチルパラベン、香料<BR>
    </TD>
    </TR>
    <TR>
      <TD width=""25"" align=""center"" bgcolor=""#c6fe7a"">ご<BR>
      注<BR>
      意</TD>
      <TD width=""400"">頭皮に異常があるとき、異常があらわれたときはご使用をおやめください。<BR>
      目に入ったときはすぐに洗い流して下さい。<BR>
    乳幼児の手の届かないところに保管してください。</TD>
    </TR>
    <TR>
      <TD align=""center"" bgcolor=""#c6fe7a"">関<BR>
      連<BR>
      商<BR>
      品</TD>
      <TD>
      <P><BR>
ジュレームシリーズは⇒コチラ<BR>
<BR>
      ディアボーテ商品一覧は⇒コチラ<BR>
      <BR>
      ルミニーク商品一覧は⇒コチラ<BR>
      </P>

</TD>
    </TR>

</TABLE>
<P>
</P>
<TABLE border=""1"" width=""100%"">
  <tr>
<td width=""25"" align=""center"" bgcolor=""#c6fe7a""><font size=""2"">広<br>告<br>文<br>責</font></td>
    <td width=""400""><FONT size=""2"">
株式会社勝原薬局<br>[TEL：079-224-1003]
</FONT></td>
  </tr><tr>
    <td align=""center"" bgcolor=""#c6fe7a""><font size=""2"">発<br>売<br>元</font></td>
    <td><font size=""2"">発売元：コーセーコスメポート株式会社 <BR>
    03-3277-8551 <BR>
    製造販売元：株式会社コーセー <BR>
    東京都中央区日本橋3-6-2</font></td>
  </tr><tr>
    <td align=""center"" bgcolor=""#c6fe7a""><FONT size=""2"">区<br>分</FONT></td>
    <td><font size=""2"">化粧品／日本製 </font></td>
  </tr>
</TABLE>",ジュレーム フルボス ブライトニングトリートメント ブライト＆モイスト つめかえ 400ml 【化粧品】：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップジュレーム フルボス ブライトニングトリートメント ブライト＆モイスト つめかえ 400ml 【化粧品】,コーセーコスメポート じゅれーむ ジュレーム トリートメント。ジュレーム フルボス ブライトニングトリートメント ブライト＆モイスト つめかえ 400ml 【化粧品】[rn]
10-102006,http://tshop.r10s.jp/katuhara/cabinet/04248883/imgrc0073273193.jpg?fitin=700:700,699.2000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,フィーノ プレミアムタッチ 浸透美容液ヘアマスク 230g 【化粧品】,資生堂 フィーノ ヘアケア インバストリートメント ダメージヘア,"●髪に浸透美容液、なめらかな髪に仕上げるヘアトリートメント。<br>
●いたみきった毛先まで、まるで根もとと同じくらいなめらかな髪に仕上げます。<br>
●とろけるように髪になじみ、髪１本１本を美容液成分で満たします。<br>
●特に傷んだ髪用です。
<P>詳細はPC版のページをご確認ください。</P>
<P><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0""></P>
<P>

『ヘアマスク』の商品一覧はこちら⇒<br><br>

『大島椿』シリーズの商品一覧はこちら⇒<br><br>

</P>",フィーノ プレミアムタッチ 浸透美容液ヘアマスク 230g 【化粧品】：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップフィーノ プレミアムタッチ 浸透美容液ヘアマスク 230g 【化粧品】,資生堂 フィーノ ヘアケア インバストリートメント ダメージヘア。フィーノ プレミアムタッチ 浸透美容液ヘアマスク 230g 【化粧品】[rn]
10-102007,http://tshop.r10s.jp/katuhara/cabinet/00861927/imgrc0073416320.jpg?fitin=700:700,720.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,ジュレーム リラックス ディープトリートメント ヘアマスク (ソフト＆モイスト) 230g 【化粧品】,コーセーコスメポート ジュレーム ヘアケア 補修 保湿,"●補修成分を２倍配合した濃密トリートメントマスク。髪内部のうるおい密度を高め、芯からしっとりやわらかな髪へ導きます。<br>
●髪内部のうるおいが不足し、ゴワついた印象になりがちな「かたい・太い髪」をしっとりやわらかに。うるおいをキープし、しなやかにまとめます。<br>
●髪と心を解きほぐすフルーティシャルドネの香り。
<P>詳細はPC版のページをご確認ください。</P>
<P><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0""></P>
<P>

『ジュレーム』シリーズの商品一覧はこちら⇒<br><br>

『マシェリ』シリーズの商品一覧はこちら⇒<br><br>

『ハーバルエッセンス』シリーズの商品一覧はこちら⇒<br><br>

</P>
<P><br>
広告文責：株式会社勝原薬局 [TEL：079-224-1003]<br>
<br>
発売元：コーセーコスメポート株式会社<br>
お客様相談室：03-3277-8551<br>
受付時間：月～金 9:00～17:00（※祝・祭日・年末年始を除く）<br>
<br>
区分：化粧品／日本製
</P>",ジュレーム リラックス ディープトリートメント ヘアマスク (ソフト＆モイスト) 230g 【化粧品】：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップジュレーム リラックス ディープトリートメント ヘアマスク (ソフト＆モイスト) 230g 【化粧品】,コーセーコスメポート ジュレーム ヘアケア 補修 保湿。ジュレーム リラックス ディープトリートメント ヘアマスク (ソフト＆モイスト) 230g 【化粧品】[rn]
10-102008,http://tshop.r10s.jp/katuhara/cabinet/00861927/imgrc0073587514.jpg?fitin=700:700,560.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,ジュレーム アミノ トリートメント エクストラモイスト つめかえ 400ml 【化粧品】,【メール便選択可】コーセーコスメポート しっとり しなやか,"<b>●新開発 トリプルCC（キューティクルケア）処方。</b><br>
天然由来の厳選マリンエレメンツ(海由来成分)が特に傷んだ髪の3層へ同時にアプローチ。 使うたびツルンとキメととのって、生まれたてのような髪にみちびきます。<br>
<br>
<b>●ツルツル感UP！10種のアミノ酸配合トリートメント</b><br>
・天然由来アミノ酸誘導体(毛髪補修)配合<br>
傷んだ髪の内外に働きかけ、毛先までツルンと手ざわりのよい髪へみちびくトリートメント。<br>
毛髪内の油水分のバランスをととのえ、毛先までツルツルな手ざわりに。<br>
<br>
<b>●天然香料を使用し、心地よく広がるこだわりの香り。</b><br>
そよ風のように心地よい可憐な花々の香りです。<br>
<br>
広告文責：株式会社勝原薬局 [TEL：079-224-1003]<br>
<br>
<p>＜備考＞<br>
<font color=""#ff0000""><b>●メール便１個口発送目安：2個</b></font></p>
＜発売元＞<br>
コーセーコスメポート株式会社<br>
〒103-0027<br>
東京都中央区日本橋1丁目16-11 日本橋Dスクエア<br>
お客様相談室：03-3277-8551<br>
(月～金 9:00～17:00　※祝・祭日・年末年始を除く)<br>
<br>
区分：化粧品<br>
生産：日本<br>
<br>
＜関連商品＞
<p>『ジュレーム』 商品一覧は⇒こちら</p>

<p><img src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0""  alt=""パッケージ・在庫""></p>
<p><img src=""http://image.rakuten.co.jp/katuhara/cabinet/00009263/img65585366.gif"" width=""100%"" border=""0"" alt=""メール便発送の注意事項""></p>
<p><img src=""http://image.rakuten.co.jp/katuhara/cabinet/01408130/imgrc0069443754.gif"" width=""100%"" border=""0"" alt=""メール便への変更""></p>",ジュレーム アミノ トリートメント エクストラモイスト つめかえ 400ml 【化粧品】：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップジュレーム アミノ トリートメント エクストラモイスト つめかえ 400ml 【化粧品】,【メール便選択可】コーセーコスメポート しっとり しなやか。ジュレーム アミノ トリートメント エクストラモイスト つめかえ 400ml 【化粧品】[rn]
10-102009,http://tshop.r10s.jp/katuhara/cabinet/04248883/imgrc0074239739.gif?fitin=700:700,560.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,ラックス ルミニーク ダメージリペア トリートメント ポンプ 450g【化粧品】,ユニリーバ ノンシリコン LUX トリートメント ボタニカル,"<P><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0""></P>
<TABLE border=""1"">

    <TR>
      <TD width=""25"" align=""center"" bgcolor=""#c6fe7a"">商<BR>
      品<BR>
      説<BR>
      明</TD>
      <TD width=""400"">●贅沢リッチケア。奥深くまで補修が必要なダメージヘアもなめらかで、内から輝き放つ髪へ<br>
●ダマスクローズ・エキス(保湿成分)配合<br>
●植物エッセンスを贅沢に配合した、魅惑的な極上アロマの香り</TD>
    </TR>
    <TR>
      <TD width=""25"" align=""center"" bgcolor=""#c6fe7a"">内<BR>
      容</TD>
      <TD width=""400"">450g</TD>
    </TR>
    <TR>
      <TD width=""25"" align=""center"" bgcolor=""#c6fe7a"">成<BR>
      分</TD>
      <TD width=""400""><FONT size=""-1"">水、ステアリルアルコール、グリセリン、ジメチコン、ベヘントリモニウムクロリド、ダマスクバラ花エキス、アルガニアスピノサ核油、アルギニン、グルタミン酸、DPG、パラフィン、アモジメチコン、セトリモニウムクロリド、PEG-180M、酢酸トコフェロール、ビサボロール、(C12-14)s-パレス-5、(C12-14)s-パレス-7、PEG-7プロピルヘプチルエーテル、トリデセス-9、PEG-40水添ヒマシ油、PG、ペンチレングリコール、フェノキシエタノール、EDTA-2Na、硝酸Mg、メチルイソチアゾリノン、メチルクロロイソチアゾリノン、香料
      <BR>
      </FONT></TD>
    </TR>
    <TR>
      <TD align=""center"" bgcolor=""#c6fe7a"">関<BR>
      連<BR>
      商<BR>
      品</TD>
      <TD><P><BR>
ルミニークセットは⇒コチラ<BR>
<BR>
      ジュレーム商品一覧は⇒コチラ<BR>
      <BR>
      ディアボーテ商品一覧は⇒コチラ<BR>
      <BR>
      </P>

</TD>
    </TR>

</TABLE>
<P></P>
<table border=""1""><tr>
<td width=""25"" align=""center"" bgcolor=""#c6fe7a""><font size=""2"">広<br>告<br>文<br>責</font></td><td width=""400""><FONT size=""2"">
株式会社勝原薬局<br>[TEL：079-224-1003]
</FONT></td></tr><tr><td align=""center"" bgcolor=""#c6fe7a""><font size=""2"">発<br>売<br>元</font></td><td><font size=""2"">ユニリーバ・ジャパン株式会社 <BR>
    東京都目黒区上目黒2-1-1 <BR>
    お客様相談室 フリーダイヤル：0120-500-513 <BR>
    受付時間： 9時-17時(土・日・祝日を除く)</font></td></tr><tr><td align=""center"" bgcolor=""#c6fe7a""><FONT size=""2"">区<br>分</FONT></td><td><font size=""2"">化粧品／日本製 </font></td></tr></table>",ラックス ルミニーク ダメージリペア トリートメント ポンプ 450g【化粧品】：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップラックス ルミニーク ダメージリペア トリートメント ポンプ 450g【化粧品】,ユニリーバ ノンシリコン LUX トリートメント ボタニカル。ラックス ルミニーク ダメージリペア トリートメント ポンプ 450g【化粧品】[rn]
10-102010,http://tshop.r10s.jp/katuhara/cabinet/04248883/imgrc0073471956.gif?fitin=700:700,720.0000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,ディアボーテ オイルイントリートメント ボリューム&リペア 200g 【化粧品】,クラシエ ヘアケア ひまわり ダメージ トリートメント,"●髪内部の脂質と水分のバランスを整えて、効果的にダメージを補修するトリートメントです。<BR>
      ●うねり・くせ・パサつき・湿気で広がりにくく、さらりと弾む健康的な髪へ導きます。<BR>
      ●華やかで上品なみずみずしいクリアフローラルの香り。<BR><BR><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0""><BR>
<P><BR>
      クラシエ　ディアボーテ商品一覧は⇒コチラ<BR>
      <BR>
      コーセー　ジュレーム商品一覧は⇒コチラ<BR>
      <BR>
      資生堂　マシェリ商品一覧は⇒コチラ<BR>
      </P>",ディアボーテ オイルイントリートメント ボリューム&amp;リペア 200g 【化粧品】：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップディアボーテ オイルイントリートメント ボリューム&amp;リペア 200g 【化粧品】,クラシエ ヘアケア ひまわり ダメージ トリートメント。ディアボーテ オイルイントリートメント ボリューム&amp;リペア 200g 【化粧品】[rn]
10-102011,http://tshop.r10s.jp/katuhara/cabinet/00861927/img62797183.jpg?fitin=700:700,671.2000,,美容・コスメ・香水 > ヘアケア・スタイリング > トリートメント,LUX ラックス スーパーダメージリペア 深層補修クリーム 100ml 【化粧品】,ユニリーバ クリーム ダメージ 深層 補修 ヘアケア,"ラックス スーパーダメージリペア 深層補修クリームは、ダメージが進んでゴワつく髪も、毛先までなめらかにツヤめく。<br>
丁寧にクレンジングされた髪を、贅沢なケアで深く満たしていく。<br>
リッチなクリームが、傷んだ髪も深層から集中補修。<br>
特に傷んだ部分を探しあて、髪の芯まで浸透。<br>
髪のすみずみまで包み込んで保護し、枝毛を防いで、毛先までなめらかに輝く髪へ。<br>
ゴールドアルガンオイル（補修・保湿成分）を配合。<br><br>詳細はPC版のページをご確認ください。",LUX ラックス スーパーダメージリペア 深層補修クリーム 100ml 【化粧品】：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップLUX ラックス スーパーダメージリペア 深層補修クリーム 100ml 【化粧品】,ユニリーバ クリーム ダメージ 深層 補修 ヘアケア。LUX ラックス スーパーダメージリペア 深層補修クリーム 100ml 【化粧品】[rn]
