17-101199,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753035511.jpg?fitin=700:700,2208.0000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,生活の木キャロットシード 10ｍｌ 08-440-3780 (84403780),,軽い甘さがある、ややドライな感じの香り。<br><br>【製品仕様】<br>原産国：フランス<br>学名：Daucus carota<br>抽出部位：種子<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載-開封後1年,生活の木キャロットシード 10ｍｌ 08-440-3780 (84403780)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン生活の木キャロットシード 10ｍｌ 08-440-3780 (84403780),生活の木キャロットシード 10ｍｌ 08-440-3780 (84403780)[rn]
17-101200,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753047484.jpg?fitin=700:700,726.4000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,生活の木有機レモングラス 3ｍｌ 08-459-5140 (84595140),,ハーブ系のすっきりした中に、レモンを感じる香り。<br><br>【製品仕様】<br>原産国：エジプト<br>学名：Cymbopogon flexuosus<br>抽出部位：全草<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載-開封後0年,生活の木有機レモングラス 3ｍｌ 08-459-5140 (84595140)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン生活の木有機レモングラス 3ｍｌ 08-459-5140 (84595140),生活の木有機レモングラス 3ｍｌ 08-459-5140 (84595140)[rn]
17-101201,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753051467.jpg?fitin=700:700,78400.0000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木ジュニパー 1000ｍｌ 08-436-3140 (84363140),,ジンの香り付けにも使われる軽くウッディーで、さっぱりとした爽やかな香り。<br><br>【製品仕様】<br>原産国：アルバニア<br>学名：Juniperus communis<br>抽出部位：果実<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載－開封後1年,【送料無料】生活の木ジュニパー 1000ｍｌ 08-436-3140 (84363140)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木ジュニパー 1000ｍｌ 08-436-3140 (84363140),【送料無料】生活の木ジュニパー 1000ｍｌ 08-436-3140 (84363140)[rn]
17-101202,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753077719.jpg?fitin=700:700,56000.0000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木有機オレンジスイート 1000ｍｌ 08-4365-010 (84365010),,甘さのあるオレンジの香り。<br><br>【製品仕様】<br>原産国：イタリア<br>学名：Citrus sinensis<br>抽出部位：果皮<br>抽出方法：圧搾法<br>開封後の使用目安：品質保持期限：商品に記載－開封後6ヶ月,【送料無料】生活の木有機オレンジスイート 1000ｍｌ 08-4365-010 (84365010)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木有機オレンジスイート 1000ｍｌ 08-4365-010 (84365010),【送料無料】生活の木有機オレンジスイート 1000ｍｌ 08-4365-010 (84365010)[rn]
17-101203,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753050996.jpg?fitin=700:700,7976.0000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木ベイ ローレル/月桂樹 100ｍｌ 08-435-3360 (84353360),,グリーン系の甘くてややスパイシーな香り。食欲を刺激するような香りがあり、葉はシチューやスープなどの料理にも使われる。<br><br>【製品仕様】<br>原産国：セルビア<br>学名：Laurus nobilis<br>抽出部位：葉<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載-開封後1年,【送料無料】生活の木ベイ ローレル/月桂樹 100ｍｌ 08-435-3360 (84353360)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木ベイ ローレル/月桂樹 100ｍｌ 08-435-3360 (84353360),【送料無料】生活の木ベイ ローレル/月桂樹 100ｍｌ 08-435-3360 (84353360)[rn]
17-101204,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753075302.jpg?fitin=700:700,7200.0000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木スムーズドライブ 100ｍｌ 08-435-8360 (84358360),,つい眠気が襲う運転中にミントとライムの香りが軽快な気持ちに切り替えてくれます。車だけでなく、お部屋のニオイの切り替えにも。<br><br>【製品仕様】<br>主な使用精油：ペパーミント、ライム、マジョラム,【送料無料】生活の木スムーズドライブ 100ｍｌ 08-435-8360 (84358360)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木スムーズドライブ 100ｍｌ 08-435-8360 (84358360),【送料無料】生活の木スムーズドライブ 100ｍｌ 08-435-8360 (84358360)[rn]
17-101205,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753051337.jpg?fitin=700:700,40000.0000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木ニアウリ･ネロリドール 1000ｍｌ 08-436-2170 (84362170),,甘くしっかりとしたハーブ調の香り。<br><br>【製品仕様】<br>原産国：オーストラリア<br>学名：Melaleuca quinquenervia<br>抽出部位：葉・枝<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載－開封後1年,【送料無料】生活の木ニアウリ･ネロリドール 1000ｍｌ 08-436-2170 (84362170)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木ニアウリ･ネロリドール 1000ｍｌ 08-436-2170 (84362170),【送料無料】生活の木ニアウリ･ネロリドール 1000ｍｌ 08-436-2170 (84362170)[rn]
17-101206,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753066072.jpg?fitin=700:700,9437.6000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木クスノキ 50ｍｌ 08-434-2640 (84342640),,衣類の防虫に用いられる樟脳として日本人になじみ深い香り。<br><br>【製品仕様】<br>原産国：日本(佐賀)<br>学名：Cinnamomum camphora<br>抽出部位：木部<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載-開封後1年,【送料無料】生活の木クスノキ 50ｍｌ 08-434-2640 (84342640)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木クスノキ 50ｍｌ 08-434-2640 (84342640),【送料無料】生活の木クスノキ 50ｍｌ 08-434-2640 (84342640)[rn]
17-101207,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753078044.jpg?fitin=700:700,184000.0000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木有機ジンジャー 1000ｍｌ 08-4365-260 (84365260),,レモンとコショウに似た、おなじみのスパイシーな香り。<br><br>【製品仕様】<br>原産国：コートジボワール<br>学名：Zingiber officinale<br>抽出部位：根<br>抽出方法：水蒸気蒸留法<br>開封後の使用目安：品質保持期限：商品に記載 開封後1年,【送料無料】生活の木有機ジンジャー 1000ｍｌ 08-4365-260 (84365260)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木有機ジンジャー 1000ｍｌ 08-4365-260 (84365260),【送料無料】生活の木有機ジンジャー 1000ｍｌ 08-4365-260 (84365260)[rn]
17-101208,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753076347.jpg?fitin=700:700,667.2000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,生活の木有機ローズマリー･カンファー 3ｍｌ 08-459-5610 (84595610),,グリーンで清涼感のあるカンファー調の香り。<br><br>【製品仕様】<br>原産国：スペイン<br>学名：Rosmarinus officinalis<br>抽出部位：全草<br>抽出方法：水蒸気蒸留法,生活の木有機ローズマリー･カンファー 3ｍｌ 08-459-5610 (84595610)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン生活の木有機ローズマリー･カンファー 3ｍｌ 08-459-5610 (84595610),生活の木有機ローズマリー･カンファー 3ｍｌ 08-459-5610 (84595610)[rn]
17-101209,http://tshop.r10s.jp/akibamac/cabinet/05122502/4954753051689.jpg?fitin=700:700,31200.0000,,美容・コスメ・香水 > アロマ・お香 > アロマオイル,【送料無料】生活の木ライム 1000ｍｌ 08-436-3670 (84363670),,かなり鋭い、苦みのある柑橘系の甘い香り。<br><br>【製品仕様】<br>原産国：メキシコ学名：Citrus aurantifolia<br>抽出部位：果皮<br>抽出方法：圧搾法<br>開封後の使用目安：品質保持期限：商品に記載－開封後6ヶ月,【送料無料】生活の木ライム 1000ｍｌ 08-436-3670 (84363670)：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】生活の木ライム 1000ｍｌ 08-436-3670 (84363670),【送料無料】生活の木ライム 1000ｍｌ 08-436-3670 (84363670)[rn]
