17-172099,http://tshop.r10s.jp/katuhara/cabinet/00861916/img62720103.jpg?fitin=700:700,1024.0000,,,【第2類医薬品】 ツムラの漢方 柴胡加竜骨牡蛎湯エキス顆粒 12包,ツムラ 漢方 更年期障害 精神不安,"区分：第2類医薬品<br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br>
<br>
現代社会は、不規則な生活、ストレス、ライフスタイルの多様化等、私たちが睡眠障害に陥る要因に溢れています。「よく眠れない、だが診療を受けるほど深刻ではない」。そのような日常生活における不安やストレスからくる不眠に悩んでいる方へ。<br>
「柴胡加竜骨牡蛎湯（さいこかりゅうこつぼれいとう）」は、精神不安があって、どうき、不眠などを伴う 「高血圧の随伴症状（どうき、不安、不眠）」「神経症」「更年期神経症」等に用いることができます。<br>
詳細はPC版ページを確認してください。<BR><BR><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0"">",【第2類医薬品】 ツムラの漢方 柴胡加竜骨牡蛎湯エキス顆粒 12包：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップ【第2類医薬品】 ツムラの漢方 柴胡加竜骨牡蛎湯エキス顆粒 12包,ツムラ 漢方 更年期障害 精神不安。【第2類医薬品】 ツムラの漢方 柴胡加竜骨牡蛎湯エキス顆粒 12包[rn]
17-172100,http://tshop.r10s.jp/katuhara/cabinet/00861916/img62819966.jpg?fitin=700:700,1984.0000,,,【第2類医薬品】 クラシエ 温清飲エキス錠 180錠,クラシエ 漢方 うんせいいん,"区分：第2類医薬品<br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br>
<br>
「温清飲」は、漢方の古典といわれる中国の医書『万病回春［マンビョウカイシュン］』に収載されている薬方で、「四物湯[シモツトウ]」と「黄連解毒湯[オウレンゲドクトウ]」が合方されたものです。<br>
皮膚の色つやが悪い人の月経不順、月経困難、更年期障害などの婦人科疾患に効果があります。
<br>
詳細はPC版ページを確認してください。<BR><BR><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0"">",【第2類医薬品】 クラシエ 温清飲エキス錠 180錠：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップ【第2類医薬品】 クラシエ 温清飲エキス錠 180錠,クラシエ 漢方 うんせいいん。【第2類医薬品】 クラシエ 温清飲エキス錠 180錠[rn]
17-172101,http://tshop.r10s.jp/katuhara/cabinet/00861916/img62768827.jpg?fitin=700:700,2784.0000,,,【第2類医薬品】 クラシエ 補中益気湯エキス顆粒 45包,クラシエ 漢方 ほちゅうえっきとう,"区分：第2類医薬品<br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br>
<br>
「補中益気湯（ホチュウエッキトウ）」の補中とは衰えた胃腸の働きを助け、益気（エッキ）とは滅入りがちな気持ちをひきたてるという意味で、別名「医王湯（イオウトウ）」とも呼ばれている薬方です。<br>
元気がなく胃腸の働きが衰えて、疲れやすい方の虚弱体質、疲労倦怠、病後の衰弱、食欲不振、ねあせに効果があります。<br>
詳細はPC版ページを確認してください。<BR><BR><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0"">",【第2類医薬品】 クラシエ 補中益気湯エキス顆粒 45包：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップ【第2類医薬品】 クラシエ 補中益気湯エキス顆粒 45包,クラシエ 漢方 ほちゅうえっきとう。【第2類医薬品】 クラシエ 補中益気湯エキス顆粒 45包[rn]
17-172102,http://tshop.r10s.jp/katuhara/cabinet/00861916/img62784653.jpg?fitin=700:700,1508.0000,,,【第2類医薬品】 クラシエ 八味地黄丸料エキス錠 180錠,クラシエ 漢方 はちみじおうがん,"区分：第2類医薬品<br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br>
<br>
「八味地黄丸」は、漢方の古典といわれる中国の医書『金匱要略［キンキヨウリャク］』に収載された薬方です。<br>
頻尿、排尿困難、老人のかすみ目、疲れ、下肢痛などの症状に効果があります。
<br>
詳細はPC版ページを確認してください。<BR><BR><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0"">",【第2類医薬品】 クラシエ 八味地黄丸料エキス錠 180錠：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップ【第2類医薬品】 クラシエ 八味地黄丸料エキス錠 180錠,クラシエ 漢方 はちみじおうがん。【第2類医薬品】 クラシエ 八味地黄丸料エキス錠 180錠[rn]
17-172103,http://tshop.r10s.jp/katuhara/cabinet/00861916/img62840802.jpg?fitin=700:700,2624.0000,,,【第2類医薬品】 クラシエ 半夏瀉心湯エキス錠Ｆ 180錠,クラシエ薬品 漢方 はんげしゃしんとう,"区分：第2類医薬品<br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br>
「半夏瀉心湯（はんげしゃしんとう）」は、漢方の原典「金匱要略（キンキヨウリャク）」に記載されている薬方で、漢方でいう心下痞塞（シンカヒソク）やゴロゴロと腹がなったり、むかつきを伴ったりしたときに用いられています。
心下痞塞とは胃腸疾患のときや精神不安、神経症などで、みぞおちが硬くなり、つかえた感じがする状態をいいます。
<br><br>
詳しくはPC用ページをご確認ください。<BR><BR><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0"">",【第2類医薬品】 クラシエ 半夏瀉心湯エキス錠Ｆ 180錠：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップ【第2類医薬品】 クラシエ 半夏瀉心湯エキス錠Ｆ 180錠,クラシエ薬品 漢方 はんげしゃしんとう 。【第2類医薬品】 クラシエ 半夏瀉心湯エキス錠Ｆ 180錠[rn]
17-172104,http://tshop.r10s.jp/katuhara/cabinet/00861916/img63195463.jpg?fitin=700:700,784.0000,,,【第2類医薬品】 阪本漢法の葛根湯エキス顆粒 21包,阪本漢法製薬 漢方 風邪薬 かぜ薬 風邪 かぜ 鼻かぜ 鼻炎 頭痛,"区分：第2類医薬品<br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br>この商品はお１人様3つまでとさせていただきます。
<br>
<br>阪本漢法製薬 阪本漢法の葛根湯エキス顆粒は、日本薬局方葛根湯エキスの生薬から抽出して得られた乾燥エキスを全量配合している、満量処方の顆粒剤です。
<br>飲みやすく服用量を調節しやすい顆粒ですので、１歳の子供さんから大人まで幅広く服用できます。
<br>眠くなる成分を含んでおりませんので、仕事や車の運転にも支障はありません。
<br>
<br>詳細はPC版のページをご確認ください。<BR><BR><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0"">",【第2類医薬品】 阪本漢法の葛根湯エキス顆粒 21包：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップ【第2類医薬品】 阪本漢法の葛根湯エキス顆粒 21包,阪本漢法製薬 漢方 風邪薬 かぜ薬 風邪 かぜ 鼻かぜ 鼻炎 頭痛。【第2類医薬品】 阪本漢法の葛根湯エキス顆粒 21包[rn]
17-172105,http://tshop.r10s.jp/katuhara/cabinet/00861916/img62793012.jpg?fitin=700:700,746.4000,,,【第2類医薬品】 クラシエ 葛根湯エキス錠 60錠,クラシエ カンポウ専科 かっこんとう 風邪,"区分：第2類医薬品<br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br>この商品はお１人様3つまでとさせていただきます。<br>
<br>
「葛根湯」は、漢方の古典といわれる中国の医書『傷寒論［ショウカンロン］』『金匱要略［キンキヨウリャク］』に収載されている薬方です。かぜや肩こりなどに効果があります。<br>
かぜのひきはじめで、発熱して体がゾクゾクし、「さむけ」がとれないような症状に効果があります。<br>
詳細はPC版ページを確認してください。<BR><BR><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0"">",【第2類医薬品】 クラシエ 葛根湯エキス錠 60錠：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップ【第2類医薬品】 クラシエ 葛根湯エキス錠 60錠,クラシエ カンポウ専科 かっこんとう 風邪。【第2類医薬品】 クラシエ 葛根湯エキス錠 60錠[rn]
17-172106,http://tshop.r10s.jp/wellness-web/cabinet/iyakuhin/4987045046704.jpg?fitin=700:700,1903.2000,,,【第2類医薬品】クラシエ薬品　「クラシエ」漢方　ヨク苡仁湯　エキス　顆粒　(45包)　ウェルネス,,"発送予定時期　：　4-5営業日<br>※上記はおひとつ購入の場合の目安です。<br>
※本商品は医薬品となります。ご購入にあたっては必ずPC版にて商品内容をご確認のうえご購入ください。<br>
※お買い上げいただける個数は5個までです<br><BR>JANコード：4987045046704<BR>",【第2類医薬品】クラシエ薬品　「クラシエ」漢方　ヨク苡仁湯　エキス　顆粒　(45包)　ウェルネス：ドラッグストアウェルネス,スキンケアドラッグストア化粧品ベビー薬健康ウェルネスwellnessダイエット商品健康食品健康グッズハブラシヘアケアスピルリナ入浴剤ナップルツルハグループダイエット医薬品生コラーゲン【第2類医薬品】クラシエ薬品　「クラシエ」漢方　ヨク苡仁湯　エキス　顆粒　(45包)　ウェルネス,【第2類医薬品】クラシエ薬品　「クラシエ」漢方　ヨク苡仁湯　エキス　顆粒　(45包)　ウェルネス[rn]
17-172107,http://tshop.r10s.jp/katuhara/cabinet/00861916/img62109324.jpg?fitin=700:700,1824.0000,,,【第2類医薬品】 ナイシトールG 168錠,小林製薬 防通散 脂肪燃焼分解 皮下脂肪 便秘,"区分：第2類医薬品<br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br>
<br>ナイシトールGは、体の脂肪がつきすぎた、いわゆる脂肪太りで、特におなかに脂肪がたまりやすい方、便秘がちな方に適しています。<br>
ナイシトール８５よりも、１．２４倍のエキス量を配合した防風通聖散高含有エキス。<br>
3100mgの有効成分（防風通聖散料エキス）が、おなかの脂肪の分解・燃焼を促します。<br>
生活習慣などによる肥満症や、高血圧や肥満に伴うむくみ・便秘の改善に効果があります。<br>詳細はPC版のページをご確認ください。<BR><BR><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0"">",【第2類医薬品】 ナイシトールG 168錠：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップ【第2類医薬品】 ナイシトールG 168錠,小林製薬 防通散 脂肪燃焼分解 皮下脂肪 便秘。【第2類医薬品】 ナイシトールG 168錠[rn]
17-172108,http://tshop.r10s.jp/wellness-web/cabinet/iyakuhin/4987138469205.jpg?fitin=700:700,534.4000,,,【第2類医薬品】【◇】　ツムラ　ツムラ漢方　防已黄耆湯　エキス顆粒　6日分　(12包)　ウェルネス,,"※本商品は医薬品となります。ご購入にあたっては必ずPC版にて商品内容をご確認のうえご購入ください。<br>
※お買い上げいただける個数は5個までです<br><BR>JANコード：4987138469205<BR>",【第2類医薬品】【◇】　ツムラ　ツムラ漢方　防已黄耆湯　エキス顆粒　6日分　(12包)　ウェルネス：ドラッグストアウェルネス,スキンケアドラッグストア化粧品ベビー薬健康ウェルネスwellnessダイエット商品健康食品健康グッズハブラシヘアケアスピルリナ入浴剤ナップルツルハグループダイエット医薬品生コラーゲン【第2類医薬品】【◇】　ツムラ　ツムラ漢方　防已黄耆湯　エキス顆粒　6日分　(12包)　ウェルネス,【第2類医薬品】【◇】　ツムラ　ツムラ漢方　防已黄耆湯　エキス顆粒　6日分　(12包)　ウェルネス[rn]
17-172109,http://tshop.r10s.jp/katuhara/cabinet/00861916/img62849566.jpg?fitin=700:700,1344.0000,,,【第2類医薬品】 クラシエ八味地黄丸A 180錠,クラシエ 漢方 カンポウ専科 はちみじおうがん,"区分：第2類医薬品<br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br><br>使用期限：使用期限まで1年以上あるものをお送りします。<br><br>医薬品販売に関する記載事項<br><br>
<br>
「八味地黄丸」は、漢方の古典といわれる中国の医書『金匱要略［キンキヨウリャク］』に収載された薬方です。<br>
疲れ、かすみ目、下肢痛、頻尿、排尿困難などの症状に効果があります。
<br>
詳細はPC版ページを確認してください。<BR><BR><IMG src=""http://image.rakuten.co.jp/katuhara/cabinet/00009254/img64363921.gif"" width=""100%"" border=""0"">",【第2類医薬品】 クラシエ八味地黄丸A 180錠：かつはらドラッグストアー,サプリメント健康食品ドラッグストア栄養ドリンク大掃除重曹セスキクエン酸救急箱ギフトカロリーメイトソフトサンティアプレゼントクリスマスウイダーチルミルはぐくみ出産祝いおむつケーキリアップ【第2類医薬品】 クラシエ八味地黄丸A 180錠,クラシエ 漢方 カンポウ専科 はちみじおうがん。【第2類医薬品】 クラシエ八味地黄丸A 180錠[rn]
