13-36201,http://tshop.r10s.jp/worldcycle/cabinet/itiran50/dts-k-brh17501.jpg?fitin=700:700,4352.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > ブレーキ,DT SWISS ブラックプリンス カンパニョーロ用,,<B>ブラックプリンス カンパニョーロ用</B>  <BR>・カーボン リム専用  <BR>・カンパニョーロ用  <BR>・4個セット<BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。,DT SWISS ブラックプリンス カンパニョーロ用：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理DT SWISS ブラックプリンス カンパニョーロ用,DT SWISS ブラックプリンス カンパニョーロ用[rn]
13-36202,http://tshop.r10s.jp/worldcycle/cabinet/itiran50/dts-k-brh17500.jpg?fitin=700:700,4352.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > ブレーキ,DT SWISS ブラックプリンス シマノ用,,<B>ブラックプリンス シマノ用</B>  <BR>・カーボン リム専用  <BR>・シマノ用  <BR>・4個セット<BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。,DT SWISS ブラックプリンス シマノ用：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理DT SWISS ブラックプリンス シマノ用,DT SWISS ブラックプリンス シマノ用[rn]
13-36203,http://tshop.r10s.jp/worldcycle/cabinet/itiran49/trp-k-br-trp-096.jpg?fitin=700:700,12167.2000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > ブレーキ,TRP HY/RD 油圧ディスクキャリパー,,<B>各社ロードバイクのワイヤー式レバーに対応した油圧ディスクです。</B><BR>・ブレーキレバー/STIレバーを交換しなくても、油圧式ディスクブレーキにできる優れもの。  <BR>・キャリパー本体にマスターシリンダーを統合、放熱性に優れた鍛造アルミボディ採用しています。  <BR>・PARABOXと比べキャリパーの交換のみの作業で装着可能となりポジションを変えずに使用できます。  <BR>・重量：195g  <BR>・カラー：BLACK  <BR>・ローター：160mm  <BR>・使用オイル：ミネラルオイル  <BR>・フロント/リア(共通)  <BR>・付属品： フロント＆リア用インターナショナル、Aタイプ対応160mmアダプター  <BR>・※前後セット販売ではありません。<BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。,TRP HY/RD 油圧ディスクキャリパー：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理TRP HY/RD 油圧ディスクキャリパー,TRP HY/RD 油圧ディスクキャリパー[rn]
13-36204,http://tshop.r10s.jp/worldcycle/cabinet/itiran49/trp-k-hylex.jpg?fitin=700:700,13520.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > ブレーキ,TRP HYLEX シングルスピード向け油圧ブレーキ/レバー,,<B>シングルスピード向け油圧ブレーキ/レバー。</B>  <BR>・マスターシリンダー内蔵のエルゴノミックレバーを採用しています。  <BR>・重量：352g  <BR>・カラー：BLACK  <BR>・ローター：160mm  <BR>・使用オイル：ミネラルオイル  <BR>・タイプ：FRONT/REAR<BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。,TRP HYLEX シングルスピード向け油圧ブレーキ/レバー：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理TRP HYLEX シングルスピード向け油圧ブレーキ/レバー,TRP HYLEX シングルスピード向け油圧ブレーキ/レバー[rn]
13-36205,http://tshop.r10s.jp/worldcycle/cabinet/itiran49/trp-k-br-trp-125.jpg?fitin=700:700,1352.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > ブレーキ,【M便】TRP HYLEX HOOD HELEX専用,,<B>HYLEXレバー専用のブラケットカバーです。</B><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。,【M便】TRP HYLEX HOOD HELEX専用：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【M便】TRP HYLEX HOOD HELEX専用,【M便】TRP HYLEX HOOD HELEX専用[rn]
13-36206,http://tshop.r10s.jp/worldcycle/cabinet/itiran52/dts-l-brh17600.jpg?fitin=700:700,1958.4000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > ブレーキ,DT SWISS フラッシュ プロ BXP ブレーキシュー,,<B>DTスイス PR1400 ダイカット オキシック指定のブレーキシュー。</B>  <BR>・シマノタイプ  <BR>・左右セット<BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。,DT SWISS フラッシュ プロ BXP ブレーキシュー：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理DT SWISS フラッシュ プロ BXP ブレーキシュー,DT SWISS フラッシュ プロ BXP ブレーキシュー[rn]
13-36207,http://tshop.r10s.jp/worldcycle/cabinet/itiran49/trp-k-br-trp-098.jpg?fitin=700:700,7435.2000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > ブレーキ,TRP SPYRE 機械式ディスクブレーキキャリパー,,<B>各社ロードバイクのレバーに対応したデュアルピストン機械式ディスクブレーキです。アルミ製のアームを採用することで性能はそのままにコストを抑えたモデルです。</B>  <BR>・ローターへの負担やパッドの片べりを軽減し、制動力にも優れます。  <BR>・重量：154g  <BR>・カラー：BLACK  <BR>・ローター：160mm  <BR>・フロント/リア(共通)  <BR>・付属品： フロント＆リア用インターナショナル、Aタイプ対応160mmアダプター  <BR>・※前後セット販売ではありません。<BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。,TRP SPYRE 機械式ディスクブレーキキャリパー：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理TRP SPYRE 機械式ディスクブレーキキャリパー,TRP SPYRE 機械式ディスクブレーキキャリパー[rn]
13-36208,http://tshop.r10s.jp/worldcycle/cabinet/itiran22/eng-g-aero-brake-s.jpg?fitin=700:700,3200.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > ブレーキ,【特急】【M便】エンゲージ エアロ ブレーキシュー 4個,,"■ 特 徴 ■ Gavial Brakesに取り付けできる、ブレーキシュー。 アルミリム用（シマノ）。 ■ スペック ■ 重 さ:13g/1ヶ(実測) ※商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。色合いの相違による返品・交換はお受けできません。また、掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がある事をご了承ください。<BR><B><FONT color=""#ff0000"">※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",【特急】【M便】エンゲージ エアロ ブレーキシュー 4個：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【特急】【M便】エンゲージ エアロ ブレーキシュー 4個,【特急】【M便】エンゲージ エアロ ブレーキシュー 4個[rn]
13-36209,http://tshop.r10s.jp/worldcycle/cabinet/itiran49/trp-k-br-trp-127.jpg?fitin=700:700,1486.4000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > ブレーキ,【M便】TRP CARBON RIM PADS,,<B>カーボンリム用リプレースパッド。</B>  <BR>・幅：55mm<BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。,【M便】TRP CARBON RIM PADS：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理【M便】TRP CARBON RIM PADS,【M便】TRP CARBON RIM PADS[rn]
13-36210,http://tshop.r10s.jp/worldcycle/cabinet/itiran49/trp-k-br-trp-126.jpg?fitin=700:700,7435.2000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > ブレーキ,TRP HYLEX DI2 ADAPTER KIT HELEX専用,,"<B>HYLEXレバー専用のオプションパーツです。</B>  <BR>・専用の枠を使用することで、「シマノDi2 RemoteSprinter Shifter」を組み込みできます。　  <BR>・梱包内容：組込用枠左右、カッティングガイド  <BR>・※シマノDi2 Remote Sprinter Shifter、HYLEX本体は別売りとなります。  <BR>・※前後セット販売ではありません。  <BR>・<IMG src=""http://image.rakuten.co.jp/worldcycle/cabinet/syousai29/trp-br-trp-126-1.jpg"" width=""239"" height=""163"" border=""0""><BR><BR><BR>  <B>商品のカラー・サイズについて</B>      <BR>・商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。  <BR>・掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。  <BR>・また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承ください。<BR><BR><B><FONT color=#ff0000>※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",TRP HYLEX DI2 ADAPTER KIT HELEX専用：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理TRP HYLEX DI2 ADAPTER KIT HELEX専用,TRP HYLEX DI2 ADAPTER KIT HELEX専用[rn]
13-36211,http://tshop.r10s.jp/worldcycle/cabinet/reitiran0/00004866_photo1.jpg?fitin=700:700,24920.0000,,スポーツ・アウトドア > 自転車・サイクリング > 自転車用パーツ > ブレーキ,FRM CL2+-Tiキャリパー 前後セット 【自転車】【ロードレーサーパーツ】【ブレーキ】【FRM】,,"※商品のカラーはディスプレイの種類等により、実物と異なって見える場合がございます。掲載商品の仕様、ロゴ等のデザインは改良のため、変更される場合がございます。また、メーカーが発表していない寸法や個人的なフィット感についてはお答えいたしかねます。あらかじめご了承くださいますようお願いいたします。<BR><B><FONT color=""#ff0000"">※発送予定表示について</FONT></B>　更新のタイミングにより、在庫切れの場合があります。また[欠品][予約][取寄][完売]いずれかの表記がある場合は、表示日数でのお届けが出来ません。",FRM CL2+-Tiキャリパー 前後セット 【自転車】【ロードレーサーパーツ】【ブレーキ】【FRM】：ワールドサイクル,自転車サイクルパーツパールイズミシマノカンパニョーロサイクリング折り畳み車小径車ホイールサドルハンドル輪行ロードバイクマウンテンバイククロスバイクシクロクロスキャットアイクリンチャードロップハンドルパンク修理FRM CL2+-Tiキャリパー 前後セット 【自転車】【ロードレーサーパーツ】【ブレーキ】【FRM】,FRM CL2+-Tiキャリパー 前後セット 【自転車】【ロードレーサーパーツ】【ブレーキ】【FRM】[rn]
