11-5401,http://tshop.r10s.jp/kenko-depart/cabinet/gazo/pege/minon_d_skin_soap.jpg?fitin=700:700,656.8000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ミノン薬用スキンソープ　80ｇ,,"■メーカー名：第一三共ヘルスケア株式会社

 販売名：ミノン-De　　医薬部外品
◎特長
アレルギーの原因物質を極力カット。無着色・無香料。防腐剤無添加。
5つの成分（うち有効成分2種）で作られているシンプル処方（水を除く）。
健康な素肌と同じ弱酸性。素肌に余分な負担をかけません。
うるおいを守りながら汚れを洗い流し、洗いあがりはつっぱらず、しっとりすべすべです。

皮膚の清浄、にきび・かみそりまけ及び肌あれを防ぐ。

[有効成分]
アラントイン、グリチルリチン酸アンモニウム
[その他の成分]
アシルグルタミン酸Na、セタノール、酸化チタン
＜使用方法＞

水またはぬるま湯でよく泡立ててご使用ください。その後よく洗い流してください。",ミノン薬用スキンソープ　80ｇ：健康デパート,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ミノン薬用スキンソープ　80ｇ,医薬部外品 肌あれ防止成分配合ミノン石けん。ミノン薬用スキンソープ　80ｇ[rn]
11-5402,http://tshop.r10s.jp/kenko-depart/cabinet/gazou9/419800.gif?fitin=700:700,568.0000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ケアセラ 高保湿ボディ乳液 200ml　/　ケアセラ ボディ乳液,,ケアセラ ボディ乳液,ケアセラ 高保湿ボディ乳液 200ml　/　ケアセラ ボディ乳液：健康デパート,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ケアセラ 高保湿ボディ乳液 200ml　/　ケアセラ ボディ乳液,粉ふきや肌あれを繰り返す、乾燥肌へ。。ケアセラ 高保湿ボディ乳液 200ml　/　ケアセラ ボディ乳液[rn]
11-5403,http://tshop.r10s.jp/kenko-depart/cabinet/gazou9/442003.jpg?fitin=700:700,501.6000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ロート製薬　ケアセラ 　高保湿リップクリーム,,"ケアセラ 高保湿リップクリームについて

「ケアセラ高保湿リップクリーム」は、セラミドラップ※で水分の蒸散を抑え、乾燥を防いでうるおいを密封するリップクリーム。

唇のうるおいに大切なセラミドの働きを守り、補う、「セラミドバリアケア」。天然型マルチセラミド（うるおい成分）＊1と、ひと肌でとろけるスーパーソフトワセリン（うるおい成分）＊2を配合。

使うたび、しっとりやわらかに。かさついた唇にもやさしくぬりのばせ、しっかりカバーします。

無香料。低刺激性。パラベンフリー。敏感肌の方の協力によるパッチテスト済み＊3。

※うるおい成分の天然型マルチセラミド＊1を配合したリップクリーム。
＊1：セラミド1、セラミド2、セラミド3、セラミド6II、セラミドEOS、カプロオイルフィトスフィンゴシン、カプロオイルスフィンゴシン
＊2：ワセリン（うるおい成分）の一部に使用
＊3：すべての方に刺激が起こらないというわけではありません

★販売名：ケアセラリップクリーム",ロート製薬　ケアセラ 　高保湿リップクリーム：健康デパート,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ロート製薬　ケアセラ 　高保湿リップクリーム,乾燥を防いでうるおいを密封するリップクリーム。。ロート製薬　ケアセラ 　高保湿リップクリーム[rn]
11-5404,http://tshop.r10s.jp/kenko-depart/cabinet/gazou9/img4987241142972.jpg?fitin=700:700,413.6000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ケアセラ 泡の高保湿 ボディウォッシュ フルーティローズの香り　替　350mL,,"ケアセラ 泡の高保湿 ボディウォッシュ　フルーティローズの香り
”セラミドホイップ”で洗うたび潤う肌へ

1. こだわりのうるおい成分
天然型マルチセラミド(７種類のセラミド)※5、
コレステロール、脂肪酸※6、３つの植物エキス※7 配合。

2. セラミドを守って洗いあげる「次世代洗浄技術」※4
セラミドなどの肌のうるおい成分は守り、取り除きたい汚れだけを選んで落とす「選択洗浄技術」を採用。

3. たっぷりの泡と手で洗う
1プッシュの泡の量は一般的な泡で出てくるポンプ式洗浄料の3倍(自社比較)。たっぷりの泡と手で洗う事でうるおいを残します。",ケアセラ 泡の高保湿 ボディウォッシュ フルーティローズの香り　替　350mL：健康デパート,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ケアセラ 泡の高保湿 ボディウォッシュ フルーティローズの香り　替　350mL,くり返す乾燥肌に。肌のうるおいを守りながら洗う。ケアセラ 泡の高保湿 ボディウォッシュ フルーティローズの香り　替　350mL[rn]
11-5405,http://tshop.r10s.jp/kenko-depart/cabinet/gazou4/img4987107616036.jpg?fitin=700:700,777.6000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ミノンベビー全身シャンプー　350ml　ポンプ　泡,,"■メーカー：第一三共ヘルスケア株式会社
JANコード4987107616036

〔特長〕
洗浄成分は100％植物性アミノ酸系洗浄成分。無香料・低刺激。 

赤ちゃんの素肌と同じ弱酸性。泡で出てくるタイプなので片手で洗う時にも便利です。

まだバリア機能が未完成な赤ちゃんの肌を守りながら汚れを落とす保湿洗浄料です。


〔使用法〕
適量を直接手にとり、軽くなでるように洗ってください。その後、ていねいに洗い流してください。髪を洗う場合は、髪をよくしめらせ適量をつけ、頭皮をやさしくマッサージするように洗い、充分にすすいでください。

〔成分〕
水、ココイルグルタミン酸K、BG、水酸化K、メチルパラベン、安息香酸Na",ミノンベビー全身シャンプー　350ml　ポンプ　泡：健康デパート,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ミノンベビー全身シャンプー　350ml　ポンプ　泡,赤ちゃんの敏感なカサカサ肌に。。ミノンベビー全身シャンプー　350ml　ポンプ　泡[rn]
11-5406,http://tshop.r10s.jp/kenko-depart/cabinet/gazou9/419869.gif?fitin=700:700,741.6000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ケアセラ 高保湿ボディクリーム　/ケアセラ　ボディクリーム,,"「ケアセラ 高保湿ボディクリーム」は、天然型マルチセラミド＊1や3種の植物エキス＊2など、こだわりのうるおい成分を配合した、くり返す乾燥肌用のボディクリーム。
コクのあるリッチな使い心地。肌なじみがよく、特に乾燥が気になる肌にもやさしく塗りのばせ、うるおいが長時間持続します。
弱酸性、低刺激性、パラベンフリー。
敏感肌の方の協力によるパッチテスト済み＊3。
心やすらぐ、ピュアフローラルの香り。
＊1：セラミド1、セラミド2、セラミド3、セラミド6II、セラミドEOS、カプロオイルフィトスフィンゴシン、カプロオイルスフィンゴシン
＊2：タンブリッサトリコフィラ葉エキス、フキ葉／茎エキス、カミツレ花エキス
＊3：すべての方に刺激が起こらないというわけではありません。
★販売名：ケアセラボディクリーム",ケアセラ 高保湿ボディクリーム　/ケアセラ　ボディクリーム：健康デパート,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ケアセラ 高保湿ボディクリーム　/ケアセラ　ボディクリーム,粉ふきや肌あれを繰り返す、乾燥肌へ。。ケアセラ 高保湿ボディクリーム　/ケアセラ　ボディクリーム[rn]
11-5407,http://tshop.r10s.jp/kenko-depart/cabinet/gazou4/img4987107615916.jpg?fitin=700:700,563.2000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ミノン全身シャンプー　しっとりタイプ　120ml,,"■メーカー：第一三共ヘルスケア株式会社

ミノン全身シャンプー
（販売名：ミノン全身シャンプー）

■特長
アレルギーの原因物質を極力カット。
無着色・微香性。
健康な素肌と同じ弱酸性。素肌に余分な負担をかけません。
うるおいを守りながら汚れを洗い流すので、
洗いあがりはつっぱらず、しっとりつるつるです。
赤ちゃんから大人まで使えます。

■効能
ふけ・かゆみの防止、肌あれの防止、あれ性肌の防止、皮膚及び毛髪の清浄。

[有効成分]
アラントイン、グリチルリチン酸アンモニウム
[その他の成分]
濃グリセリン、DL-PCA・Na液、アルキルカルボキシメチルヒドロキシエチルイミダゾリ二ウムベタイン、N-ヤシ油脂肪酸アシル-L-グルタミン酸トリエタノールアミン、ラウリン酸ジエタノールアミド、クエン酸、パラベン、香料",ミノン全身シャンプー　しっとりタイプ　120ml：健康デパート,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ミノン全身シャンプー　しっとりタイプ　120ml,敏感な肌を守って、しっとりと洗う。。ミノン全身シャンプー　しっとりタイプ　120ml[rn]
11-5408,http://tshop.r10s.jp/kenko-depart/cabinet/gazou4/img4987107616852.jpg?fitin=700:700,155.2000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ミノン全身シャンプー　しっとりタイプ　トライアルセット　　10ｍｌ×3包入,,"■メーカー：第一三共ヘルスケア株式会社

ミノン全身シャンプー
（販売名：ミノン全身シャンプー）

■特長
アレルギーの原因物質を極力カット。
無着色・微香性。
健康な素肌と同じ弱酸性。素肌に余分な負担をかけません。
うるおいを守りながら汚れを洗い流すので、
洗いあがりはつっぱらず、しっとりつるつるです。
赤ちゃんから大人まで使えます。

■効能
ふけ・かゆみの防止、肌あれの防止、あれ性肌の防止、皮膚及び毛髪の清浄。

[有効成分]
アラントイン、グリチルリチン酸アンモニウム
[その他の成分]
濃グリセリン、DL-PCA・Na液、アルキルカルボキシメチルヒドロキシエチルイミダゾリ二ウムベタイン、N-ヤシ油脂肪酸アシル-L-グルタミン酸トリエタノールアミン、ラウリン酸ジエタノールアミド、クエン酸、パラベン、香料",ミノン全身シャンプー　しっとりタイプ　トライアルセット　　10ｍｌ&times;3包入：健康デパート,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ミノン全身シャンプー　しっとりタイプ　トライアルセット　　10ｍｌ&times;3包入,敏感な肌を守って、しっとりと洗う。。ミノン全身シャンプー　しっとりタイプ　トライアルセット　　10ｍｌ&times;3包入[rn]
11-5409,http://tshop.r10s.jp/kenko-depart/cabinet/gazou4/img4987107615930.jpg?fitin=700:700,676.8000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ミノン全身シャンプー　しっとりタイプ　380ml　詰替用,,"■メーカー：第一三共ヘルスケア株式会社

ミノン全身シャンプー
（販売名：ミノン全身シャンプー）

■特長
アレルギーの原因物質を極力カット。
無着色・微香性。
健康な素肌と同じ弱酸性。素肌に余分な負担をかけません。
うるおいを守りながら汚れを洗い流すので、
洗いあがりはつっぱらず、しっとりつるつるです。
赤ちゃんから大人まで使えます。

■効能
ふけ・かゆみの防止、肌あれの防止、あれ性肌の防止、皮膚及び毛髪の清浄。

[有効成分]
アラントイン、グリチルリチン酸アンモニウム
[その他の成分]
濃グリセリン、DL-PCA・Na液、アルキルカルボキシメチルヒドロキシエチルイミダゾリ二ウムベタイン、N-ヤシ油脂肪酸アシル-L-グルタミン酸トリエタノールアミン、ラウリン酸ジエタノールアミド、クエン酸、パラベン、香料",ミノン全身シャンプー　しっとりタイプ　380ml　詰替用：健康デパート,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ミノン全身シャンプー　しっとりタイプ　380ml　詰替用,敏感な肌を守って、しっとりと洗う。。ミノン全身シャンプー　しっとりタイプ　380ml　詰替用[rn]
11-5410,http://tshop.r10s.jp/kenko-depart/cabinet/gazo/pege/minon_skin_soap.jpg?fitin=700:700,563.2000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,ミノンスキンソープ　80ｇ,,"■メーカー名：第一三共ヘルスケア

◎特長
アレルギーの原因物質を極力カット。無着色・無香料。防腐剤無添加。
低刺激固形石けん。4つの成分で作られているシンプル処方（水を除く）。
健康な素肌と同じ弱酸性。素肌に余分な負担をかけません。
うるおいを守りながら汚れを洗い流し、洗いあがりはつっぱらず、しっとりすべすべです。

パーム脂肪酸グルタミン酸Na、水、セタノール、酸化チタン、EDTA-2Na
◎使用方法
水またはぬるま湯でよく泡立ててご使用ください。その後よく洗い流してください。",ミノンスキンソープ　80ｇ：健康デパート,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ミノンスキンソープ　80ｇ,ミノンの原点、弱酸性の石けん。。ミノンスキンソープ　80ｇ[rn]
11-5411,http://tshop.r10s.jp/mishii-list/cabinet/goods/374/1640.jpg?fitin=700:700,720.0000,,美容・コスメ・香水 > ボディケア > 石けん・ボディソープ,プリマ サリラペソープ ミッシーリスト,,"<img src=""http://image.rakuten.co.jp/mishii-list/cabinet/camp/bnr_rpoint_all.jpg"" alt=""今日のポイント"" width=""100%""><br><br>

<br>
内容量:80g<br>
<br><br>
<center>
<table width=""95%"" cellspacing=""5"" cellpadding=""0"" border=""0"" bgcolor=""#ffb1b7""><tr><td bgcolor=""#ffd8db"">
<table width=""100%"" cellspacing=""10"" cellpadding=""0"" border=""0"">
<tr align=""center""><td><b><font color=""#dd0000"">★★ レビューキャンペーン実施中 ★★</font></b></td></tr>
<tr align=""center""><td>商品到着後レビューで次回の買い物時に使える！500円クーポンプレゼント!<br>キャンペーン詳細はコチラから</td></tr>
</table>
</td></tr></table>
</center>

<br>
<br>

<font color=""#000000"" size=""-3"">
【広告文責】<br>株式会社シェアネット(03－5227－5507)<br>
メーカー：ナジャペレーネ株式会社<br>
製造国：インドネシア<br>
区分：化粧品</font><br>",プリマ サリラペソープ ミッシーリスト：高橋ミカ公式　ミッシーリスト,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得美容液フコイダン青汁美力青汁ダイエット サプリエムズダイエットデトスルーデトスループラスデトスループレミアム腹巻マッサージソルトマッサージオイル美容オイルキャミソールエムズコスメシルク腹巻ＢＢクリームスムージー高橋ミカエステプリマ サリラペソープ ミッシーリスト,デリケートゾーン専用石鹸です。。プリマ サリラペソープ ミッシーリスト[rn]
