11-21501,http://tshop.r10s.jp/sanoya/cabinet/ikou_20100326/img10486324595.jpg?fitin=700:700,2660.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,コールダイホット＜ECO＞３００ｇ入り,,,コールダイホット＜ECO＞３００ｇ入り：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子コールダイホット＜ECO＞３００ｇ入り,コールダイホット＜ECO＞３００ｇ入り[rn]
11-21502,,584.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,オールパーパスシーラー,,,オールパーパスシーラー：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子オールパーパスシーラー,オールパーパスシーラー[rn]
11-21503,http://tshop.r10s.jp/sanoya/cabinet/ikou_20100326_001/img10486468135.jpg?fitin=700:700,304.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,色止剤液状ミカノール,,,色止剤液状ミカノール：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子色止剤液状ミカノール,色止剤液状ミカノール[rn]
11-21504,,104.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,セラムコート,,,セラムコート：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子セラムコート,セラムコート[rn]
11-21505,http://tshop.r10s.jp/sanoya/cabinet/ikou_20100326/img1048845830.jpg?fitin=700:700,176.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,RO-0,,,RO-0：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子RO-0,RO-0[rn]
11-21506,http://tshop.r10s.jp/auc-my-mama/cabinet/kihon-2/imgrc0068475159.gif?fitin=700:700,288.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,レジン枠 バラエティー4個セット 《 レジン 型 枠 ミール皿 》,【リニューアル】レジン UVレジン アクセサリーパーツ,"<br><img src=""http://image.rakuten.co.jp/auc-my-mama/cabinet/kihon-2/imgrc0068475160.gif"" width=""100%""><br><br><font color=""#666666""><br><br><br><b>レジン枠 バラエティー4個セット</b><br><br>薔薇や桜、王冠をあしらったものまで、<br>大小さまざまなレジン枠の4個入りセットです。<br><br>レジン液でデコレーションをして<br>アクセサリーのチャームやストラップに♪<br><br>すべてカン付きですので、<br>丸カンをつけたりチェーンを通したりしてお好きにお使い頂けます。<br><br><br><table border=""1"" width=""100%""><tr><td width=""400"" height=""60"" ><font color=""#666666""><font color=""#666666"">【リニューアルしました】<br>・中身が一部変更になりました。<br>・5個セットから4個セットになり、その分価格がお安くなりました。<br></font></font></td></tr></table><br><br><img src=""http://image.rakuten.co.jp/auc-my-mama/cabinet/kihon-2/imgrc0068475161.gif"" width=""100%""><br><br><br><br><br><b>↓ 別のレジン枠ですが、作品の参考に ↓</b><br><br><img src=""http://image.rakuten.co.jp/auc-my-mama/cabinet/03123306/img60717785.gif"" width=""100%""><br><br>透明なレジン液を流し込みラインストーンや押し花を入れてみたり、<br>カラーグリッターを使えば色を付け加えることもできちゃいます♪<br><br></font><br>★レジン液を一緒に購入はこちらから<br><br><font color=""#666666"">※桜の空枠以外は、枠の厚みはそれほど厚くはありませんので、<br>レジン液を流し込む時はお気を付けください。</font><br><br><br><table border=""1"" width=""100%""><tr><td colspan=""2"" ><font>【商品詳細】</font></td></tr><tr><td width=""122""><font>■サイズ</font></td><td width=""412""><font>　・薔薇の空枠（約4.2×6.3cm、枠の深さ：約2mm）<br>　・薔薇のミール皿（約3.8×5.4cm、皿の深さ：約0.5mm）<br>　・桜の空枠（約2.5×2.9cm、枠の深さ：約3mm）<br>　・王冠のミール枠（約3.4×5.3cm、枠の深さ：約1mm）<br></font></td></tr><tr><td width=""122""><font>■個数</font></td><td width=""412"">　<font>4個</font></td></tr><tr><td width=""122""><font>■カラー</font></td><td width=""412"">　<font>アンティークゴールド</font></td></tr><tr><td width=""122""><font>■素材</font></td><td width=""412"">　<font>合金</font></td></tr><tr><td width=""122""><font>■ゆうパケット</font></td><td width=""412"">　<font>20個まで可能</font></td></tr><tr><td width=""122""><font>■ご注意</font></td><td width=""452""><font color=""#666666""><font color=""#666666""><font>・ロットによりサイズやカラーなどに変更がある場合がございます。<br>・製造時につく細かい擦り傷などは、製造の過程において避けられない現象となります。<br>・アンティーク加工を施しております。カラーの色むらやハゲ、多少の凹み、キズなどが見受けられる場合がございます<br>上記をご了承の上ご注文下さいますようお願い申し上げます。</font><br><font color=""#ff0000"">【アクセパーツ類の汗や皮脂汚れによる変色は完全に避けることはできません。<br>ご使用後は必ず汗や汚れをつけたまま保管せぬようご注意ください】</font></font></font></td></tr><tr><td width=""122""><font>■おすすめカテゴリ</font></td><td width=""412""><font>・アクセサリー材料はこちら</font><br><font>・レジン液はこちら<br>・レジンパーツ・型・枠はこちら</font></td></tr></table><br><br><font color=""#666666"">それぞれのサイズをご確認下さい。↓　</font><br><br><img src=""http://image.rakuten.co.jp/auc-my-mama/cabinet/kihon-2/imgrc0068475162.gif"" width=""100%""><br><br><br><font color=""#666666""><b>枠（皿）の深さ</b><br>・薔薇の空枠（約2mm）、　・薔薇のミール皿（約0.5mm）<br>　・桜の空枠（約3mm）、　・王冠のミール枠（約1mm）</font><br><br><br><br><img src=""http://image.rakuten.co.jp/auc-my-mama/cabinet/kihon-2/imgrc0068475163.gif"" width=""100%""><br><br><br><br><br> <table border=""1"" width=""100%""><tr><td colspan=""3"" align=""center""><font color=""#666666"">レジン関連商品はこちらから<br><font>（その他のかわいいタイプのレジン＆カメオ台もこちらから）</font></font></td></tr><tr><td colspan=""3""><font color=""#666666"">天候に左右されず<font color=""#000000"">レジンを硬化させる</font>クリスタルUVレジンランプはこちらから&nbsp;</font></td></tr><tr><td colspan=""3""><font color=""#666666"">&nbsp;</font><font color=""#666666"">クラフトレジン(透明樹脂)に色みを加えるカラーグリッター<font color=""#000000"">はこちらから</font></font></td></tr></table><br><br><font color=""#666666"">★ゆうパケット同一商品２０個まで可★<br><br><br><br><br></font><br><br><!--アクセパーツ注意書--><font color=""#ff0000"">【アクセパーツ類の汗や皮脂汚れによる変色は完全に避けることはできません。<br>ご使用後は必ず汗や汚れをつけたまま保管せぬようご注意ください】</font><!--/アクセパーツ注意書-->",レジン枠 バラエティー4個セット 《 レジン 型 枠 ミール皿 》：手作り工房　ＭＹ　ｍａｍａ,レジンペーパーナプキンがま口 口金レースボタンタグuvレジン持ち手 革 バッグ丸カンレジン パーツがま口 ポーチスパンコール ワッペンプラスナップ ハンディプレスマスクゴムピンバイスハンドメイド手芸用品エムワイママ手芸　通販MYmamaレジン枠 バラエティー4個セット 《 レジン 型 枠 ミール皿 》,【リニューアル】レジン UVレジン アクセサリーパーツ。レジン枠 バラエティー4個セット 《 レジン 型 枠 ミール皿 》[rn]
11-21507,http://tshop.r10s.jp/auc-my-mama/cabinet/03123306/img60143333.gif?fitin=700:700,112.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,レジン＆カメオ台 ～額縁のような装飾付 大きな楕円～ アンティークゴールド 金古美【レジン パーツ 型 ミール皿 枠】 《 レジン UVレジン レジン液 uv クラフト レジン液 アクセサリーパーツ 手芸 アクセサリー パーツ チャーム イヤリング 》,UVレジン チャーム ペンダント アクセサリー パーツ 手芸,"<p><img src=""http://image.rakuten.co.jp/auc-my-mama/cabinet/03123306/img60143335.gif"" width=""100%""><br><br><font color=""#999999"">額縁のような装飾付のレジン枠です。<br><br>このシリーズには他に円形のものがございます。<br><br><img src=""http://image.rakuten.co.jp/auc-my-mama/cabinet/02664104/img59730669.gif"" width=""100%""><br>↑販売のものとはデザインが違いますが、使用例としてご参考になさってください。<br><br><br>素材：合金</font><br><br><img src=""http://image.rakuten.co.jp/auc-my-mama/cabinet/03123306/img60143334.gif"" width=""100%""><br><br><font color=""#999999"">硬化方法が2パターンございます↓</font><br><br><img src=""http://image.rakuten.co.jp/auc-my-mama/cabinet/02664104/img59730207.gif"" width=""100%""><br><br><font color=""#666666"">↓</font><font color=""#666666"">他にも、シンプルなレジン台各種ございます。</font><br><br><font color=""#999999""><img src=""http://image.rakuten.co.jp/auc-my-mama/cabinet/02664104/img59777560.gif"" border=""0"" width=""100%""><br><br>大きなレジン大シリーズ単品販売やレジン関連商品はこちらからどうぞ<br></font></p><table border=""1"" width=""100%""><tr><td colspan=""3"" align=""center"">レジン関連商品はこちらから<br><font>（その他のかわいいタイプのレジン＆カメオ台もこちらから）</font></td></tr><tr><td colspan=""3""><font>天候に左右されず</font><font color=""#0000ff""><font color=""#000000"">レジンを硬化させる</font></font><font color=""#000000"">クリスタルUVレジンランプはこちらから</font><font>&nbsp;</font></td></tr><tr><td colspan=""3"" align=""center""><font>カメオ台1個オマケ付き♪</font><font color=""#0000ff"">UVレジンクラフト25ｇ</font><font>はこちらから</font></td></tr><tr><td colspan=""3"">&nbsp;<font>クラフトレジン(透明樹脂)に色みを加える</font><font color=""#0000ff"">カラーグリッター<font color=""#000000"">はこちらから</font></font></td></tr></table><p><br>★ゆうパケット可★<br><br><br></p><!--アクセパーツ注意書--><font color=""#ff0000"">【アクセパーツ類の汗や皮脂汚れによる変色は完全に避けることはできません。<br>ご使用後は必ず汗や汚れをつけたまま保管せぬようご注意ください】</font><!--/アクセパーツ注意書-->",レジン＆カメオ台 ～額縁のような装飾付 大きな楕円～ アンティークゴールド 金古美【レジン パーツ 型 ミール皿 枠】 《 レジン UVレジン レジン液 uv クラフト レジン液 アクセサリーパーツ 手芸 アクセサリー パーツ チャーム イヤリング 》：手作り工房　ＭＹ　ｍａｍａ,レジンペーパーナプキンがま口 口金レースボタンタグuvレジン持ち手 革 バッグ丸カンレジン パーツがま口 ポーチスパンコール ワッペンプラスナップ ハンディプレスマスクゴムピンバイスハンドメイド手芸用品エムワイママ手芸　通販MYmamaレジン＆カメオ台 ～額縁のような装飾付 大きな楕円～ アンティークゴールド 金古美【レジン パーツ 型 ミール皿 枠】 《 レジン UVレジン レジン液 uv クラフト レジン液 アクセサリーパーツ 手芸 アクセサリー パーツ チャーム イヤリング 》,UVレジン チャーム ペンダント アクセサリー パーツ 手芸。レジン＆カメオ台 ～額縁のような装飾付 大きな楕円～ アンティークゴールド 金古美【レジン パーツ 型 ミール皿 枠】 《 レジン UVレジン レジン液 uv クラフト レジン液 アクセサリーパーツ 手芸 アクセサリー パーツ チャーム イヤリング 》[rn]
11-21508,http://tshop.r10s.jp/sanoya/cabinet/ikou_20100326_001/img10486468153.jpg?fitin=700:700,304.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,脱色剤,,,脱色剤：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子脱色剤,脱色剤[rn]
11-21509,,104.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,セラムコート,,,セラムコート：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子セラムコート,セラムコート[rn]
11-21510,,1140.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,濃色促進剤＜１３０ｇ＞,,,濃色促進剤＜１３０ｇ＞：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子濃色促進剤＜１３０ｇ＞,濃色促進剤＜１３０ｇ＞[rn]
11-21511,http://tshop.r10s.jp/sanoya/cabinet/ikou_20100326/img1048845735.jpg?fitin=700:700,280.0000,,日用品雑貨・文房具・手芸 > 手芸・クラフト・生地 > その他,水滴パレット,,,水滴パレット：あっと　クラフト,スワロフスキートールペイントスワロマフラーハマナカハマナカ手芸毛糸エミーグランデニットリングピロービーズレース糸編み物手づくりオリンパスウェディングベアテディベアパッチワーク・キルト刺しゅう刺し子水滴パレット,水滴パレット[rn]
