16-95801,http://tshop.r10s.jp/fukuroya-shop/cabinet/02093156/img_index/02331969/img63591750.jpg?fitin=700:700,600.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > キッチン小物 > その他,【ハニー】氷みつ【エメラルドパイン】【 容量１．８Ｌ】,夏はこれ！冷た～いかき氷を食べよう！,"ハニーの氷みつは「色」カラフル、「味」バラエティ！！
【メーカー】株式会社ハニー
【味】エメラルドパイン
【容量】１．８Ｌ
【原材料名】
果糖ブドウ糖液糖、はちみつ、食塩、甘味料（ステビア、甘草）、酸味料、保存料（安息香酸Ｎａ）、リン酸塩（Ｎａ）、香料、着色料（青１、黄４）
【数量】１本
【作り方】
・１３オンスカップに、１／３位かき氷を入れ、その上から一度氷みつをかける。次にまたかき氷をカップのふちから少し出るくらい盛り、ふちを手のひらで整えてから２回目の氷みつをかけて出来上がり。
【特徴】
・糖度が高く、蜜のノリが良く、色も鮮やかな為、収益率がＵＰ！軽くて丈夫なロングライフの紙パック入り。
・開けやすい口栓付で取り扱いが簡単！開封後も日持ちします。
・メーカーオリジナルのシャワーが取り付けられて便利です。

【出荷時の当店の商品梱包について】
梱包用の段ボールは当店使用のリサイクル（再利用）段ボールを利用させていただきます。パッキンは新聞紙などを使用させていただきますので、ご了承願います。
もし、商品が破損した場合は返品をさせていただきます。",【ハニー】氷みつ【エメラルドパイン】【 容量１．８Ｌ】：ふくろや楽天市場店,ポリ袋野菜袋ボードンボードン袋ＯＰＰポリ半透明レジ袋ナイロンポリ真空袋ゴミ袋クリスタルパックチャック付ユニパック結束テープ容器惣菜容器弁当容器ゴムバンド保冷バック【ハニー】氷みつ【エメラルドパイン】【 容量１．８Ｌ】,夏はこれ！冷た～いかき氷を食べよう！。【ハニー】氷みつ【エメラルドパイン】【 容量１．８Ｌ】[rn]
16-95802,http://tshop.r10s.jp/fukuroya-shop/cabinet/imgrc0086075300.jpg?fitin=700:700,840.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > キッチン小物 > その他,【ヤナセ製油】食品離型油ハイセパール【550ml】,寿司ロボットなどの米付着防止やお惣菜やお弁当等の容器に,"<img width=""100%"" src=""http://image.rakuten.co.jp/fukuroya-shop/cabinet/vrks21.jpg""/><img width=""100%"" src=""http://image.rakuten.co.jp/fukuroya-shop/cabinet/vrks22.jpg""/><img width=""100%"" src=""http://image.rakuten.co.jp/fukuroya-shop/cabinet/vrks23.jpg""/>",【ヤナセ製油】食品離型油ハイセパール【550ml】：ふくろや楽天市場店,ポリ袋野菜袋ボードンボードン袋ＯＰＰポリ半透明レジ袋ナイロンポリ真空袋ゴミ袋クリスタルパックチャック付ユニパック結束テープ容器惣菜容器弁当容器ゴムバンド保冷バック【ヤナセ製油】食品離型油ハイセパール【550ml】,寿司ロボットなどの米付着防止やお惣菜やお弁当等の容器に。【ヤナセ製油】食品離型油ハイセパール【550ml】[rn]
16-95803,http://tshop.r10s.jp/fukuroya-shop/cabinet/12rk23.jpg?fitin=700:700,1728.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > キッチン小物 > その他,トライ・スライド電子ライター【50個入】ＣＲ（子供による事故防止ライター）【サイズ】横25ｍｍ×巾10ｍｍ×高さ80ｍｍ,スライド式電子ライター（子供による事故防止ライター）,,トライ・スライド電子ライター【50個入】ＣＲ（子供による事故防止ライター）【サイズ】横25ｍｍ&times;巾10ｍｍ&times;高さ80ｍｍ：ふくろや楽天市場店,ポリ袋野菜袋ボードンボードン袋ＯＰＰポリ半透明レジ袋ナイロンポリ真空袋ゴミ袋クリスタルパックチャック付ユニパック結束テープ容器惣菜容器弁当容器ゴムバンド保冷バックトライ・スライド電子ライター【50個入】ＣＲ（子供による事故防止ライター）【サイズ】横25ｍｍ&times;巾10ｍｍ&times;高さ80ｍｍ,スライド式電子ライター（子供による事故防止ライター）。トライ・スライド電子ライター【50個入】ＣＲ（子供による事故防止ライター）【サイズ】横25ｍｍ&times;巾10ｍｍ&times;高さ80ｍｍ[rn]
16-95804,http://tshop.r10s.jp/fukuroya-shop/cabinet/02093156/02543267/img59126116.jpg?fitin=700:700,2424.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > キッチン小物 > その他,【セハー】セハノール７８　４L【除菌用アルコール】,アルコールだから安心除菌！,"【メーカー名】
株式会社セハージャパン
【容量】
４Ｌ
【出荷単位】
１本
【成分】
エタノール　　　71.25％
ベタイン　　　　 0.03％
乳酸ナトリウム　 0.03％
精製水　　　　　28.69％
ＰＨ　　　　　　6.5～7.5
【商品特徴】
・【安全性】食品用発酵アルコールを原料にした製剤なので使用中、使用後も水洗い、拭き取りの必要がありません。食品に付いても安心です。
・【除菌性能】アルコール濃度78％は、除菌力を最大限に発揮できる濃度として設定しました。ですから除菌力は強力です。
・【経済性】セハノール78は瞬間除菌なので、作業時間の短縮が可能になりました。（二度手間の水洗いや拭き取り作業の必要がないので、作業時間の短縮、省力化になります。）
【使用例】
冷蔵庫・包丁・まな板等の調理用具・スライサー等の調理機械・ネタケース、ショーケース・テイクアウト用食品容器・寿司・おにぎりロボット
【出荷時の当店の商品梱包について】
梱包用の段ボールは当店使用のリサイクル（再利用）段ボールを利用させていただきます。パッキンは新聞紙などを使用させていただきますので、ご了承願います。",【セハー】セハノール７８　４L【除菌用アルコール】：ふくろや楽天市場店,ポリ袋野菜袋ボードンボードン袋ＯＰＰポリ半透明レジ袋ナイロンポリ真空袋ゴミ袋クリスタルパックチャック付ユニパック結束テープ容器惣菜容器弁当容器ゴムバンド保冷バック【セハー】セハノール７８　４L【除菌用アルコール】,アルコールだから安心除菌！。【セハー】セハノール７８　４L【除菌用アルコール】[rn]
16-95805,http://tshop.r10s.jp/fukuroya-shop/cabinet/02093156/02543267/img59147833.jpg?fitin=700:700,840.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > キッチン小物 > その他,【セハー】アルコール製剤　セハー ７８ボトルスプレー付【500ml】,アルコールだから安心除菌！,"【メーカー名】
株式会社セハージャパン
【容量】
５００ｍｌ
【出荷単位】
１本
【成分】
エタノール　　　71.25％
ベタイン　　　　 0.03％
乳酸ナトリウム　 0.03％
精製水　　　　　28.69％
ＰＨ　　　　　　6.5～7.5
【商品特徴】
・【安全性】食品用発酵アルコールを原料にした製剤なので使用中、使用後も水洗い、拭き取りの必要がありません。食品に付いても安心です。
・【除菌性能】アルコール濃度78％は、除菌力を最大限に発揮できる濃度として設定しました。ですから除菌力は強力です。
・【経済性】セハノール78は瞬間除菌なので、作業時間の短縮が可能になりました。（二度手間の水洗いや拭き取り作業の必要がないので、作業時間の短縮、省力化になります。）
【使用例】
冷蔵庫・包丁・まな板等の調理用具・スライサー等の調理機械・ネタケース、ショーケース・テイクアウト用食品容器・寿司・おにぎりロボット
【出荷時の当店の商品梱包について】
梱包用の段ボールは当店使用のリサイクル（再利用）段ボールを利用させていただきます。パッキンは新聞紙などを使用させていただきますので、ご了承願います。",【セハー】アルコール製剤　セハー ７８ボトルスプレー付【500ml】：ふくろや楽天市場店,ポリ袋野菜袋ボードンボードン袋ＯＰＰポリ半透明レジ袋ナイロンポリ真空袋ゴミ袋クリスタルパックチャック付ユニパック結束テープ容器惣菜容器弁当容器ゴムバンド保冷バック【セハー】アルコール製剤　セハー ７８ボトルスプレー付【500ml】,アルコールだから安心除菌！。【セハー】アルコール製剤　セハー ７８ボトルスプレー付【500ml】[rn]
16-95806,http://tshop.r10s.jp/fukuroya-shop/cabinet/02093156/02543267/img59147849.jpg?fitin=700:700,372.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > キッチン小物 > その他,セハー油かためる「で・ポイ」廃油凝固剤,細かい顆粒で素早く混ざる！便利なチャック付,"「 で・ポイ」は混ぜるだけで、使い終わった面倒な油処理が効率的にできる廃油凝固剤です。
細かい顆粒になっているので素早く混ざり、固形となった廃油は燃えるゴミとして捨てられます。また、チャック付きパックに入っているので開封後も保管が簡単で便利です。",セハー油かためる「で・ポイ」廃油凝固剤：ふくろや楽天市場店,ポリ袋野菜袋ボードンボードン袋ＯＰＰポリ半透明レジ袋ナイロンポリ真空袋ゴミ袋クリスタルパックチャック付ユニパック結束テープ容器惣菜容器弁当容器ゴムバンド保冷バックセハー油かためる「で・ポイ」廃油凝固剤,細かい顆粒で素早く混ざる！便利なチャック付。セハー油かためる「で・ポイ」廃油凝固剤[rn]
16-95807,http://tshop.r10s.jp/fukuroya-shop/cabinet/02093156/02543267/img59147866.jpg?fitin=700:700,584.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > キッチン小物 > その他,セハー１３５　油汚れ落とし,流れ落ちない泡タイプ。強アルカリの威力！,"セハー135は泡スプレーの油汚れ専用強力クリーナーです。
換気扇などの高所のこびりついた油汚れでも洗浄できます。
レンジフード、レンジ、コンロなど油の焼き付いてしまった調理器具や機械などの汚れやステンレスの表面に付いたしつこい汚れも傷つけずに落とせます。",セハー１３５　油汚れ落とし：ふくろや楽天市場店,ポリ袋野菜袋ボードンボードン袋ＯＰＰポリ半透明レジ袋ナイロンポリ真空袋ゴミ袋クリスタルパックチャック付ユニパック結束テープ容器惣菜容器弁当容器ゴムバンド保冷バックセハー１３５　油汚れ落とし,流れ落ちない泡タイプ。強アルカリの威力！。セハー１３５　油汚れ落とし[rn]
16-95808,http://tshop.r10s.jp/fukuroya-shop/cabinet/02093156/02543267/img67293944.jpg?fitin=700:700,376.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > キッチン小物 > その他,ウェットワイパー除菌用【1個】【アルタン】,食品にも使えるアルコールで手軽に除菌,"【成分】
エタノール、クエン酸ナトリウム、乳酸、精製水
【内容量】
１１０枚
【用途】
食品従事者の手指、食器、容器、調理用具の清浄・除菌。
【使用方法】
１．フタを開け、中のシールをめくり必用枚数を引きだします。
作業前後、また作業中の手指の除菌、調理器具、調理台、冷凍・冷蔵庫の清浄などにお使いください。
２．ご使用後はフタ中央部を押してしっかりフタを閉め、日のあたる場所や、高温になる場所は避けて保管してください。
【販売単位】
１個",ウェットワイパー除菌用【1個】【アルタン】：ふくろや楽天市場店,ポリ袋野菜袋ボードンボードン袋ＯＰＰポリ半透明レジ袋ナイロンポリ真空袋ゴミ袋クリスタルパックチャック付ユニパック結束テープ容器惣菜容器弁当容器ゴムバンド保冷バックウェットワイパー除菌用【1個】【アルタン】,食品にも使えるアルコールで手軽に除菌。ウェットワイパー除菌用【1個】【アルタン】[rn]
16-95809,http://tshop.r10s.jp/fukuroya-shop/cabinet/02093156/img_index/porifukuro/img58467089.jpg?fitin=700:700,2408.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > キッチン小物 > その他,【ポリ袋】【福助】ニューポリ袋No.１９【0.03×400×550mm】【500枚入】,ニューポリ袋は強度、透明度、開口性に優れております。,"ニューポリ袋は強度、透明度、開口性に優れております。

・厚み0.03mm×幅400mm×長550mm
・1ケース500枚入

【出荷時の当店の商品梱包について】
梱包用の段ボールは当店使用のリサイクル（再利用）段ボールを利用させていただきます。パッキンは新聞紙などを使用させていただきますので、ご了承願います。
もし、商品が破損した場合は返品をさせていただきます。",【ポリ袋】【福助】ニューポリ袋No.１９【0.03&times;400&times;550mm】【500枚入】：ふくろや楽天市場店,ポリ袋野菜袋ボードンボードン袋ＯＰＰポリ半透明レジ袋ナイロンポリ真空袋ゴミ袋クリスタルパックチャック付ユニパック結束テープ容器惣菜容器弁当容器ゴムバンド保冷バック【ポリ袋】【福助】ニューポリ袋No.１９【0.03&times;400&times;550mm】【500枚入】,ニューポリ袋は強度、透明度、開口性に優れております。。【ポリ袋】【福助】ニューポリ袋No.１９【0.03&times;400&times;550mm】【500枚入】[rn]
16-95810,http://tshop.r10s.jp/fukuroya-shop/cabinet/02093156/img_index/porifukuro/img58467090.jpg?fitin=700:700,3040.0000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > キッチン小物 > その他,【ポリ袋】【福助】ニューポリ袋No.２０【0.03×460×600mm】【500枚入】,ニューポリ袋は強度、透明度、開口性に優れております。,"ニューポリ袋は強度、透明度、開口性に優れております。

・厚み0.03mm×幅460mm×長600mm
・1ケース500枚入

【出荷時の当店の商品梱包について】
梱包用の段ボールは当店使用のリサイクル（再利用）段ボールを利用させていただきます。パッキンは新聞紙などを使用させていただきますので、ご了承願います。
もし、商品が破損した場合は返品をさせていただきます。",【ポリ袋】【福助】ニューポリ袋No.２０【0.03&times;460&times;600mm】【500枚入】：ふくろや楽天市場店,ポリ袋野菜袋ボードンボードン袋ＯＰＰポリ半透明レジ袋ナイロンポリ真空袋ゴミ袋クリスタルパックチャック付ユニパック結束テープ容器惣菜容器弁当容器ゴムバンド保冷バック【ポリ袋】【福助】ニューポリ袋No.２０【0.03&times;460&times;600mm】【500枚入】,ニューポリ袋は強度、透明度、開口性に優れております。。【ポリ袋】【福助】ニューポリ袋No.２０【0.03&times;460&times;600mm】【500枚入】[rn]
16-95811,http://tshop.r10s.jp/fukuroya-shop/cabinet/02093156/poli/02648301/img59399802.jpg?fitin=700:700,266.4000,,キッチン用品・食器・調理器具 > キッチン用品・雑貨・エプロン > キッチン小物 > その他,OPP背貼パートコートS‐38【厚み0.04×幅100mm×長210mm】【 100枚入】【櫻井】,乾菓子、山海・干物等に,"<img width=""100%"" src=""http://image.rakuten.co.jp/fukuroya-shop/cabinet/24rks21.jpg""/><img width=""100%"" src=""http://image.rakuten.co.jp/fukuroya-shop/cabinet/24rks22.jpg""/>
防湿性に優れ、腰があり、透明度も良く価格的にも手ごろな袋です。

・厚み0.04mm×幅100mm×長210mm
・1袋　100枚入",OPP背貼パートコートS‐38【厚み0.04&times;幅100mm&times;長210mm】【 100枚入】【櫻井】：ふくろや楽天市場店,ポリ袋野菜袋ボードンボードン袋ＯＰＰポリ半透明レジ袋ナイロンポリ真空袋ゴミ袋クリスタルパックチャック付ユニパック結束テープ容器惣菜容器弁当容器ゴムバンド保冷バックOPP背貼パートコートS‐38【厚み0.04&times;幅100mm&times;長210mm】【 100枚入】【櫻井】,乾菓子、山海・干物等に。OPP背貼パートコートS‐38【厚み0.04&times;幅100mm&times;長210mm】【 100枚入】【櫻井】[rn]
