16-28501,,3146.4000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒日立工機/日立【0032-2603】(3544184) セーバソーブレード　ＮＯ．１４２　２００Ｌ　１４山　５枚入り 受注単位1,作業用品\切断用品\セーバーソーブレード,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●湾曲と刃先材質バイメタル〈マトリックス[[（R2）]]〉効果で作業効率が大幅アップします。<br><br>●ステンレス切断、解体作業に。<br><br>●山数：14<br>●全長(mm)：200<br>●厚み(mm)：0.9<br>●有効刃長(mm)：134<br>●切断能力(mm)ステンレス鋼材：～2.5<br>●切断能力(mm)鋼材：2.5～6<br>●切断能力(mm)軟鋼：2.5～19<br><br>●適合機種：日立、ボッシュ、マキタ、リョービ、アサダ、MCC<br><br>●バイメタルハイス<br>",『カード対応OK！』■〒日立工機/日立【0032-2603】(3544184) セーバソーブレード　ＮＯ．１４２　２００Ｌ　１４山　５枚入り 受注単位1：クローバー資材館,『カード対応OK！』■〒日立工機/日立【0032-2603】(3544184) セーバソーブレード　ＮＯ．１４２　２００Ｌ　１４山　５枚入り 受注単位1,作業用品\切断用品\セーバーソーブレード。『カード対応OK！』■〒日立工機/日立【0032-2603】(3544184) セーバソーブレード　ＮＯ．１４２　２００Ｌ　１４山　５枚入り 受注単位1[rn]
16-28502,,24244.0000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒スナップオン・ツールズ/バーコ　ハンドソー替刃バイメタル　２５０ｍｍ×１８山　１００枚入【3906-250-18-100】(3519660) 受注単位1,作業用品\切断用品\ハンドソー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>●6度のすくい角をつけることにより、喰いつきが鋭く、スムーズに切断できます。<br>●耐久性に優れたコバルト入り高級ハイス使用で長寿命です。<br>●折れにくく飛散しない安全ハンドソーです。",『カード対応OK！』■〒スナップオン・ツールズ/バーコ　ハンドソー替刃バイメタル　２５０ｍｍ&times;１８山　１００枚入【3906-250-18-100】(3519660) 受注単位1：クローバー資材館,『カード対応OK！』■〒スナップオン・ツールズ/バーコ　ハンドソー替刃バイメタル　２５０ｍｍ&times;１８山　１００枚入【3906-250-18-100】(3519660) 受注単位1,作業用品\切断用品\ハンドソー。『カード対応OK！』■〒スナップオン・ツールズ/バーコ　ハンドソー替刃バイメタル　２５０ｍｍ&times;１８山　１００枚入【3906-250-18-100】(3519660) 受注単位1[rn]
16-28503,,22670.4000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒谷テック/タニ　メタルソー　ＨＳＳ３００ｘ２．０ｘ５Ｐ大同興業用【H300X20X318X5 (5ﾋﾟｯﾁﾀﾞｲﾄﾞｳﾖｳ)】(2442884) 受注単位1,作業用品\切断用品\メタルソー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>●普通鋼・炭素鋼などの一般材の切断に適した最もポピュラーなHSSブラックメタルソーです。",『カード対応OK！』■〒谷テック/タニ　メタルソー　ＨＳＳ３００ｘ２．０ｘ５Ｐ大同興業用【H300X20X318X5 (5ﾋﾟｯﾁﾀﾞｲﾄﾞｳﾖｳ)】(2442884) 受注単位1：クローバー資材館,『カード対応OK！』■〒谷テック/タニ　メタルソー　ＨＳＳ３００ｘ２．０ｘ５Ｐ大同興業用【H300X20X318X5 (5ﾋﾟｯﾁﾀﾞｲﾄﾞｳﾖｳ)】(2442884) 受注単位1,作業用品\切断用品\メタルソー。『カード対応OK！』■〒谷テック/タニ　メタルソー　ＨＳＳ３００ｘ２．０ｘ５Ｐ大同興業用【H300X20X318X5 (5ﾋﾟｯﾁﾀﾞｲﾄﾞｳﾖｳ)】(2442884) 受注単位1[rn]
16-28504,,3470.4000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒スナップオン・ツールズ/バーコ　セーバーソー超硬チップ付　３００ｍｍ×３山　１枚入【3846-300-3-ST-1P】(3541274) 受注単位1,作業用品\切断用品\ハンドソー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>●特製超硬刃を使用しています。強靭で難削材にも喰い付きが良く、長寿命です。",『カード対応OK！』■〒スナップオン・ツールズ/バーコ　セーバーソー超硬チップ付　３００ｍｍ&times;３山　１枚入【3846-300-3-ST-1P】(3541274) 受注単位1：クローバー資材館,『カード対応OK！』■〒スナップオン・ツールズ/バーコ　セーバーソー超硬チップ付　３００ｍｍ&times;３山　１枚入【3846-300-3-ST-1P】(3541274) 受注単位1,作業用品\切断用品\ハンドソー。『カード対応OK！』■〒スナップオン・ツールズ/バーコ　セーバーソー超硬チップ付　３００ｍｍ&times;３山　１枚入【3846-300-3-ST-1P】(3541274) 受注単位1[rn]
16-28505,,12814.4000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒大同興業/大同　メタルソー　３００Ｘ２．０Ｘ３１．８Ｘ６【HSS300X2.0X31.8X6】(2742586) 受注単位1,作業用品\切断用品\メタルソー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>●普通鋼用です。<br>●強靱な粘りと剛性を持っています。",『カード対応OK！』■〒大同興業/大同　メタルソー　３００Ｘ２．０Ｘ３１．８Ｘ６【HSS300X2.0X31.8X6】(2742586) 受注単位1：クローバー資材館,『カード対応OK！』■〒大同興業/大同　メタルソー　３００Ｘ２．０Ｘ３１．８Ｘ６【HSS300X2.0X31.8X6】(2742586) 受注単位1,作業用品\切断用品\メタルソー。『カード対応OK！』■〒大同興業/大同　メタルソー　３００Ｘ２．０Ｘ３１．８Ｘ６【HSS300X2.0X31.8X6】(2742586) 受注単位1[rn]
16-28506,,1836.8000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒ボッシュ【S1111K】(7335563) セーバーソーブレード５本 受注単位1,作業用品\切断用品\セーバーソーブレード,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●伝統的な焼き入れ技術と高度な研磨技術で加工しているため抜群の切れ味です。<br><br>●木材(木材荒びき、生木（立ち木・枝落し・薪)の切断に。<br><br>●山数：3<br>●全長(mm)：225<br>●厚み(mm)：1.25<br>●有効刃長(mm)：205<br>●切断能力(mm)パーチクルボード：-<br>●切断能力(mm)木材のポケット切断、プラスチック：-<br>●切断能力(mm)木材荒びき：20～175<br>●質量(g)：190<br><br>●適合機種：ボッシュ、マキタ、日立、リョービ、アサダ、ＭＣＣ<br><br>●炭素工具鋼<br>",『カード対応OK！』■〒ボッシュ【S1111K】(7335563) セーバーソーブレード５本 受注単位1：クローバー資材館,『カード対応OK！』■〒ボッシュ【S1111K】(7335563) セーバーソーブレード５本 受注単位1,作業用品\切断用品\セーバーソーブレード。『カード対応OK！』■〒ボッシュ【S1111K】(7335563) セーバーソーブレード５本 受注単位1[rn]
16-28507,,428.8000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒角利産業/ＫＡＫＵＲＩ【14154】(7536232) 金切鋸刃　薄鉄板用　ＳＫＳ‐７　３２山　Ｎｏ９ 受注単位1,作業用品\切断用品\ハンドソー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●厚いものにはあらい刃で、薄いものやパイプ類は細かい刃で、効率よく作業できます。<br>●250ｍｍ金工用ハックソー対応です。<br><br>●ステンレスなどの硬材の切断に。<br><br>●山数：32<br>●呼称寸法(mm)：250<br>●全長(mm)：265<br>●厚み(mm)：0.4<br>●用途：薄鉄板・パイプ類用<br>●材質：SKS-7<br><br>●適合機種：250mm幅金工のこ<br><br>●ＳＫＳ－７<br>",『カード対応OK！』■〒角利産業/ＫＡＫＵＲＩ【14154】(7536232) 金切鋸刃　薄鉄板用　ＳＫＳ‐７　３２山　Ｎｏ９ 受注単位1：クローバー資材館,『カード対応OK！』■〒角利産業/ＫＡＫＵＲＩ【14154】(7536232) 金切鋸刃　薄鉄板用　ＳＫＳ‐７　３２山　Ｎｏ９ 受注単位1,作業用品\切断用品\ハンドソー。『カード対応OK！』■〒角利産業/ＫＡＫＵＲＩ【14154】(7536232) 金切鋸刃　薄鉄板用　ＳＫＳ‐７　３２山　Ｎｏ９ 受注単位1[rn]
16-28508,,25515.2000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒大同興業/大同　メタルソー　３７０Ｘ２．５Ｘ５０Ｘ６【HSS370X2.5X50X6】(2742985) 受注単位1,作業用品\切断用品\メタルソー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>●普通鋼用です。<br>●強靱な粘りと剛性を持っています。",『カード対応OK！』■〒大同興業/大同　メタルソー　３７０Ｘ２．５Ｘ５０Ｘ６【HSS370X2.5X50X6】(2742985) 受注単位1：クローバー資材館,『カード対応OK！』■〒大同興業/大同　メタルソー　３７０Ｘ２．５Ｘ５０Ｘ６【HSS370X2.5X50X6】(2742985) 受注単位1,作業用品\切断用品\メタルソー。『カード対応OK！』■〒大同興業/大同　メタルソー　３７０Ｘ２．５Ｘ５０Ｘ６【HSS370X2.5X50X6】(2742985) 受注単位1[rn]
16-28509,,3231.2000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒日立工機/日立【0031-8614】(7675917) セーバーソーブレード　ＮＯ．１０４　２２８Ｌ　１４山　５枚入り 受注単位1,作業用品\切断用品\セーバーソーブレード,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br>
<br><br>●日立セーバーソー用の替刃です。<br>●ストレートタイプです。<br><br>●ステンレス切断、解体作業に。<br><br>●山数：14<br>●全長(mm)：228<br>●厚み(mm)：0.9<br>●有効刃長(mm)：162<br>●切断能力(mm)非鉄金属鋼材：5～20<br>●切断能力(mm)ステンレス鋼材：～2.5<br>●切断能力(mm)鋼材：2.5～19<br>●切断能力(mm)鋼管：～130<br>●切断能力(mm)ステンレス管材：～130<br>●質量(g)：140<br><br>●適合機種：日立、ボッシュ、マキタ、リョービ、アサダ、ＭＣＣ<br><br>●バイメタルハイス<br>",『カード対応OK！』■〒日立工機/日立【0031-8614】(7675917) セーバーソーブレード　ＮＯ．１０４　２２８Ｌ　１４山　５枚入り 受注単位1：クローバー資材館,『カード対応OK！』■〒日立工機/日立【0031-8614】(7675917) セーバーソーブレード　ＮＯ．１０４　２２８Ｌ　１４山　５枚入り 受注単位1,作業用品\切断用品\セーバーソーブレード。『カード対応OK！』■〒日立工機/日立【0031-8614】(7675917) セーバーソーブレード　ＮＯ．１０４　２２８Ｌ　１４山　５枚入り 受注単位1[rn]
16-28510,,25662.4000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒スナップオン・ツールズ/バーコ　ハンドソー替刃バイメタル　３００ｍｍ×３２山　１００枚入【3906-300-32-100】(3519716) 受注単位1,作業用品\切断用品\ハンドソー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>●6度のすくい角をつけることにより、喰いつきが鋭く、スムーズに切断できます。<br>●耐久性に優れたコバルト入り高級ハイス使用で長寿命です。<br>●折れにくく飛散しない安全ハンドソーです。",『カード対応OK！』■〒スナップオン・ツールズ/バーコ　ハンドソー替刃バイメタル　３００ｍｍ&times;３２山　１００枚入【3906-300-32-100】(3519716) 受注単位1：クローバー資材館,『カード対応OK！』■〒スナップオン・ツールズ/バーコ　ハンドソー替刃バイメタル　３００ｍｍ&times;３２山　１００枚入【3906-300-32-100】(3519716) 受注単位1,作業用品\切断用品\ハンドソー。『カード対応OK！』■〒スナップオン・ツールズ/バーコ　ハンドソー替刃バイメタル　３００ｍｍ&times;３２山　１００枚入【3906-300-32-100】(3519716) 受注単位1[rn]
16-28511,,31184.8000,,花・ガーデン・DIY > DIY・工具 > その他,『カード対応OK！』■〒大同興業/大同　スペシャルソー　３７０Ｘ２．５Ｘ４５Ｘ３【SP-370X2.5X45X3】(2742365) 受注単位1,作業用品\切断用品\メタルソー,"<font size=""4"">納期目安：</font><font color=""#000000"" size=""4"">お取り寄せ品(詳しくはこちらをクリック)</font><br><br><br>●ステンレス用です。<br>●チタン特殊コーティング処理で硬度が高く、耐摩耗性に優れ、サイドウエルディングが起こりにくいです。",『カード対応OK！』■〒大同興業/大同　スペシャルソー　３７０Ｘ２．５Ｘ４５Ｘ３【SP-370X2.5X45X3】(2742365) 受注単位1：クローバー資材館,『カード対応OK！』■〒大同興業/大同　スペシャルソー　３７０Ｘ２．５Ｘ４５Ｘ３【SP-370X2.5X45X3】(2742365) 受注単位1,作業用品\切断用品\メタルソー。『カード対応OK！』■〒大同興業/大同　スペシャルソー　３７０Ｘ２．５Ｘ４５Ｘ３【SP-370X2.5X45X3】(2742365) 受注単位1[rn]
