21-29382,http://tshop.r10s.jp/kashizairyo/cabinet/01782686/04411308/imgrc0065650170.jpg?fitin=700:700,5649.6000,,スイーツ・お菓子 > 製菓・製パン材料 > その他,【予約商品】【クリスマス】【オーナメント】 Y0-1453　天然色素使用　コロコロトナカイ　90個,【期間限定商品】【日本製】,"<table width=""598"" border=""0"" cellspacing=""1"" cellpadding=""1"">
  <tr> 
    <td width=""208"">　</td>
    <td width=""383""> 
      <div align=""left"">
      <table width=""350"" border=""0"" cellspacing=""2"" cellpadding=""5"">
                <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">商品名</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">メレンゲ商品</font></td>
        </tr>
                <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">サイズ</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">3.5cm×3.4cm</font></td>
        </tr>
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">内容量</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">90個</font></td>
        </tr>
      </table> </div>
    </td>
  </tr>
</table><style type=""text/css"">
<!--
span.unit { background: url(https://image.rakuten.co.jp/kashizairyo/cabinet/04499885/imgrc0070016734.jpg) no-repeat left top; text-indent:
-9999; display: block; width: 260; height:141; margin:15px 0; }
-->
</style>
<link rel=""stylesheet"" href=""https://www.rakuten.ne.jp/gold/kashizairyo/item/css/page.css""　　　　　　　　　　　　　>",【予約商品】【クリスマス】【オーナメント】 Y0-1453　天然色素使用　コロコロトナカイ　90個：スイートキッチン,ケーキ材料製菓材料お菓子材料和菓子材料イタリアンエスニック型製菓用チョコレートヴァローナクリームチーズ強力粉ドライフィグスキムミルク粉末寒天バレンタインマンゴーレシピホームベーカリーパン手作り【予約商品】【クリスマス】【オーナメント】 Y0-1453　天然色素使用　コロコロトナカイ　90個,【期間限定商品】【日本製】。【予約商品】【クリスマス】【オーナメント】 Y0-1453　天然色素使用　コロコロトナカイ　90個[rn]
21-29383,http://tshop.r10s.jp/kashizairyo/cabinet/01782686/04411308/imgrc0065654570.jpg?fitin=700:700,3781.6000,,スイーツ・お菓子 > 製菓・製パン材料 > その他,【予約商品】【クリスマス】【オーナメント】 V0-5350　PC　トナカイミニセット　【天然色素使用】　96組,【期間限定商品】【日本製】,"<table width=""598"" border=""0"" cellspacing=""1"" cellpadding=""1"">
  <tr> 
    <td width=""208"">　</td>
    <td width=""383""> 
      <div align=""left"">
      <table width=""350"" border=""0"" cellspacing=""2"" cellpadding=""5"">
                <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">商品名</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">プラチョコ商品<br>
          …チョコレートを主原料に水飴を混合し自由に曲げたり切ったりできる生地を加工した装飾菓子です。<br>
          </font></td>
        </tr>
                <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">サイズ</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">3.0cm ×1.5cm（ツノ）</font></td>
        </tr>
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">内容量</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">96組</font></td>
        </tr>

      </table> </div>
    </td>
  </tr>
</table><style type=""text/css"">
<!--
span.unit { background: url(https://image.rakuten.co.jp/kashizairyo/cabinet/04499885/imgrc0070016734.jpg) no-repeat left top; text-indent:
-9999; display: block; width: 260; height:141; margin:15px 0; }
-->
</style>
<link rel=""stylesheet"" href=""https://www.rakuten.ne.jp/gold/kashizairyo/item/css/page.css""　　　　　　　　　　　　　>",【予約商品】【クリスマス】【オーナメント】 V0-5350　PC　トナカイミニセット　【天然色素使用】　96組：スイートキッチン,ケーキ材料製菓材料お菓子材料和菓子材料イタリアンエスニック型製菓用チョコレートヴァローナクリームチーズ強力粉ドライフィグスキムミルク粉末寒天バレンタインマンゴーレシピホームベーカリーパン手作り【予約商品】【クリスマス】【オーナメント】 V0-5350　PC　トナカイミニセット　【天然色素使用】　96組,【期間限定商品】【日本製】。【予約商品】【クリスマス】【オーナメント】 V0-5350　PC　トナカイミニセット　【天然色素使用】　96組[rn]
21-29384,http://tshop.r10s.jp/kashizairyo/cabinet/01782686/04411308/imgrc0065654571.jpg?fitin=700:700,3072.0000,,スイーツ・お菓子 > 製菓・製パン材料 > その他,【予約商品】【クリスマス】【オーナメント】 V0-5560　PC　サンタの帽子　96個,【期間限定商品】【日本製】,"<table width=""598"" border=""0"" cellspacing=""1"" cellpadding=""1"">
  <tr> 
    <td width=""208"">　</td>
    <td width=""383""> 
      <div align=""left"">
      <table width=""350"" border=""0"" cellspacing=""2"" cellpadding=""5"">
                <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">商品名</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">プラチョコ商品<br>
          …チョコレートを主原料に水飴を混合し自由に曲げたり切ったりできる生地を加工した装飾菓子です。<br>
          </font></td>
        </tr>
                <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">サイズ</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">4.5cm×4.4cm</font></td>
        </tr>
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">内容量</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">96個</font></td>
        </tr>

      </table> </div>
    </td>
  </tr>
</table><style type=""text/css"">
<!--
span.unit { background: url(https://image.rakuten.co.jp/kashizairyo/cabinet/04499885/imgrc0070016734.jpg) no-repeat left top; text-indent:
-9999; display: block; width: 260; height:141; margin:15px 0; }
-->
</style>
<link rel=""stylesheet"" href=""https://www.rakuten.ne.jp/gold/kashizairyo/item/css/page.css""　　　　　　　　　　　　　>",【予約商品】【クリスマス】【オーナメント】 V0-5560　PC　サンタの帽子　96個：スイートキッチン,ケーキ材料製菓材料お菓子材料和菓子材料イタリアンエスニック型製菓用チョコレートヴァローナクリームチーズ強力粉ドライフィグスキムミルク粉末寒天バレンタインマンゴーレシピホームベーカリーパン手作り【予約商品】【クリスマス】【オーナメント】 V0-5560　PC　サンタの帽子　96個,【期間限定商品】【日本製】。【予約商品】【クリスマス】【オーナメント】 V0-5560　PC　サンタの帽子　96個[rn]
21-29385,http://tshop.r10s.jp/kashizairyo/cabinet/01782686/04411308/imgrc0065650171.jpg?fitin=700:700,7200.0000,,スイーツ・お菓子 > 製菓・製パン材料 > その他,【予約商品】【クリスマス】【オーナメント】 V0-2130　ゆきまる　90個,【期間限定商品】【日本製】,"<table width=""598"" border=""0"" cellspacing=""1"" cellpadding=""1"">
  <tr> 
    <td width=""208"">　</td>
    <td width=""383""> 
      <div align=""left"">
      <table width=""350"" border=""0"" cellspacing=""2"" cellpadding=""5"">
                <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">商品名</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">メレンゲ商品</font></td>
        </tr>
                <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">サイズ</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">3.9cm×2.2cm</font></td>
        </tr>
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">内容量</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">90個</font></td>
        </tr>
      </table> </div>
    </td>
  </tr>
</table><style type=""text/css"">
<!--
span.unit { background: url(https://image.rakuten.co.jp/kashizairyo/cabinet/04499885/imgrc0070016734.jpg) no-repeat left top; text-indent:
-9999; display: block; width: 260; height:141; margin:15px 0; }
-->
</style>
<link rel=""stylesheet"" href=""https://www.rakuten.ne.jp/gold/kashizairyo/item/css/page.css""　　　　　　　　　　　　　>",【予約商品】【クリスマス】【オーナメント】 V0-2130　ゆきまる　90個：スイートキッチン,ケーキ材料製菓材料お菓子材料和菓子材料イタリアンエスニック型製菓用チョコレートヴァローナクリームチーズ強力粉ドライフィグスキムミルク粉末寒天バレンタインマンゴーレシピホームベーカリーパン手作り【予約商品】【クリスマス】【オーナメント】 V0-2130　ゆきまる　90個,【期間限定商品】【日本製】。【予約商品】【クリスマス】【オーナメント】 V0-2130　ゆきまる　90個[rn]
21-29386,http://tshop.r10s.jp/nishiuchikagetsudo/cabinet/a/imgrc0069481866.jpg?fitin=700:700,1198.4000,,スイーツ・お菓子 > 製菓・製パン材料 > その他,クッキータルト 小 ( 12個入×3袋 ) リボン食品 ( CT-3 )  送料無料 / タルトカップ まとめ買い クッキータルト,タルトカップ  まとめ買い タルト 西内花月堂 送料無料,"<!--↓にぎわい-->

<!--↑にぎわい-->

<style type=""text/css"">
.table {
border-collapse: collapse;border-spacing: 0;
width: 450px;
}

.table th{
border-bottom: 1px solid #DDD;
width:80px;
text-align:right;
padding: 10px 15px;
color:gray;

}
.table td{
border-bottom: 1px solid #DDD;
font-size:small;.
padding: 10px 15px;
color:gray;

}
</style>



<br>


<div id=""table-spec_img""></div>
<table class=""spec table-spec"">

<tr>
<th style=""height: 20px"">名称：</th>
<td style=""height: 20px"">PLクッキータルト 小CT-3</td>
</tr>
<tr>
<th>内容量：</th>
<td>
15ccカップ（12個入）×3袋 </td>
</tr>
<tr>
<th>原材料：</th>
<td>
小麦粉、マーガリン、砂糖、鶏卵、膨張剤、香料、（原材料の一部に乳成分、大豆を含む） </td>
</tr>
<tr>
<th>寸法：</th>
<td>
上幅:47mm×下幅:30mm×高さ:18mm </td>
</tr>
<tr>
<th>保存方法：</th>
<td>
直射日光、高温多湿を避けて保存してください。 </td>
</tr>
<tr>
<th>賞味期限：</th>
<td>
6ヶ月<br>
開封後はなるべく早めにご使用ください。 </td>
</tr>
<tr>
<th>メーカー名：</th>
<td>
リボン食品株式会社 </td>
</tr>
<tr>
<th>原産国：</th>
<td>
日本</td>
</tr>
<tr>
<th>商品説明：</th>
<td>
リボン食品 PLクッキータルト 小 CT-3　は、常温保存が可能な焼成済みクッキータルトです。<br>
様々な製菓材料と相性が良く、気軽にオリジナルスイーツやプティフールをお作り頂けパーティーに最適です。 </td>
</tr>

<tr>
<th>販売者：</th>
<td>
有限会社 西内花月堂<br/>
〒766-0023<br/>香川県仲多度郡まんのう町吉野宮東846<br/>
TEL.0877-89-1657
</td>
</tr>
<th>温度帯：</th>
<td>
<img src=""http://image.rakuten.co.jp/nishiuchikagetsudo/cabinet/parts/delivery/jyouon.gif"" alt=""常温便"" style=""margin:10px;"">
</td>
</tr>
<tr><tr><th>配送：</th>
<td>
<img src=""http://image.rakuten.co.jp/nishiuchikagetsudo/cabinet/parts/delivery/y-mailbin_right.gif"" alt=""メール便"" width=""310px"" style=""margin:10px;"">
</td>
</tr>

</table>
<br><br><img src=""http://image.rakuten.co.jp/nishiuchikagetsudo/cabinet/parts/kagetsudo_syukkabi.gif"" /><br><!--<style type=""text/css"">



.catch_copy {
display:block;
margin-bottom:15px;
color:#FFFFFF;
background-color:#FF0000;
size:15
}


</style>-->",クッキータルト 小 ( 12個入&times;3袋 ) リボン食品 ( CT-3 )  送料無料 / タルトカップ まとめ買い クッキータルト：西内花月堂　楽天市場店,われチョコ割れチョコ割れチョコ1kgスイーツ 送料無料スイーツ ギフトスイーツ お取り寄せ割れチョコ 送料無料チョコレート 訳ありクリスマス誕生日プレゼント 女性お中元お歳暮 ギフトケーキ 誕生日贈答品 お菓子和三盆クッキーきしょう希少糖 レアシュガースウィートモンブランデパ地下バースデーケーキクッキータルト 小 ( 12個入&times;3袋 ) リボン食品 ( CT-3 )  送料無料 / タルトカップ まとめ買い クッキータルト,タルトカップ  まとめ買い タルト 西内花月堂 送料無料。クッキータルト 小 ( 12個入&times;3袋 ) リボン食品 ( CT-3 )  送料無料 / タルトカップ まとめ買い クッキータルト[rn]
21-29387,http://tshop.r10s.jp/kashizairyo/cabinet/img20130001.gif?fitin=700:700,218.4000,,スイーツ・お菓子 > 製菓・製パン材料 > その他,【メール便可-2】クエン酸（結晶）　100g,【メール便可-1】,"<table width=""598"" border=""0"" cellspacing=""1"" cellpadding=""1"">
  <tr> 
    <td width=""208"">　</td>
    <td width=""383""> 
      <div align=""left"">
      <table width=""350"" border=""0"" cellspacing=""2"" cellpadding=""5"">
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">メーカー</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">アワジヤ</font></td>
        </tr>
        
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">原材料</font></td>
          <td bgcolor=""#FEFBE9"" width=""230""><font color=""#5A5A5A"" size=""2"">クエン酸</font></td>
        </tr>

        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">内容量</font></td>
          <td bgcolor=""#FEFBE9"" width=""230""><font size=""2"" color=""#5A5A5A"">100g</font></td>
        </tr>
        
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">保存方法</font></td>
          <td bgcolor=""#FEFBE9"" width=""230""><font size=""2"" color=""#5A5A5A"">直射日光、高温多湿を避け、保存してください。</font></td>
        </tr>
        
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">関連ページ</font></td>
          <td bgcolor=""#FEFBE9"" width=""230""><font color=""#004000"" size=""2""></font></td>
        </tr>
      </table> </div>
    </td>
  </tr>
</table>
<table width=""600"" border=""0"" cellspacing=""0"" cellpadding=""1"" bordercolor=""#DFC9A9"">
  <tr> 
    <td><BR>

  </tr>
</table><style type=""text/css"">
<!--
span.unit { background: url(https://image.rakuten.co.jp/kashizairyo/cabinet/04499885/imgrc0070016734.jpg) no-repeat left top; text-indent:
-9999; display: block; width: 260; height:141; margin:15px 0; }
-->
</style>
<link rel=""stylesheet"" href=""https://www.rakuten.ne.jp/gold/kashizairyo/item/css/page.css""　　　　　　　　　　　　　>",【メール便可-2】クエン酸（結晶）　100g：スイートキッチン,ケーキ材料製菓材料お菓子材料和菓子材料イタリアンエスニック型製菓用チョコレートヴァローナクリームチーズ強力粉ドライフィグスキムミルク粉末寒天バレンタインマンゴーレシピホームベーカリーパン手作り【メール便可-2】クエン酸（結晶）　100g,【メール便可-1】。【メール便可-2】クエン酸（結晶）　100g[rn]
21-29388,http://tshop.r10s.jp/kashizairyo/cabinet/img20130300.gif?fitin=700:700,384.0000,,スイーツ・お菓子 > 製菓・製パン材料 > その他,【メール便可-1】クリームターター ケレモル　100g,安定したメレンゲ作りに,"<table width=""598"" border=""0"" cellspacing=""1"" cellpadding=""1"">
  <tr> 
    <td width=""208"">　</td>
    <td width=""383""> 
      <div align=""left"">
      <table width=""350"" border=""0"" cellspacing=""2"" cellpadding=""5"">
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">メーカー</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">アワジヤ</font></td>
        </tr>
        
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">原材料</font></td>
          <td bgcolor=""#FEFBE9"" width=""230""><font color=""#5A5A5A"" size=""2"">L-酒石酸水素カリウム</font></td>
        </tr>

        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">内容量</font></td>
          <td bgcolor=""#FEFBE9"" width=""230""><font size=""2"" color=""#5A5A5A"">100g</font></td>
        </tr>
        
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">保存方法</font></td>
          <td bgcolor=""#FEFBE9"" width=""230""><font size=""2"" color=""#5A5A5A"">直射日光、高温多湿を避け、保存してください。</font></td>
        </tr>
        
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">関連ページ</font></td>
          <td bgcolor=""#FEFBE9"" width=""230""><font color=""#004000"" size=""2""></font></td>
        </tr>
      </table> </div>
    </td>
  </tr>
</table>
<table width=""600"" border=""0"" cellspacing=""0"" cellpadding=""1"" bordercolor=""#DFC9A9"">
  <tr> 
    <td><BR>

  </tr>
</table><style type=""text/css"">
<!--
span.unit { background: url(https://image.rakuten.co.jp/kashizairyo/cabinet/04499885/imgrc0070016734.jpg) no-repeat left top; text-indent:
-9999; display: block; width: 260; height:141; margin:15px 0; }
-->
</style>
<link rel=""stylesheet"" href=""https://www.rakuten.ne.jp/gold/kashizairyo/item/css/page.css""　　　　　　　　　　　　　>",【メール便可-1】クリームターター ケレモル　100g：スイートキッチン,ケーキ材料製菓材料お菓子材料和菓子材料イタリアンエスニック型製菓用チョコレートヴァローナクリームチーズ強力粉ドライフィグスキムミルク粉末寒天バレンタインマンゴーレシピホームベーカリーパン手作り【メール便可-1】クリームターター ケレモル　100g,安定したメレンゲ作りに。【メール便可-1】クリームターター ケレモル　100g[rn]
21-29389,http://tshop.r10s.jp/kashizairyo/cabinet/01782686/04411308/imgrc0066792093.jpg?fitin=700:700,6400.0000,,スイーツ・お菓子 > 製菓・製パン材料 > その他,SOSAマルトセック マルトデキストリン 500g,油脂製品を様々な形状に,"<table width=""598"" border=""0"" cellspacing=""1"" cellpadding=""1"">
  <tr> 
    <td width=""208"">　</td>
    <td width=""383""> 
      <div align=""left"">
      <table width=""350"" border=""0"" cellspacing=""2"" cellpadding=""5"">
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">原材料名</font></td>
          <td  bgcolor=""#FEFBE9"" width=""240""><font size=""2"" color=""#5A5A5A"">マルトデキストリン</font></td>
        </tr>
        
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">内容量</font></td>
          <td bgcolor=""#FEFBE9"" width=""230""><font color=""#5A5A5A"" size=""2"">500g</font></td>
        </tr>

        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">保存方法</font></td>
          <td bgcolor=""#FEFBE9"" width=""230""><font size=""2"" color=""#5A5A5A"">高温多湿を避け、15-20℃の冷暗所にて保管</font></td>
        </tr>
        
        <tr> 
          <td bgcolor=""#DFC9A9"" width=""100""><font size=""2"" color=""#373737"">原産国名</font></td>
          <td bgcolor=""#FEFBE9"" width=""230""><font size=""2"" color=""#5A5A5A"">スペイン</font></td>
        </tr>
        
      </table> </div>
    </td>
  </tr>
</table><style type=""text/css"">
<!--
span.unit { background: url(https://image.rakuten.co.jp/kashizairyo/cabinet/04499885/imgrc0070016734.jpg) no-repeat left top; text-indent:
-9999; display: block; width: 260; height:141; margin:15px 0; }
-->
</style>
<link rel=""stylesheet"" href=""https://www.rakuten.ne.jp/gold/kashizairyo/item/css/page.css""　　　　　　　　　　　　　>",SOSAマルトセック マルトデキストリン 500g：スイートキッチン,ケーキ材料製菓材料お菓子材料和菓子材料イタリアンエスニック型製菓用チョコレートヴァローナクリームチーズ強力粉ドライフィグスキムミルク粉末寒天バレンタインマンゴーレシピホームベーカリーパン手作りSOSAマルトセック マルトデキストリン 500g,油脂製品を様々な形状に。SOSAマルトセック マルトデキストリン 500g[rn]
21-29390,http://tshop.r10s.jp/soukai/cabinet/86/4903111308286.jpg?fitin=700:700,1065.6000,,医薬品・コンタクト・介護 > 衛生日用品 > 生理用品 > その他,エルディタンポンフィンガータイプ多い日(60コ入)[生理用品],生理用品★税抜1900円以上で送料無料★,<div id='prd-page'>お店TOP＞ヘルスケア 介護＞生理用品＞タンポン＞エルディタンポンフィンガータイプ多い日 (60コ入)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z86/z4903111308286.jpg' width='100%'><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z86/z4903111308286-2.jpg' width='100%'><br><br>【エルディタンポンフィンガータイプ多い日の商品詳細】<br>高吸収設計でしっかりキープ！<br>●たてにのびた8本のキャッチラインが経血をすばやく吸収します。<br>●吸収効率のよいうずまき構造でしっかり吸収します。<br>●表面をなめらかなソフトシートで包んであるのでなめらか挿入。表面の毛羽立ちも防ぎます。<br><br>【発売元、製造元、輸入元又は販売元】<br>ユニ・チャーム<br><br><font color='red'>ベビー用品：0120-192-862<br>生理用品：0120-423-001<br>軽失禁・介護用品（ライフリー）：0120-041-062<br>生活用品（化粧パフ・一般ウェットティッシュ・お掃除用品など）：0120-573-001<br>衛生用品（マスク）：0120-041-062<br>予告なくパッケージデザインが変更になる場合がございます。</font><br><br>/(/F293402/F233907/F312704/)/<br><br>ユニ・チャーム<br>108-8575 港区三田3-5-27 住友不動産三田ツインビル西館 「お客様相談室」　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br>0570-666-632<br><br>[生理用品]</div><!---->,エルディタンポンフィンガータイプ多い日(60コ入)[生理用品]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションエルディタンポンフィンガータイプ多い日(60コ入)[生理用品],生理用品★税抜1900円以上で送料無料★。エルディタンポンフィンガータイプ多い日(60コ入)[生理用品][rn]
21-29391,http://tshop.r10s.jp/soukai/cabinet/55/4903111305155.jpg?fitin=700:700,195.2000,,医薬品・コンタクト・介護 > 衛生日用品 > 生理用品 > その他,チャーム コンパクト タンポン スーパー(8コ入)【ソフィ】[チャーム 生理用品],ソフィ / チャーム 生理用品★税抜1900円以上で送料無料★,<div id='prd-page'><img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞ヘルスケア 介護＞生理用品＞タンポン＞チャーム コンパクト タンポン スーパー (8コ入)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z55/z4903111305155.jpg' width='100%'><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z55/z4903111305155-2.jpg' width='100%'><br><br>【チャーム コンパクト タンポン スーパーの商品詳細】<br>●手のひらサイズのコンパクトアプリケーターなので、携帯に便利です。<br>●素早く経血を吸収する、「瞬間吸収スポット」と、スキマを作らずモレを防ぐ「スピードフィット吸収体」で、安心の吸収力です。<br><br>【注意】<br>・再使用禁止 <br>・次のことを守らないと、トキシックショック症候群が起こりやすくなります。<br>(1)タンポンは連続使用しないで、ナプキンと交互に使用してください。<br>(2)1回のタンポンの使用は8時間を超えないでください。<br>(3)8時間以内の就寝の際にはご使用いただけますが、8時間を超える場合には使用しないでください。<br>(4)分泌物(おりもの)に異臭がある場合には、使用しないでください。<br>・アプリケーターが、保管や持ち運びなどで先がつぶれたり、割れたりしている場合は、怪我をするので使用しないでください。<br><br>【相談すること】<br>(1)次の場合は、直ちに使用を中止し、商品に添付されている説明書を持って産婦人科などの専門医を受診してください。<br>・使用中、次の症状があらわれた場合<br><br>症状の名称・・・トキシックショック症候群<br>症状・・・突然の高熱、発疹、発赤、倦怠感、嘔吐、下痢、粘膜充血、血圧低下など<br><br>(2)万一ヒモがとれ、タンポンが取り出せなくなった時は、直ちに産婦人科などでタンポンを取り出してもらってください。<br>(3)使用に際して不安がある人は産婦人科などの専門医に相談してください。<br><br>【その他の注意】<br>(1)ご使用前には、手指を清潔にしてからお使いください。<br>(2)使用前に必ずタンポンのヒモがあること、引っ張って切れないこと、ぬけないことを確認してください。タンポンを取り出さず、8時間を超えるとTSSが起こりやすくなります。<br>(3)使用前に必ずアプリケーターの先がつぶれたり、割れたりしていないか確認してください。<br>(4)タンポンのヒモは切らずに体の外に出しておいてください。<br>(5)経血量に合わせて、４～８時間以内に取り出してください。<br>(6)ご使用のタンポンは必ず取り出してください。また生理終了後には、最後に使用したタンポンを取り出したことを確認してください。<br><br>【保管方法】<br>・タンポンは温度や湿度の高いところをさけて箱に入れて保管してください。<br><br>【ブランド】<br>ソフィ<br><br>【発売元、製造元、輸入元又は販売元】<br>ユニ・チャーム<br><br><font color='red'>ベビー用品：0120-192-862<br>生理用品：0120-423-001<br>軽失禁・介護用品（ライフリー）：0120-041-062<br>生活用品（化粧パフ・一般ウェットティッシュ・お掃除用品など）：0120-573-001<br>衛生用品（マスク）：0120-041-062<br>予告なくパッケージデザインが変更になる場合がございます。</font><br><br>/(/F233906/)/<br><br>ユニ・チャーム<br>108-8575 港区三田3-5-27 住友不動産三田ツインビル西館 「お客様相談室」　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br><br>[生理用品/ブランド：ソフィ/]</div><!---->,チャーム コンパクト タンポン スーパー(8コ入)【ソフィ】[チャーム 生理用品]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションチャーム コンパクト タンポン スーパー(8コ入)【ソフィ】[チャーム 生理用品],ソフィ / チャーム 生理用品★税抜1900円以上で送料無料★。チャーム コンパクト タンポン スーパー(8コ入)【ソフィ】[チャーム 生理用品][rn]
21-29392,http://tshop.r10s.jp/soukai/cabinet/47/4903111308347.jpg?fitin=700:700,380.0000,,医薬品・コンタクト・介護 > 衛生日用品 > 生理用品 > その他,エルディタンポンフィンガータイプ特に多い日(20コ入)[生理用品],生理用品★税抜1900円以上で送料無料★,<div id='prd-page'><img src='http://www.rakuten.ne.jp/gold/soukai/image/0_r_cam.jpg' border='0'><br><br>お店TOP＞ヘルスケア 介護＞生理用品＞タンポン＞エルディタンポンフィンガータイプ特に多い日 (20コ入)<br><br>★税抜1900円以上で送料無料★<br><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z47/z4903111308347.jpg' width='100%'><br><img src='http://image.rakuten.co.jp/soukai/cabinet/z47/z4903111308347-2.jpg' width='100%'><br><br>【エルディタンポンフィンガータイプ特に多い日の商品詳細】<br>高吸収設計でしっかりキープ！<br>●たてにのびた8本のキャッチラインが経血をすばやく吸収します。<br>●吸収効率のよいうずまき構造でしっかり吸収します。<br>●表面をなめらかなソフトシートで包んであるのでなめらか挿入。表面の毛羽立ちも防ぎます。<br><br>【発売元、製造元、輸入元又は販売元】<br>ユニ・チャーム<br><br><font color='red'>ベビー用品：0120-192-862<br>生理用品：0120-423-001<br>軽失禁・介護用品（ライフリー）：0120-041-062<br>生活用品（化粧パフ・一般ウェットティッシュ・お掃除用品など）：0120-573-001<br>衛生用品（マスク）：0120-041-062<br>予告なくパッケージデザインが変更になる場合がございます。</font><br><br>/(/F293402/F233907/F312704/)/<br><br>ユニ・チャーム<br>108-8575 港区三田3-5-27 住友不動産三田ツインビル西館 「お客様相談室」　※電話番号は商品詳細参照<br><br><br>広告文責：株式会社爽快ドラッグ<br><br>[生理用品]</div><!---->,エルディタンポンフィンガータイプ特に多い日(20コ入)[生理用品]：爽快ドラッグ,掃除洗濯健康食品水・ドリンク食料品医薬品ヘルスケアベビー日用品ビューティ家電ペットスポーツリラクゼーションエルディタンポンフィンガータイプ特に多い日(20コ入)[生理用品],生理用品★税抜1900円以上で送料無料★。エルディタンポンフィンガータイプ特に多い日(20コ入)[生理用品][rn]
