14-155501,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_072/4961310093037_ll.jpg?fitin=700:700,736.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,オーディオテクニカ イヤフィットヘッドホン ホワイト ATH-EQ300M WH [ATHEQ300MWH],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>●型式:ダイナミック型<BR>●ドライバー:φ28mm<BR>●出力音圧レベル:102dB/mW<BR>●再生周波数帯域:16 ～24000Hz<BR>●最大入力:500mW<BR>●インピーダンス:20Ω<BR>●質量(コード除く):約20g<BR>●プラグ:φ3.5金メッキステレオミニ,オーディオテクニカ イヤフィットヘッドホン ホワイト ATH-EQ300M WH [ATHEQ300MWH]：エディオン　楽天市場店,オーディオテクニカ イヤフィットヘッドホン ホワイト ATH-EQ300M WH [ATHEQ300MWH],オーディオテクニカ イヤフィットヘッドホン ホワイト ATH-EQ300M WH [ATHEQ300MWH][rn]
14-155502,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_049/4905524978896_ll.jpg?fitin=700:700,2400.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,SONY 密閉ヘッドバンド型ヘッドフォン ブラック MDR-XB450 B [MDRXB450B]【KK9N0D18P】,,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●重低音のグルーブ感をあますところなく伝えるベースブースター。<br>●EXTRA BASS専用30mmドライバー搭載。<br>●高い装着性と気密性を両立したイヤーパッド。<br>●スイーベル機構。<br>●からみにくいセレーションケーブル。<br>●豊富なカラーバリエーション。<br>□商品仕様<br>●型式:密閉ダイナミック<br>●ドライバーユニット:30mmドーム型<br>●感度:102dB/mW<br>●マグネット:ネオジウム<br>●再生周波数帯域:5Hz-22000Hz<br>●インピーダンス:24ohm(1kHzにて)<br>●最大入力:1000mW<br>●コードタイプ:Y(フラット)<br>●入力プラグ:金メッキL型ステレオミニプラグ<br>●コード長:約1.2m<br>●質量:165g(ケーブル除く)<br>●付属品:保証書,SONY 密閉ヘッドバンド型ヘッドフォン ブラック MDR-XB450 B [MDRXB450B]【KK9N0D18P】：エディオン　楽天市場店,SONY 密閉ヘッドバンド型ヘッドフォン ブラック MDR-XB450 B [MDRXB450B]【KK9N0D18P】,SONY 密閉ヘッドバンド型ヘッドフォン ブラック MDR-XB450 B [MDRXB450B]【KK9N0D18P】[rn]
14-155503,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_073/4961310128845_ll.jpg?fitin=700:700,6304.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,【送料無料】オーディオテクニカ 密閉ヘッドバンド型ヘッドフォン ホワイト ATHPRO5MK3WH [ATHPRO5MK3WH],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●新設計φ44mmドライバーで正確なモニターサウンドを実現。新たなダイヤフラムを採用した大口径ドライバーを採用。原音に忠実なモニターサウンドがお楽しみいただけます。<br>●強磁力マグネットにより躍動感あふれるサウンド。強い磁力を持つマグネットを採用することで、楽曲に収録された世界観を余すところなく再現。ジャンルを問わず躍動感あるサウンドが味わえます。<br>●高耐入力1300mWで力強いワイドレンジ再生。高耐入力1300mWを実現。さまざまな音が行き交うクラブの中で、大音量再生しても歪むことのないクリアサウンドで聴くことができます。<br>●180°反転モニター機構で片耳モニタリング可能。スムーズなDJプレイを妨げることのないよう、ハウジングには180°の反転モニター機構を採用しました。すばやく片耳モニタリングすることが可能です。<br>●メンテナンスも手軽に行えるねじ式着脱コード採用。当社独自のネジ式着脱コードを採用。ハードな使用に耐えうるだけでなく、お手入れなどのメンテナンス性に優れていますので、長期間ご愛用いただけます。<br>●用途に合わせて使用できる2種類のタイプ別コードを付属。DJ用カールコードとスマートフォン用マイク付きリモートコントローラーコードを用意。DJプレイからスマホでの自作トラックのリスニングまで、1台でこなせます。<br>□商品仕様<br>【ヘッドホン部】<br>●型式:密閉ダイナミック型<br>●ドライバー:φ44mm<br>●出力音圧レベル:101dB/mW<br>●再生周波数帯域:10～25000Hz<br>●最大入力:1300mW<br>●インピーダンス:38Ω <br>【マイクロフォン部】<br>●型式:コンデンサー型<br>●指向性:全指向性<br>●感度:-41dB(0dB =1V/Pa1kHz)<br>●周波数帯域:100～10000Hz<br>【その他】<br>●質量(コード除く):約250g<br>●付属品:カールコード(着脱式) 片だし1.2m(伸長時3m)、φ6.3/φ3.5mm金メッキステレオ2ウェイプラグ、スマートフォン用マイク付リモートコントローラーコード(着脱式) 片だし1.2m、φ3.5mm金メッキ4極ステレオミニプラグ(L型),【送料無料】オーディオテクニカ 密閉ヘッドバンド型ヘッドフォン ホワイト ATHPRO5MK3WH [ATHPRO5MK3WH]：エディオン　楽天市場店,【送料無料】オーディオテクニカ 密閉ヘッドバンド型ヘッドフォン ホワイト ATHPRO5MK3WH [ATHPRO5MK3WH],【送料無料】オーディオテクニカ 密閉ヘッドバンド型ヘッドフォン ホワイト ATHPRO5MK3WH [ATHPRO5MK3WH][rn]
14-155504,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_088/4975769391286_ll.jpg?fitin=700:700,1208.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,ビクター 密閉型ヘッドフォン ホワイト HA-S160-W [HAS160W],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●コンパクトなハウジングとスリムなヘッドバンドを組み合わせた軽量ボディ。<br>●丈夫で軽量な“メタルヘッドバンド”を採用。やさしいフィット感で長時間リスニングも快適です。<br>●気になる音漏れをおさえ、遮音性に優れた“密閉型レザータイプイヤーパッド”を採用。肌触りもソフトです。<br>●φ30mmの高磁力ネオジウムドライバーユニット搭載により、デジタルサウンドを迫力ある高音質で楽しめます。<br>●横方向スイーベル機構により、ハウジングを軽くフラットに折りたたんで携帯・収納できます。<br>●デジタルオーディオプレーヤーとの接続に便利な1.2mコード。<br>□商品仕様<br>●型式:ダイナミック型<br>●再生周波数帯域:12Hz～24000Hz<br>●インピーダンス:32Ω<br>●出力音圧レベル:103dB/1mW<br>●最大許容入力:500mW<br>●コード:1.2m、φ3.5mm 24金メッキステレオミニプラグ付<br>●質量:66g(コード含まず),ビクター 密閉型ヘッドフォン ホワイト HA-S160-W [HAS160W]：エディオン　楽天市場店,ビクター 密閉型ヘッドフォン ホワイト HA-S160-W [HAS160W],ビクター 密閉型ヘッドフォン ホワイト HA-S160-W [HAS160W][rn]
14-155505,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_135/4975769439094_ll.jpg?fitin=700:700,2142.4000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,JVCケンウッド ステレオヘッドホン ブラック HA-S240-B [HAS240B],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>●カラフルなネオンカラー採用<br>●高磁力ネオジウムドライバーユニット搭載<br>●ディープバスポートで迫力の重低音<br>●携帯・収納の便利な2Way折りたたみ機構<br>●型式：ダイナミック型<br>●出力音圧レベル：103dB/1mW<br>●再生周波数帯域：10Hz～22000Hz<br>●最大許容入力：500mW(IEC規格)<br>●コード：1.2m<br>●入力プラグ：24金メッキステレオミニプラグ<br>●質量（コード含まず）：118g,JVCケンウッド ステレオヘッドホン ブラック HA-S240-B [HAS240B]：エディオン　楽天市場店,JVCケンウッド ステレオヘッドホン ブラック HA-S240-B [HAS240B],JVCケンウッド ステレオヘッドホン ブラック HA-S240-B [HAS240B][rn]
14-155506,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_125/4961310134921_ll.jpg?fitin=700:700,5472.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,【送料無料】オーディオテクニカ ポータブルヘッドフォン SOLID BASS ホワイト ATH-WS550 WH [ATHWS550WH],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●ディープモーション・ドライバー。広大な振動板面積を持つ専用のφ53mmドライバーを搭載。深い振幅と強力な磁気回路により振動能力を最大まで高め、圧倒的な低域を放ちます。<br>●トップマウントPCB方式。振動板の動きをより正確にコントロールするために、PCBをドライバー背面トップにマウント。空気の制動を均一化することで、歪みの少ない低音と明瞭な中高域のバランスを調整します。<br>●エアフローベース・ベンティングシステム。ドライバー特性に応じた最良の位置にベント（空気孔）を配置。筐体内部の空気のバネ性を最適化し、低音の出力能率を向上させることで、上質な低域再生を実現します。<br>●制振エンクロージャーデザイン。リング状に成型したアルミ二ウム材をハウジングにマウントした、強硬なエンクロージャーデザインを採用。ドライバー駆動による不要な共振を頑丈なリングで抑制し、締まりのあるクリアな再生音を引き出します。<br>□商品仕様<br>●型式：密閉ダイナミック型<br>●ドライバー：φ53mm<br>●出力音圧レベル：106dB/mW<br>●再生周波数帯域：8～24000Hz<br>●最大入力：750mW<br>●インピーダンス：38Ω<br>●質量：約254g(コード除く)<br>●プラグ：φ3.5mm金メッキステレオミニプラグ(L型)<br>●コード長：1.2m(Y型※) ※左右のコードの長さが同じです。,【送料無料】オーディオテクニカ ポータブルヘッドフォン SOLID BASS ホワイト ATH-WS550 WH [ATHWS550WH]：エディオン　楽天市場店,【送料無料】オーディオテクニカ ポータブルヘッドフォン SOLID BASS ホワイト ATH-WS550 WH [ATHWS550WH],【送料無料】オーディオテクニカ ポータブルヘッドフォン SOLID BASS ホワイト ATH-WS550 WH [ATHWS550WH][rn]
14-155507,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_133/4548736022423_ll.jpg?fitin=700:700,29600.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,【送料無料】SONY ワイヤレスノイズキャンセリングステレオヘッドセット h.ear on Wireless NC ライムイエロー MDR-100ABN Y [MDR100ABNY],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●ヘッドバンドや、ハウジングなど異なる素材を同系色に統一して塗装したファッショナブルなモデル。<br>●折り畳み機構も採用したBluetooth ノイズキャンセリング対応ポータブルヘッドバンドモデル。<br>□商品仕様<br>【ヘッドホン部】<br>●型式:密閉 ダイナミック<br>●ドライバーユニット:40mm ドーム型(CCAWボイスコイル採用)<br>●感度:103dB/mW(有線接続、電源ON時 1kHzにて)、97dB/mW(有線接続、電源OFF時 1kHzにて)<br>●マグネット:ネオジウム<br>●コード長:約1.2m<br>●入力プラグ:金メッキL型ステレオミニプラグ<br>●質量:約290g<br>【ヘッドホン部(その他)】<br>●電源:DC3.6V 内蔵充電式リチウムイオン電池<br>●充電時間:約6時間<br>●充電方法:USB充電<br>●電池持続時間(連続音声再生時間):最大20時間(ノイズキャンセリング機能ON時)、最大22時間(OFF時)<br>●電池持続時間(連続通話時間):最大18時間(ノイズキャンセリング機能ON時)、最大20時間(OFF時)<br>●電池持続時間(待受時間):最大40時間(ノイズキャンセリング機能ON時)、最大200時間(OFF時)<br>●周波数特性:5Hz-40000Hz(有線接続、電源ON時)<br>●対応インピーダンス:32Ω(有線接続、電源ON時 1kHzにて)、16Ω(有線接続、電源OFF時 1kHzにて)<br>●音声入力端子:マイクロUSB、ステレオミニジャック<br>【マイクロホン部】<br>●型式:エレクトレットコンデンサー型<br>●指向特性:全指向性<br>●有効周波数帯域:100Hz-8000Hz<br>●開回路電圧レベル(0dB=1V/Pa):-35dB(0dB=1V/Pa)<br>●出力インピーダンス:2kΩ<br>【その他】<br>●付属品:ヘッドホンケーブル(約1.2m)、キャリングケース、マイクロUSBケーブル(0.5m),【送料無料】SONY ワイヤレスノイズキャンセリングステレオヘッドセット h.ear on Wireless NC ライムイエロー MDR-100ABN Y [MDR100ABNY]：エディオン　楽天市場店,【送料無料】SONY ワイヤレスノイズキャンセリングステレオヘッドセット h.ear on Wireless NC ライムイエロー MDR-100ABN Y [MDR100ABNY],【送料無料】SONY ワイヤレスノイズキャンセリングステレオヘッドセット h.ear on Wireless NC ライムイエロー MDR-100ABN Y [MDR100ABNY][rn]
14-155508,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_049/4905524942354_ll.jpg?fitin=700:700,2056.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,SONY 密閉ヘッドバンド型ヘッドフォン グレー MDR-ZX310 H [MDRZX310H]【KK9N0D18P】,,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●クイック折りたたみ機構採用。<br>●直径30mmドライバーユニットによる高音質再生。<br>●密閉性の高いイヤーパッドを採用。<br>●本体とカラーを合わせた、からみにくいセレーションコード。<br>□商品仕様<br>●型式:密閉ダイナミック型<br>●ドライバーユニット:30mm ドーム(CCAW)<br>●感度:98dB/mW<br>●再生周波数帯域:10-24000Hz<br>●インピーダンス:24Ω<br>●最大入力:1000mW<br>●入力プラグ:金メッキL型ステレオミニプラグ<br>●コードタイプ:Y型<br>●コード長:約1.2m<br>●質量:約125g(コード含まず),SONY 密閉ヘッドバンド型ヘッドフォン グレー MDR-ZX310 H [MDRZX310H]【KK9N0D18P】：エディオン　楽天市場店,SONY 密閉ヘッドバンド型ヘッドフォン グレー MDR-ZX310 H [MDRZX310H]【KK9N0D18P】,SONY 密閉ヘッドバンド型ヘッドフォン グレー MDR-ZX310 H [MDRZX310H]【KK9N0D18P】[rn]
14-155509,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_052/4907034122790_ll.jpg?fitin=700:700,25440.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,【送料無料】beyerdynamic 密閉ヘッドバンド型ヘッドフォン T51P [T51P],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●1万ガウス(1テスラ)を超える磁束密度を生み出すテスラテクノロジーを用いることで、軽量・シンプルなドライバーながら優れた特性を実現しました。<br>●ブラッシュメタルの表面には、beyerdynamicのロゴがくっきりと浮き出るように光り輝いています。ケーブルはより強く頑丈で滑らかな表面になり、タッチノイズを減らすことが出来ました。ライトシャンパントーンのフルメタルフレームはエレガントさを備えています。<br>●前後90度回転可能なイヤーカップは、ユーザーの頭部にフレキシブルにフィットし、イヤーパッドはT 50 pよりもさらに柔らかいシンセティックレザーと低反発のクッションを採用することで、より快適な装着感を実現しました。<br>●イヤーカップを回転させることにより、コンパクトに折りたたむことができ、付属のナイロン製キャリングケースに収納して持ち運ぶことが出来ます。<br>●付属の6.3mmステレオ標準プラグアダプターを使用してヘッドホンアンプからハイファイリスニングを楽しむことができ、航空機用アダプターを使用して、高音質なインフライトエンタテイメントをお楽しみいただくこともできます。<br>□商品仕様<br>●形式:ダイナミック・密閉型<br>●周波数特性:10Hz～23000Hz<br>●インピーダンス:32Ω<br>●感度(SPL):111dB<br>●歪率:0.2%未満<br>●許容入力:100mW<br>●ヘッドバンド側圧:約2.5N<br>●プラグ:3.5mmステレオミニプラグ、6.3mmステレオ標準プラグアダプター<br>●ケーブル長:1.2m、ストレート<br>●質量:174g(ケーブル含まず)<br>●付属品:キャリングケース、6.3mmステレオ標準プラグアダプター、航空機内用アダプター,【送料無料】beyerdynamic 密閉ヘッドバンド型ヘッドフォン T51P [T51P]：エディオン　楽天市場店,【送料無料】beyerdynamic 密閉ヘッドバンド型ヘッドフォン T51P [T51P],【送料無料】beyerdynamic 密閉ヘッドバンド型ヘッドフォン T51P [T51P][rn]
14-155510,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_137/4573243090375_ll.jpg?fitin=700:700,17107.2000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,【送料無料】PIONEER ヘッドバンド型ヘッドフォン ブラック SE-MHR5 [SEMHR5],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>●広帯域7Hz～50kHzのハイレゾ音源再生を実現する自社開発Φ40mmドライバー搭載。<br>●遮音性能を高め、タイトでクリアな低音を実現するチャンバー構造。<br>●周波数特性の変動を抑制する入力端子構造。<br>●交換が可能な着脱式片出しコード。<br>●低反発ウレタンクッションとレザータイプ素材を使用したヘッドバンドとイヤーパッドにより、長時間リスニングでもソフトで快適な装着感を実現。<br>●携帯に便利な2通りの折り畳み方式を採用。<br>●持ち運びの際に便利なキャリングポーチ付属。<br>●型式：密閉型ダイナミック<br>●使用ユニット：φ40mm<br>●出力音圧レベル：102dB / 0.2V入力時 at 1kHz<br>●再生周波数帯域：7Hz ～ 50000Hz<br>●最大入力：1000mW(JEITA)<br>●インピーダンス：45Ω<br>●接続コード：1.2m(OFCリッツ線)<br>●プラグ：φ3.5mmステレオミニプラグ(金メッキ)<br>●質量：240g(コード含まず)<br>●付属品：バランスコード(1.2m、2.5mm4極プラグ)、キャリングポーチ,【送料無料】PIONEER ヘッドバンド型ヘッドフォン ブラック SE-MHR5 [SEMHR5]：エディオン　楽天市場店,【送料無料】PIONEER ヘッドバンド型ヘッドフォン ブラック SE-MHR5 [SEMHR5],【送料無料】PIONEER ヘッドバンド型ヘッドフォン ブラック SE-MHR5 [SEMHR5][rn]
14-155511,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_073/4961310129019_ll.jpg?fitin=700:700,14240.0000,,TV・オーディオ・カメラ > オーディオ > ヘッドホン・イヤホン,【送料無料】オーディオテクニカ ゲーム用ヘッドセット ATHPDG1 [ATHPDG1],,<img src=http://image.rakuten.co.jp/edion/cabinet/goods/ll/warranty/imgrc0065712695.jpg><br>□商品説明<br>●フィールドゲームに最適な音質チューニングを施した専用設計φ40mmドライバーを搭載し、クリアで広大な音場表現。<br>●開放感のある美しい中高域を再生する独自オープンエアー構造<br>●オーディオテクニカ独自の音響技術を採用したマイクロホンで快適なボイスチャットを実現。<br>●長時間プレイに最適な軽量メタルバンドと通気性の良い布製イヤパッド。<br>●さまざまな機器やシーンで使える3種類の着脱式コードを用意。ボリューム/ミュートの操作が手元でこなせるグースネックタイプのマイク付き1.2mコード、デスクトップPCでのゲームプレイに最適な2.0m延長コード、ポータブル機器に最適な1.2mのスマートフォン用マイク付きコード。<br>□商品仕様<br>【ヘッドホン部】<br>●型式：オープンエアーダイナミック型　<br>●ドライバー：φ40mm　<br>●出力音圧レベル：92dB/mW　<br>●再生周波数帯域：20～20000Hz　<br>●最大入力：1300mW　<br>●インピーダンス：39Ω　<br>【マイクロホン部(スマートフォン用コード)】<br>●型式：コンデンサー型<br>●指向性：全指向性<br>●感度：-40dB（0dB =1V/Pa 1kHz）<br>●周波数帯域：100～10000Hz<br>【マイクロホン(プラグインパワー方式　PC用コード)】<br>●型式：バ ックエレクトレットコンデンサー型<br>●指向性：単一指向性<br>●感度：-38dB（0dB =1V/Pa 1kHz）<br>●周波数帯域：250～16000Hz<br>●質量：約225g（コード除く）<br>●付属品：PC用コード/片出し1.2m・Φ3.5mm金メッキステレオ4極ミニプラグ、スマートフォン用コード/片出し1.2m・Φ3.5mm金メッキステレオ4極ミニプラグ(L型)、PC用延長コード（ヘッドホン×1、マイク×1）2.0m<br>●交換イヤパッド（別売）： HP-PDG1<br>●交換コード（別売）： P C用コード、スマートフォン用コード、PC用延長コード（ヘッドホン×1、マイク×1）,【送料無料】オーディオテクニカ ゲーム用ヘッドセット ATHPDG1 [ATHPDG1]：エディオン　楽天市場店,【送料無料】オーディオテクニカ ゲーム用ヘッドセット ATHPDG1 [ATHPDG1],【送料無料】オーディオテクニカ ゲーム用ヘッドセット ATHPDG1 [ATHPDG1][rn]
