14-197101,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_056/4943765037491_ll.jpg?fitin=700:700,944.0000,,パソコン・周辺機器 > マウス・キーボード・入力機器 > マウス,ロジクール ワイヤレスマウス アイボリーホワイト M235RIW [M235RIW],,□商品説明<br>●どちらの手もハッピーに。ソフトなサイドグリップと快適な形状により、長時間使用しても疲れません。<br>●1年間の電池寿命。スマートスリープモード採用の省電力設計で、最大12ヶ月間電池交換が不要です。<br>●マウスのグローバルリーダー、ロジクールが提供する最高の品質と信頼性。<br>●他の光学マウスが対応できない表面でも、精確なクリックとポインティングを実現できます。<br>●小型レシーバーはノートパソコンに簡単に収まります。<br>●対応しているワイヤレスマウスまたはキーボードを簡単に追加接続できます。<br>□商品仕様<br>●対応OS:Windows XP / Windows Vista / Windows 7/ Windows 8/ Windows RT/ Mac OS 10.5以降<br>●センサー方式:レーザーグレードトラッキング<br>●解像度dpi:1000<br>●対スピード性能:20インチ/秒<br>●総ボタン数 (チルト機能含む):3<br>●スクロールホイール:有<br>●チルト機能:無<br>●使用電池:単三形乾電池x1本<br>●電池寿命:最大12ヶ月<br>●操作距離:約10m<br>●無線方式:アドバンス2.4GHzテクノロジー (Unifying対応)<br>●接続I/F:USB <br>●マウス本体寸法:W5.5×D9.5×H3.87cm<br>●マウス質量:84g(電池含む)<br>●レシーバー寸法:超小型レシーバーW1.44×D1.87×H0.61cm<br>●レシーバー質量:2g,ロジクール ワイヤレスマウス アイボリーホワイト M235RIW [M235RIW]：エディオン　楽天市場店,ロジクール ワイヤレスマウス アイボリーホワイト M235RIW [M235RIW],ロジクール ワイヤレスマウス アイボリーホワイト M235RIW [M235RIW][rn]
14-197102,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_080/4969887667965_ll.jpg?fitin=700:700,800.0000,,パソコン・周辺機器 > マウス・キーボード・入力機器 > マウス,サンワサプライ 光学式マウス ホワイト MA-117HW [MA117HW],,□商品説明<br>●赤色の光学式より感度の高い青色LEDセンサーブルー・テックを搭載しています。しかも光拡散を抑えて集光率を高めるデュアルレンズ構造で、高い読み取り性能を実現。光沢感のあるデスク面でもマウスパッドなしでスムーズな操作感を実現します。<br>●用途に合わせてカーソルスピードを1600カウント、1000カウントに切り替えることが出来ます。切り替えは、カウント切り替えボタンを押すだけのスピード・簡単切り替えです。<br>●サイドにも2ボタンを搭載しており、Webブラウザで「進む・戻る」の操作がスピーディに行えます。 ※Apple Macシリーズでは、サイドボタン機能は動作しません。<br>●ホイールボタンを搭載しており、画面スクロールが可能で、インターネットやエクセルの操作が快適に行えます。<br>●手にフィットする中型サイズのエルゴノミクスデザインで、サイドにラバーを施し、男性の方にも女性の方にも使いやすいマウスです。<br>□商品仕様<br>●対応機種:Windows搭載(DOS/V)パソコン、Apple Macシリーズ(2サイドボタン機能は動作しません) ※USBポート(Aタイプコネクタ)を持つ機種。<br>●対応OS:Windows 7 / Vista / XP / 2000、Mac OS X(10.2以降)<br>●インターフェース:USB HID仕様バージョン1.1準拠 ※USB2.0インターフェースでもご使用になれます。<br>●コネクタ形状:USBコネクタ(Aタイプ)<br>●分解能:1600・1000カウント/インチ<br>●読取り方式:ブルー・テックセンサー方式<br>●ボタン:2ボタン、2サイドボタン、ホイール(スクロール)ボタン、カウント切り替えボタン<br>●ケーブル長:1.5m<br>●寸法:W6.8×H4.0×D10.45cm<br>●付属品:取扱説明書,サンワサプライ 光学式マウス ホワイト MA-117HW [MA117HW]：エディオン　楽天市場店,サンワサプライ 光学式マウス ホワイト MA-117HW [MA117HW],サンワサプライ 光学式マウス ホワイト MA-117HW [MA117HW][rn]
14-197103,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_080/4969887668825_ll.jpg?fitin=700:700,1765.6000,,パソコン・周辺機器 > マウス・キーボード・入力機器 > マウス,サンワサプライ ワイヤレスブルーテックマウス レッド MA-NANOH11R [MANANOH11R],,□商品説明<br>●赤色の光学式より感度の高いブルーLEDセンサーを搭載、しかも光拡散を抑えて集光率を高めるデュアルレンズ構造で、高い読み取り性能を実現しました。光沢感のあるガラス面でもスムーズな操作感を実現します。<br>●洗練されたエルゴノミクスデザインとサイドラバーグリップで、マウスに手を添えた瞬間にフィットし、操作を快適に行えます。<br>●ケーブルを気にせず使えるワイヤレスタイプです。電波障害に強い2.4GHzデジタル帯だから、通信範囲が半径10mと広範囲で安定したデータ通信が可能です。<br>●14.5×19mmの極小レシーバーなので、ノートパソコンに装着した際の出っぱりもわずか8mm、ノートパソコンにレシーバーを装着したままの持ち運びや保管する場合にも邪魔になりません。<br>●サイドにも「戻る・進む」の2ボタンを搭載しており、Webブラウザで操作をスピーディに行えます。 ※Apple Macシリーズではご使用できません。<br>●用途に合わせてカーソルスピードを1000カウント、500カウントに切り替えることができます。カウント切り替えボタンを押すだけのスピード簡単切り替えです。<br>●ノートPCのUSBポートを空ける必要がある場合でも、マウス本体にレシーバーを収納できるので、紛失の心配がありません。電池収納口とは別に、マウス裏面に差し込むだけの収納口があるので収納時の煩わしさがなく、簡単に収納できます。<br>□商品仕様<br>●対応機種:Windows搭載(DOS/V)パソコン、Apple Macシリーズ ※標準でUSBポート(Aタイプコネクタ)を持つ機種。Macシリーズでは、2サイドボタンは使用できません。<br>●対応OS:Windows 7・Vista・XP・2000、Mac OS X(10.2以降) ※機種により対応できないものもあります。<br>●インターフェース:USB HID仕様バージョン1.1準拠 ※USB2.0インターフェースでもご使用になれます。<br>●コネクタ形状:USBコネクタ(Aタイプ)<br>●ワイヤレス方式:2.4GHz RF電波方式 AUTO LINK(32チャンネル×2の24乗ID) ※マウスとレシーバー間のIDは固定です。<br>●通信範囲:木製机(非磁性体)/半径約10m、スチール机(磁性体)/半径約2m <br>●分解能:1000・500カウント/インチ<br>●読み取り方式:ブルーLED光学センサー方式<br>●ボタン:2ボタン、2サイドボタン、ホイールボタン、カウント切り替えボタン<br>●電池性能:連続作動時間/約100時間、連続待機時間/約6250時間、使用可能日数/約2ヵ月間 ※1日8時間パソコンを使用中に、マウス操作を2時間程度行う場合(アルカリ単三乾電池使用時)<br>●寸法:マウス/W8.1×H3.6×D11.0cm、レシーバー/W1.45×H0.65×D1.9cm<br>●質量:マウス/67g(電池含まず)、レシーバー/4g<br>●付属品:超小型レシーバー×1、単三乾電池(テスト用)×1本、取扱説明書,サンワサプライ ワイヤレスブルーテックマウス レッド MA-NANOH11R [MANANOH11R]：エディオン　楽天市場店,サンワサプライ ワイヤレスブルーテックマウス レッド MA-NANOH11R [MANANOH11R],サンワサプライ ワイヤレスブルーテックマウス レッド MA-NANOH11R [MANANOH11R][rn]
14-197104,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_080/4969887668573_ll.jpg?fitin=700:700,768.0000,,パソコン・周辺機器 > マウス・キーボード・入力機器 > マウス,サンワサプライ ケーブル巻取り光学式マウス ブラック MA-MA6BK [MAMA6BK],,□商品説明<br>●ケーブルを巻き取ることができ、超小型サイズで携帯・モバイルに最適です。またケーブルの長さを調節できるので、机の上で余ったケーブルが邪魔になりません。<br>●手首一振りで画面の端まで移動可能な800カウント高分解能です。手元スペースやマウスパッドの大きさを選ばず、スピーディーな快適作業環境を実現します。<br>●操作性に信頼がある光学センサー方式です。ボールがないから頻繁なメンテナンスは不要です。<br>●Windows標準ドライバでそのまま使える簡単接続タイプです。<br>●スクロール機能を搭載しており、インターネットが快適に操作できます。<br>□商品仕様<br>●対応機種:Windows搭載(DOS/V)パソコン、NEC PC98-NXシリーズ、Apple Macシリーズ ※USBポート(Aタイプコネクタ)を持つ機種。<br>●対応OS:Windows 7・Vista・XP・2000・Me・98SE・98及びMac OS X(10.2以降) ※機種により対応できないものもあります。<br>●インターフェース:USB HID仕様バージョン1.1準拠 ※USB2.0インターフェースでも使用できます。<br>●コネクタ形状:USBコネクタ(Aタイプ)<br>●分解能:800count/inch<br>●読み取り方式:光学センサー方式<br>●ボタン:2ボタン、ホイール(スクロール)ボタン<br>●ケーブル長:0～0.7m(巻き取り耐久性2000回)<br>●寸法:W4.6×H3.3×D7.3cm<br>●質量:44g<br>●付属品:取扱説明書,サンワサプライ ケーブル巻取り光学式マウス ブラック MA-MA6BK [MAMA6BK]：エディオン　楽天市場店,サンワサプライ ケーブル巻取り光学式マウス ブラック MA-MA6BK [MAMA6BK],サンワサプライ ケーブル巻取り光学式マウス ブラック MA-MA6BK [MAMA6BK][rn]
14-197105,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_056/4943508076794_ll.jpg?fitin=700:700,1096.0000,,パソコン・周辺機器 > マウス・キーボード・入力機器 > マウス,Groovy 光学式トラックボールマウス ブラック GM-OPTB02B [GMOPTB02B]【NYOA】,,□商品説明<br>●トラックボールマウスが光学式にバージョンアップ!<br>●どんな場所でもどんな姿勢でも正確に操作できるようになりました。<br>●「GM-TB001」の後継機。心臓部であるセンサーが600dpiの光学式(オプティカル)にアップグレードされています。<br>□商品仕様<br>●対応OS:Windows 8/7/VISTA/XP/2000/ME<br>●光学式センサー:600dpi、スクロール機能有<br>●ケーブル長:155cm<br>●寸法:W4.8×H5.5×全長7.7cm<br>●質量:90g,Groovy 光学式トラックボールマウス ブラック GM-OPTB02B [GMOPTB02B]【NYOA】：エディオン　楽天市場店,Groovy 光学式トラックボールマウス ブラック GM-OPTB02B [GMOPTB02B]【NYOA】,Groovy 光学式トラックボールマウス ブラック GM-OPTB02B [GMOPTB02B]【NYOA】[rn]
14-197106,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_056/4943508076800_ll.jpg?fitin=700:700,1096.0000,,パソコン・周辺機器 > マウス・キーボード・入力機器 > マウス,Groovy 光学式トラックボールマウス ホワイト GM-OPTB02W [GMOPTB02W]【NYOA】,,□商品説明<br>●トラックボールマウスが光学式にバージョンアップ!<br>●どんな場所でもどんな姿勢でも正確に操作できるようになりました。<br>●「GM-TB001」の後継機。心臓部であるセンサーが600dpiの光学式(オプティカル)にアップグレードされています。<br>□商品仕様<br>●対応OS:Windows 8/7/VISTA/XP/2000/ME<br>●光学式センサー:600dpi、スクロール機能有<br>●ケーブル長:155cm<br>●寸法:W4.8×H5.5×全長7.7cm<br>●質量:90g,Groovy 光学式トラックボールマウス ホワイト GM-OPTB02W [GMOPTB02W]【NYOA】：エディオン　楽天市場店,Groovy 光学式トラックボールマウス ホワイト GM-OPTB02W [GMOPTB02W]【NYOA】,Groovy 光学式トラックボールマウス ホワイト GM-OPTB02W [GMOPTB02W]【NYOA】[rn]
14-197107,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_135/4950190357483_ll.jpg?fitin=700:700,664.0000,,パソコン・周辺機器 > マウス・キーボード・入力機器 > マウス,BUFFALO 無線IR LEDマウス 3ボタン ホワイト BSMRW21WH [BSMRW21WH],,●使いやすく無駄な機能を省いたシンプル、スタンダード無線マウス。<br>●左右どちらの手でも使えるシンメトリーデザイン。<br>●オートスリープ機能付。<br>●約8ヶ月電池交換不要な節電モデル。<br>●最大10mの操作距離を実現する2.4GHzワイヤレスマウス。<br>●古いPCをお使いの方にもうれしいWindows Vista/XP対応。<br>●RoHS基準値準拠。<br>●対応機種:USB端子搭載のWindowsパソコン、Mac<br>●対応OS:Windows 10(64/32) / 8.1(64/32) / 8(64/32) / 7(64/32) / Vista(64/32) / XP、Mac 10.4～ ※本製品は日本語OSのみサポートしています。<br>●インターフェース:USB<br>●センサー方式:IR LED光学式<br>●分解能:1200dpi<br>●電波周波数:2.4GHz<br>●電源:電池(単3×1)<br>●電波到達距離:[非磁性体(木の机など)]約10m [磁性体(鉄製の机など)]約3m ※バッファロー社テスト値につき、保証値ではありません。環境によって異なります。<br>●アルカリ乾電池を使用時の目安:[連続動作時間]132時間 [連続待機時間]1489日 [想定使用可能時間]250日(約8カ月) ※自然放電を考慮しないバッファロー社計算値のため保証値ではありません。1日8時間のマウス操作のうち5%をマウスに割り当てた場合。<br>●動作環境:温度5℃～40℃、湿度5%～85%(結露なきこと)<br>●外形寸法:[マウス]W5.7×H3.5×D9.6cm [レシーバー]W1.5×H0.6×D1.9cm<br>●質量:[マウス]約55g(電池含まず) [レシーバー]約2g<br>●製品構成:本体、レシーバー、取扱説明書、単3電池1本(※動作確認用),BUFFALO 無線IR LEDマウス 3ボタン ホワイト BSMRW21WH [BSMRW21WH]：エディオン　楽天市場店,BUFFALO 無線IR LEDマウス 3ボタン ホワイト BSMRW21WH [BSMRW21WH],BUFFALO 無線IR LEDマウス 3ボタン ホワイト BSMRW21WH [BSMRW21WH][rn]
14-197108,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_133/4943765043935_ll.jpg?fitin=700:700,792.0000,,パソコン・周辺機器 > マウス・キーボード・入力機器 > マウス,ロジクール ワイヤレスマウス ブルー M171BL [M171BL],,□商品説明<br>●ロジクールのアドバンス2.4GHzワイヤレステクノロジーにより、有線の信頼性を維持しながらワイヤレスの利便性を実現。<br>●最大12カ月電池交換が不要です。ON/OFFスイッチとスマートスリープモード採用で電力を節約できます。 ※電池寿命は使用状況によって異なります。<br>●信頼性の高いワイヤレス接続で最大10Mの範囲で自由にマウスを使うことができます。超小型レシーバーはパソコンのUSBポートに常に挿したままにしておくことができます。<br>□商品仕様<br>●必要システム:Windows 7、Windows 8、Windows 10以降、Mac OS X 10.8 以降、Chrome OS&trade;、Linux<br>●センサー方式:アドバンス オプティカル トラッキング<br>●解像度:1000dpi<br>●総ボタン数:3<br>●スクロールホイール:有<br>●チルト機能:無<br>●操作距離:約10m<br>●無線方式:アドバンス2.4GHzワイヤレステクノロジー<br>●接続I/F:USB<br>●使用電池:単三形乾電池x1本 (本体装着済み)<br>●電池寿命:最大12ヶ月<br>●寸法:[マウス]W6.15×H9.77×D3.52cm [レシーバー]W1.44×H0.61×D1.87(本体電池カバー内に収納)<br>●質量(電池含む):[マウス]70.5g [レシーバー] 2g<br>●パッケージ内容:製品本体、レシーバー、取扱説明書,ロジクール ワイヤレスマウス ブルー M171BL [M171BL]：エディオン　楽天市場店,ロジクール ワイヤレスマウス ブルー M171BL [M171BL],ロジクール ワイヤレスマウス ブルー M171BL [M171BL][rn]
14-197109,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_148/4950190358862_ll.jpg?fitin=700:700,1000.0000,,パソコン・周辺機器 > マウス・キーボード・入力機器 > マウス,BUFFALO 有線BlueLEDマウス(Sサイズ) Premium Fit ブラック BSMBU500SBK [BSMBU500SBK],,□商品説明<br>●お客様が握って、使って心地よいと感じていただけるPREMIUM FITマウス。<br>●誤操作を軽減する“アンダーサイドボタン(特許出願中)”を採用!<br>●読取りセンサーに高感度BlueLEDを採用し、抜群の読取り性能を実現。<br>●静音ボタンを採用し、カチカチ音のしない心地よい環境を提供します。<br>●横スクロールやカーソル速度変更機能など、快適なPC操作が可能に。※横スクロール機能には、ドライバーのインストールが必要です。※横スクロール機能は、Windowsのみ対応しています。<br>●快適操作を実現するカーソル速度切り替えスイッチ搭載。<br>●電池不要の有線モデル。<br>●手の小さい人にお勧めのSサイズモデル。<br>●RoHS基準値準拠。<br>□商品仕様<br>●対応機種:USB端子搭載のWindowsパソコン、Mac<br>●対応OS:Windows 7/8.1/10、Mac OS X 10.6～ ※アンダーサイドボタンの「進む」「戻る」機能、横スクロール機能はWindowsのみ対応しています。<br>●インターフェース:USB Type-A<br>●センサー方式:BlueLED光学式<br>●分解能DPI:1000/1600dpi<br>●動作環境:温度5℃～40℃、湿度5%～85%(結露なきこと)<br>●ケーブル長:約1.5m<br>●本体寸法:W6.9×H3.9×D9.7cm ※突起物含まず<br>●本体質量:約80g(ケーブル含む)<br>●製品構成:本体、取扱説明書,BUFFALO 有線BlueLEDマウス(Sサイズ) Premium Fit ブラック BSMBU500SBK [BSMBU500SBK]：エディオン　楽天市場店,BUFFALO 有線BlueLEDマウス(Sサイズ) Premium Fit ブラック BSMBU500SBK [BSMBU500SBK],BUFFALO 有線BlueLEDマウス(Sサイズ) Premium Fit ブラック BSMBU500SBK [BSMBU500SBK][rn]
14-197110,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_061/4953103430044_ll.jpg?fitin=700:700,1980.8000,,パソコン・周辺機器 > マウス・キーボード・入力機器 > マウス,エレコム ワイヤレスBlueLEDマウス ブルー M-BL22DBBU [MBL22DBBU],,□商品説明<br>●ホイール傾けるだけで横スクロールが可能なチルトホイールを搭載したBlueLEDマウスです。<br>●ホイールだけで上下左右にスクロールが可能で、ExcelやWeb使用時の作業効率が大幅に向上します。<br>●※ドライバのインストールが必要です。ドライバはエレコム社Webサイトからダウンロード可能です。<br>●Webページ閲覧の効率を上げる「進む」、「戻る」ボタンを搭載した5ボタンタイプです。<br>●ボタンの機能割り当ては、無料でダウンロードできる「エレコム マウスアシスタント」を利用して変更可能です。※Windows RTには対応していません。<br>●本体上部にポインタ速度変更ボタンを装備し、用途にあわせてマウスのカーソル速度を800/1600カウントの2段階に切り替え可能です。<br>●小さな凹凸やホコリでもより正確に光が反射し、場所を選ばずに快適に使用できるBlueLEDを搭載しています。<br>●無線方式は2.4GHz帯を採用し、非磁性体で約10m、スチールデスクなど磁性体上でも約3mの範囲で使用可能です。(エレコム社調べ)<br>●ノートパソコンのUSBポートに接続しても気にならず、装着したまま持ち運び可能な1円玉サイズのマイクロレシーバを採用しています。<br>●レシーバはマウス本体内に収納可能なので、持ち運びに便利で、レシーバを紛失する心配を軽減します。<br>●本体裏面に電源スイッチがあり、不使用時の電池の消耗を防止できます。<br>●電池の交換時期をお知らせする電池残量表示ランプを搭載しています。<br>●ディープなグリップ感で、精密な読み取り性能をアシストするエルゴノミクスデザインを採用しています。<br>□商品仕様<br>●インターフェイス：USB <br>●コネクタ形状：USB(A)オス <br>●対応機種：USBインターフェイスを装備したWindowsパソコン、Macintosh <br>●対応OS：Windows RT8.1、Windows 8.1、Windows 7、Windows Vista、Windows XP、Mac OS X 10.6、OS X 10.7、OS X 10.8、OS X 10.9 ※各OSの最新バージョンへのアップデートや、サービスパックのインストールが必要になる場合があります。※Windows RT8.1では横スクロール機能は使用できません。 <br>●分解能：800/1600カウント(切替可能) <br>●通信方式：GFSK方式 <br>●電波周波数：2.4GHz帯 <br>●電波到達距離：磁性体(鉄の机など)の上で使用する場合/3m、非磁性体(木の机など)の上で使用する場合/10m <br>●読取り方式：光学センサー方式 <br>●射出光線種類：可視波長域 <br>●LED色：ブルー <br>●ボタン数：5個 ※ホイールボタン含む <br>●ホイール数：1個 <br>●横スクロール機能：○ <br>●レシーバ収納：○ <br>●連続動作時間：約222時間 <br>●連続待機時間：約416日 <br>●想定電池使用期間：約390日 ※1日8時間のパソコン操作中5%をマウス操作に割り当てた場合 <br>●電源(本体)：単3形アルカリ乾電池、単3形マンガン乾電池、単3形ニッケル水素電池のいずれか1本 <br>●定格電圧(本体)：1.5V<br>●外形寸法(マウス本体)：幅72.2mm×奥行105.1mm×高さ41.5mm <br>●サイズ分類：Mサイズ <br>●質量(マウス本体)：約74g ※電池を含まず <br>●外形寸法(レシーバ)：幅15.6mm×奥行19.3mm×高さ7.1mm <br>●質量(レシーバ)：約2g <br>●付属品：動作確認用単3形アルカリ乾電池×1、ユーザーズマニュアル×1,エレコム ワイヤレスBlueLEDマウス ブルー M-BL22DBBU [MBL22DBBU]：エディオン　楽天市場店,エレコム ワイヤレスBlueLEDマウス ブルー M-BL22DBBU [MBL22DBBU],エレコム ワイヤレスBlueLEDマウス ブルー M-BL22DBBU [MBL22DBBU][rn]
14-197111,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_145/4953103292420_ll.jpg?fitin=700:700,2278.4000,,パソコン・周辺機器 > マウス・キーボード・入力機器 > マウス,エレコム ワイヤレスレーザーマウス(高速スクロール・チルトホイール・Lサイズ) ブルー M-LS16DLBU [MLS16DLBU],,□商品説明<br>●高精度と省電力を両立した最新鋭のレーザーセンサーを搭載した、微細な動きも確実にカーソルに伝えるレーザーマウスです。<br>●ディープなグリップ感で、精密な読み取り性能をアシストするエルゴノミクスデザインを採用しています。<br>●手になじみやすく、動かしやすいラージサイズです。<br>●Webページ閲覧の効率を上げる「戻る」、「進む」ボタンを搭載した5ボタンタイプです。<br>●無料でダウンロードできる「エレコムマウスアシスタント」を利用することで、各ボタンにお好みの機能を割り当てることができます。<br>●一気に数千行をスクロールできる、高速スクロール機能を搭載しています。<br>●ホイールの引っかかりがなく、高速スクロールモードと、1行ずつ正確に回転できる通常スクロールモードを手元のボタンで簡単に切替可能です。<br>●ホイールを傾けるだけで左右にスクロールできるチルトホイールを搭載しています。※ドライバのインストールが必要です。ドライバはメーカーサイトからダウンロード可能です。<br>●無線方式は2.4GHz帯を採用し、非磁性体で約10m、スチールデスクなど磁性体上でも約3mの範囲で使用可能です。(メーカー調べ)<br>●ポインタ速度変更ボタンを装備し、用途にあわせてマウスのカーソル速度を1000/2000カウントの2段階に切り替え可能です。<br>●左右のボタンには耐久性において信頼性が高く、クリック感にも定評のあるOMRON社製スイッチを採用しています。<br>●ノートパソコンのUSBポートに接続しても気にならず、装着したまま持ち運び可能な1円玉サイズのマイクロレシーバを採用しています。<br>●レシーバはマウス本体内に収納可能なので、持ち運びに便利で、レシーバを紛失する心配を軽減します。<br>●本体裏面に電源スイッチがあり、不使用時の電池の消耗を防止できます。<br>●電池の交換時期をお知らせする電池残量表示ランプを搭載しています。<br>●※ご使用いただくうちに、汗や油によってマウスのラバー部分に白い粉のようなものが現れることがございます。こまめにお手入れをしてお使いください。<br>□商品仕様<br>●サイズ分類:Lサイズ<br>●対応機種:USBインターフェイスを装備したWindowsパソコン、Macintosh<br>●対応OS:Windows10、Windows RT8.1、Windows 8.1、Windows 7、Windows Vista、Mac OS X 10.11<br>●インターフェイス:USB<br>●コネクタ形状:USB(A)オス<br>●分解能:1000/2000カウント(切り替え可能)<br>●通信方式:GFSK方式<br>●電波周波数:2.4GHz帯<br>●電波到達距離:[磁性体(鉄の机など)の上で使用する場合]3m、[非磁性体(木の机など)の上で使用する場合]10m<br>●読取り方式:レーザー方式<br>●レーザー規格:JIS C6802及び国際標準化機関IEC60825-1に基づいたCLASS1に準拠<br>●射出光線種類:不可視波長域<br>●ボタン数:5個 ※ホイールボタン含む<br>●ホイール数:1個<br>●その他機能:横スクロール機能、レシーバ収納<br>●電源(本体):単4形アルカリ乾電池、単4形マンガン乾電池、単4形ニッケル水素電池のいずれか2本<br>●定格電圧(本体):1.5V<br>●連続動作時間:約195時間<br>●連続待機時間:約750日<br>●想定電池使用期間:約405日<br>●外形寸法:[マウス本体]W6.32×H4.06×D11.1cm [レシーバ]W1.5×H0.6×D1.8cm<br>●質量:[マウス本体]約80g ※電池含まず [レシーバ]約2g<br>●付属品:動作確認用単4形アルカリ乾電池×2、ユーザーズマニュアル×1,エレコム ワイヤレスレーザーマウス(高速スクロール・チルトホイール・Lサイズ) ブルー M-LS16DLBU [MLS16DLBU]：エディオン　楽天市場店,エレコム ワイヤレスレーザーマウス(高速スクロール・チルトホイール・Lサイズ) ブルー M-LS16DLBU [MLS16DLBU],エレコム ワイヤレスレーザーマウス(高速スクロール・チルトホイール・Lサイズ) ブルー M-LS16DLBU [MLS16DLBU][rn]
