14-118301,http://tshop.r10s.jp/naturavie/cabinet/soaper/s_bon_fl_rn.jpg?fitin=700:700,2000.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,ボンヌプランツ フェイスローション ローズ＆ネロリ 120ml ＜化粧水＞【スウィーツソーパー】☆,,"特別な植物エキスで肌を潤し肌を活かす<br>
<br>
水を一切使わず、植物そのものがもつ水分を特別な方法で抽出した、<br>
植物エキスとフローラルウォーターがベース成分の化粧水。<br>
植物が持つ自然な保水・保湿を肌で実感。<br>
タイプ別にアロマオイルを配合し、お肌と心を癒します。",ボンヌプランツ フェイスローション ローズ＆ネロリ 120ml ＜化粧水＞【スウィーツソーパー】☆：ナチュラヴィ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ボンヌプランツ フェイスローション ローズ＆ネロリ 120ml ＜化粧水＞【スウィーツソーパー】☆,ボンヌプランツ フェイスローション ローズ＆ネロリ 120ml ＜化粧水＞【スウィーツソーパー】☆[rn]
14-118302,http://tshop.r10s.jp/naturavie/cabinet/soaper/s_harv_lo.jpg?fitin=700:700,2800.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,スウィーツソーパー ハーベストローション ＜化粧水＞ ペリーラパープル【赤紫蘇】100ml☆,,"化粧水　ハーベストローション ペリーラパープル 100ml<br>
<br>
福岡芦屋のあたか農園で農薬を使用せず栽培された赤紫蘇を、旬の6月から7月に収穫し、<br>
水や水蒸気そして過度な熱を加えることなく丁寧に赤紫蘇エキスを作りあげました。<br>
浸透力に優れたそのエキスは、赤紫蘇が持つ鎮静・抗菌・保湿などの効果をすみやかに肌へ届けます。<br>
また、赤紫蘇には老化の大敵「活性酸素」に効果のあるロズマリン酸が豊富に含まれています。<br>
しわやしみの原因のひとつとなる活性酸素。まさに美容水といえる赤紫蘇化粧水です。<br><br>

赤紫蘇エキスのパワーを引き出すために、最小限の成分でレシピを考えられたローションは、<br>
敏感肌をはじめトラブル肌の方にとくにお勧めしています。<br>
季節の変わり目や体調の変化などからくるゆらいだ時期の肌も正常な状態へと導く癒しのローションです。<br><br>

香りの効果としてブレンドされた、<br>
フランキンセンスとパチュリーそして赤紫蘇のオリエンタルハーバルな香りが気持ちを落ち着かせ、<br>
効果的なスキンケア環境を整えてくれます。",スウィーツソーパー ハーベストローション ＜化粧水＞ ペリーラパープル【赤紫蘇】100ml☆：ナチュラヴィ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得スウィーツソーパー ハーベストローション ＜化粧水＞ ペリーラパープル【赤紫蘇】100ml☆,スウィーツソーパー ハーベストローション ＜化粧水＞ ペリーラパープル【赤紫蘇】100ml☆[rn]
14-118303,http://tshop.r10s.jp/naturavie/cabinet/nesno/s_nesno_serum.jpg?fitin=700:700,1638.4000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,nesno ネスノ バランスセラム〈化粧水〉 210ml【あす楽】☆,,"さらっと、しっとり<br>
美肌の湯と呼ばれる温泉に共通して含まれる成分「メタケイ酸・カルシウム・マグネシウム」を独自のバランスで配合。<br>
さらっと水のような使い心地ですが、使い続けるほどに内側からうるおっていきます。<br>
また、ニキビの原因となるオイルも一切使用していません。",nesno ネスノ バランスセラム〈化粧水〉 210ml【あす楽】☆：ナチュラヴィ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得nesno ネスノ バランスセラム〈化粧水〉 210ml【あす楽】☆,nesno ネスノ バランスセラム〈化粧水〉 210ml【あす楽】☆[rn]
14-118304,http://tshop.r10s.jp/naturavie/cabinet/aubrey/s_aub_st.jpg?fitin=700:700,1600.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,オーブリーオーガニクス シーアスター トナー 100ml スプレータイプの化粧水 【AUBREY ORGANICS】☆,,"オーブリーオーガニクス <br>
シーアスター トナー <br><br>

シンプルな処方のアルコールフリー化粧水<br><br>

刺激を感じやすい肌にうるおいを与え、<br>
すこやかに保つアルコールフリーの化粧水です。<br>
(スプレータイプ)",オーブリーオーガニクス シーアスター トナー 100ml スプレータイプの化粧水 【AUBREY ORGANICS】☆：ナチュラヴィ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得オーブリーオーガニクス シーアスター トナー 100ml スプレータイプの化粧水 【AUBREY ORGANICS】☆,シンプルな処方のアルコールフリー化粧水。オーブリーオーガニクス シーアスター トナー 100ml スプレータイプの化粧水 【AUBREY ORGANICS】☆[rn]
14-118305,http://tshop.r10s.jp/naturavie/cabinet/orbs/s_orbs_apw_100.jpg?fitin=700:700,1200.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,オーブス アトピッタリうぉーたー 100ml 全身用化粧水【送料無料】☆,,"<!-- スマホ用画像 -->

<!--　*商品の特徴*　-->
<img src=""http://image.rakuten.co.jp/naturavie/cabinet/orbs/s/4536596100603-s1.jpg"" width=""100%"" alt=""他のどの化粧品もダメだという方へ"">
<img src=""http://image.rakuten.co.jp/naturavie/cabinet/orbs/s/4536596100603-s2.jpg"" width=""100%"" alt=""どうやってつかうの？"">
<img src=""http://image.rakuten.co.jp/naturavie/cabinet/orbs/s/4536596100603-s3.jpg"" width=""100%"" alt=""おすすめのご使用方法"">

<br><br>

<!-- スマホ用画像　END -->


<p><font color=""#009999"" size=""3""><b>オーブス アトピッタリうぉーたー 100ml</b></font></p>
<br>
アトピッタリうぉーたーは、水の力で肌本来のはたらきを取り戻して、さわやかで潤いのある健康なお肌に導く全身用化粧水。お肌を優しくしっとり潤しながら、トラブル肌の原因となる異物を水の器でくるんで体外へ排出します。お肌が弱く他のどの化粧品もダメだという方にもお使いいただけます。
<br><br>
<b>☆こんな方にオススメ☆</b><br>
デリケート肌、アトピー肌、アレルギー肌、トラブル肌、乾燥肌、花粉トラブルでお困りの方に<br><br>
<b>☆使用方法☆</b><br>
洗顔後、または入浴後に数回スプレーしてください。乾燥しているところには、たっぷりスプレーしてください。全身にお使いいただけます。<br>
花粉の気になる季節は、外出前にお使いください。<br>
※通常ケアで1ヶ月に1本のペースを目安に、1日何回かスプレーすることをおすすめします。
<br><br>
オーブス アトピッタリうぉーたー 250mlはこちら &gt;&gt;
<br><br>
<hr size=""1"" color=""#009999"" noshade>
■製造元：オーブス株式会社<br>
■原産地：日本<br>
■容量：100ml<br>
■全成分表示：水（精製水）、ヨクイニンエキス、クチナシエキス、ソウハクヒエキス、スイカズラエキス、セージエキス、センブリエキス、シソエキス、コメヌカエキス、ユリエキス、甘草エキス、ビワ葉エキス、ドクダミエキス<br>
■ 使用上の注意<br>
※保存料は使用しておりませんので、開封後は、なるべくお早めにお使い下さい。<br>
※異物などが混入しないように、衛生状態良く保っていただき、清潔な場所に常温で保管してください。<br><br>",オーブス アトピッタリうぉーたー 100ml 全身用化粧水【送料無料】☆：ナチュラヴィ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得オーブス アトピッタリうぉーたー 100ml 全身用化粧水【送料無料】☆,敏感肌・アレルギー・アトピー肌に！高密度安定純水！。オーブス アトピッタリうぉーたー 100ml 全身用化粧水【送料無料】☆[rn]
14-118306,http://tshop.r10s.jp/rakuten24/cabinet/a1120/a112000h_l.jpg?fitin=700:700,713.6000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,アトピコ ウォーターローション 150ml【楽天24】【あす楽対応】[大島椿 アトピコ 椿油 化粧水],,"<p>税抜1880円以上送料無料/アトピコ ウォーターローション 150ml<br>楽天24＞化粧品＞配合成分別＞椿油＞椿油 化粧水＞<br>ブランド：アトピコ/発売元：大島椿</p>内容量：150ml   <br>原産国：日本<br><br><hr size=""1"" color=""#e0e0e0"" noshade><br><b>商品説明</b><br>「アトピコ ウォーターローション 150ml」は、精製椿油を配合した、さっぱりタイプの全身用スキンケア化粧水です。顔にも身体もお使い頂けます。ミクロの霧がお肌をやさしく包み、みずみずしくうるおいます。また、精製椿油がお肌の乾燥を防ぎ、しっとりと保ちます。お肌が乾燥しがちなお子様や、刺激に弱い肌の方、乳幼児のスキンケアにおすすめです。低刺激性・無香料・無着色。<br>区分：化粧品<br><b>成分</b><br>水、グリセリン、マルチトール、ツバキ油、グリチルリチン酸2K、ヒアルロン酸Na、シナノキエキス、アルニカエキス、アルテアエキス、ボタンエキス、褐藻エキス、緑藻エキス、紅藻エキス、Bg、PEg-60水添ヒマシ油、PEg-20水添ヒマシ油、メチルパラベン、ブチルパラベン<br><b>原産国</b><br>日本<br>JANコード：　4970170703178<br><hr size=""1"" color=""#e0e0e0"" noshade>広告文責：ケンコーコム株式会社<br>TEL:050-5577-5043<hr size=""1"" color=""#e0e0e0"" noshade><font color =""red"">※パッケージデザイン等は予告なく変更されることがあります。</font>",アトピコ ウォーターローション 150ml【楽天24】【あす楽対応】[大島椿 アトピコ 椿油 化粧水]：楽天24,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得楽天24クリスタルガイザーミネラルウォーターリアップリアップx5ダウニーコンドームペリエサーモスコントレックス日焼け止めココナッツオイルえごまこめ油サンペレグリノ扇風機クリスタルガイザー 500ml 48本緑の魔女甘酒アトピコ ウォーターローション 150ml【楽天24】【あす楽対応】[大島椿 アトピコ 椿油 化粧水],アトピコ/税抜1880円以上送料無料。アトピコ ウォーターローション 150ml【楽天24】【あす楽対応】[大島椿 アトピコ 椿油 化粧水][rn]
14-118307,http://tshop.r10s.jp/naturavie/cabinet/orobianco/com/s_orobianco_moisture.jpg?fitin=700:700,1760.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,オロビアンコ スーツアップモイスチャー 150ml アズーロ Orobianco オロビアンコ 化粧水 保湿☆,,"<link rel=""stylesheet"" href=""http://www.rakuten.ne.jp/gold/naturavie/css/mobile.css"" ="""">
<div class=""m_strapped"" ="""">
<div class=""container"" ="""">
<p class=""lead m-0"" ="""">
髪、頭皮、顔、身体の保湿に…
</p ="""">
<p class=""mt-1 mb-3"" ="""">
ヒアルロン酸、コラーゲン、アミノ酸系成分や
オーガニックハーブウォーター、ハーブエキス配合で、
潤いを与えながら肌のキメを整えます。  
</p ="""">
<span class=""badge badge-default"" ="""">商品スペック</span ="""">
    <dl ="""">
        <dt ="""">商品名</dt ="""">
        <dd ="""">オロビアンコ スーツアップモイスチャー</dd ="""">
        <dt ="""">種類別名称</dt ="""">
        <dd ="""">全身用洗浄剤</dd ="""">

        <dt ="""">ブランド</dt ="""">
        <dd ="""">Orobianco（オロビアンコ）</dd ="""">

        <dt ="""">販売元</dt ="""">
        <dd ="""">オロビアンコ</dd ="""">

        <dt ="""">生産国</dt ="""">
        <dd ="""">日本</dd ="""">
        <dt ="""">全成分</dt ="""">
        <dd class=""text-justify"" ="""">水、BG、カミツレ水、ラベンダー水、レモングラスエキス、ローズマリーエキス、セージ葉エキス、タチジャコウソウ花/葉/ 茎エキス、グリチルリチン酸2K、加水分解コラーゲン、水溶性コラーゲン、ヒアルロン酸Na、アセチルヒアルロン酸Na、ヒアルロン酸ヒドロキシプロピルトリモニウム、アルギニン、ヒスチジンHCI、リシンHCI、ファニルアラニン、アラニン、ロイシン、イソロイシン、グルタミン酸、アスパラギン酸Na、トレニオニン、グリシン、チロシン、プロリン、バリン、タウリン、セリン、イノシン酸2Na、グアニル酸2Na、アラトイン、グリセリン、PEGー60水添ヒマシ油、フェノキシエタノール、エタノール、PEGー20ソルビタンココエート、パルミトイルペンタペプチドー4、香料、キサンタンガム、ポリアクリル酸Na、ベンジルアルコール、デヒドロ酢酸</dd ="""">
        <dt ="""">使用上の
ご注意</dt ="""">
        <dd =""""><ul ="""">
                <li ="""">お肌に異常が生じていないかよく注意して使用してください。</li ="""">
<li ="""">化粧品がお肌に合わないとき即ち次のような場合には、使用を中止してください。そのまま化粧品類の使用を続けますと、症状を悪化させることがありますので、皮膚科専門医などにご相談されることをおすすめします。</li ="""">

<ul =""""><li ="""">使用中、赤み、はれ、かゆみ、刺激、色抜け（白斑等）や黒ずみ等の異常があらわれた場合。</li =""""><li ="""">使用したお肌に直射日光があたり上記のような異常があらわれた場合。</li ="""">
</ul ="""">

<li ="""">目に入ったときは直ちに洗い流してください。</li ="""">
<li ="""">乳幼児の手の届かない場所に保管してください。</li ="""">
<li ="""">極端に高温又は低温の場所、直射日光のあたる場所には保管しないでください。</li ="""">
<li ="""">天然成分を使用している為、香りや色調に変化が生じる場合がございますが、ご使用には問題ありません。</li ="""">
<li ="""">誤って飲んだ場合は、直ちに医師の診断と適切な処置を受けてください。</li ="""">
<li ="""">開封後はお早めにご使用ください。</li ="""">
                </ul =""""></dd ="""">
    </dl ="""">
</div =""""><!-- .container -->
</div =""""><!-- .m_strapped -->",オロビアンコ スーツアップモイスチャー 150ml アズーロ Orobianco オロビアンコ 化粧水 保湿☆：ナチュラヴィ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得オロビアンコ スーツアップモイスチャー 150ml アズーロ Orobianco オロビアンコ 化粧水 保湿☆,1本で全身を潤す、オールインワンローション。オロビアンコ スーツアップモイスチャー 150ml アズーロ Orobianco オロビアンコ 化粧水 保湿☆[rn]
14-118308,http://tshop.r10s.jp/dhcshop/cabinet/8000022397.jpg?fitin=700:700,3702.4000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,【DHC直販化粧品】【送料無料】美白ケアとエイジングケアを同時に！メラニンの生成を抑え、シミ・そばかすを防ぎ透明感のある肌へ。美白有効成分エラグ酸・アルブチン配合　DHC薬用エイジアホワイト ローション（医薬部外品）,,美白ケアとエイジングケア※1を同時にかなえる薬用スキンケアシリーズ。ダブルの美白有効成分エラグ酸・アルブチン配合※2でメラニンの生成を抑え、シミ・そばかすを防いで透明感のある肌に導きます。<br>また、エイジサインにアプローチする和漢植物エキスをシリーズすべてに配合し、肌にふっくらとしたハリを与えます。さらにコラーゲンやヒアルロン酸などのうるおい成分もプラス。乾燥肌でもお使いいただける、しっとりとした使い心地です。<br>無香料・無着色・パラベンフリー・天然成分配合。<br><br>※1：年齢に応じたケア<br>※2：ローションは美白有効成分としてアルブチンのみ配合。<br><br>◆使い方<br>コットンまたは手のひらに適量（500円玉大程度）をとり、顔全体にやさしくパッティングしてください。シリーズでお使いいただくとさらに効果的です。,【DHC直販化粧品】【送料無料】美白ケアとエイジングケアを同時に！メラニンの生成を抑え、シミ・そばかすを防ぎ透明感のある肌へ。美白有効成分エラグ酸・アルブチン配合　DHC薬用エイジアホワイト ローション（医薬部外品）：DHC楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得DHCディーエイチシー直営店直販公式ダイエット化粧品コスメ健康食品サプリサプリメント健康プロテインダイエットフォースコリーペットビタミンミネラルDHA【DHC直販化粧品】【送料無料】美白ケアとエイジングケアを同時に！メラニンの生成を抑え、シミ・そばかすを防ぎ透明感のある肌へ。美白有効成分エラグ酸・アルブチン配合　DHC薬用エイジアホワイト ローション（医薬部外品）,薬用美白ローションでしっとり透明感アップ。【DHC直販化粧品】【送料無料】美白ケアとエイジングケアを同時に！メラニンの生成を抑え、シミ・そばかすを防ぎ透明感のある肌へ。美白有効成分エラグ酸・アルブチン配合　DHC薬用エイジアホワイト ローション（医薬部外品）[rn]
14-118309,http://tshop.r10s.jp/dhcshop/cabinet/8000000477.jpg?fitin=700:700,1296.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,【DHC直販】皮脂分泌が過剰でトラブルを起こしやすい肌、毛穴が開いて黒ずみやザラつきが目立つ肌に　DHC薬用メンズソフトローション（脂性肌用）,,"<FONT color=""#ff33cc"" size=""4""><B>刺激を受けやすい男の肌を、これ１本でスピードケア</B></FONT><BR><BR>
『DHC薬用メンズソフトローション（脂性肌用）』は、ひげ剃りや乾燥などで荒れやすい男性の肌をやさしくケアする薬用ローションです。天然成分のメリッサエキスがおだやかに肌をひきしめ、テカリやベタつきが気になる肌をサラッと整えます。さらに、肌荒れから守るうるおい成分であるアロエエキスを配合。不快なギトギト感のない、サラッとした素肌をキープします。<br>
皮脂分泌が過剰でトラブルを起こしやすい肌、毛穴が開いて黒ずみやザラつきが目立つ肌に、おすすめです。<br><br>

無香料・無着色・パラベンフリー・天然成分配合・鉱物油不使用・アルコールフリー・弱酸性。<br><br><BR>
<font color='#3399FF'><b>◆使い方</b></font><br>洗顔後、コットンまたは手のひらに適量をとり、顔全体にパッティングします。<BR><br>
<br>
広告文責：株式会社ディーエイチシー（TEL:0120-575-391）<br>
メーカー（製造）：株式会社ディーエイチシー<br>
区分：日本製／医薬部外品<br>",【DHC直販】皮脂分泌が過剰でトラブルを起こしやすい肌、毛穴が開いて黒ずみやザラつきが目立つ肌に　DHC薬用メンズソフトローション（脂性肌用）：DHC楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得DHCディーエイチシー直営店直販公式ダイエット化粧品コスメ健康食品サプリサプリメント健康プロテインダイエットフォースコリーペットビタミンミネラルDHA【DHC直販】皮脂分泌が過剰でトラブルを起こしやすい肌、毛穴が開いて黒ずみやザラつきが目立つ肌に　DHC薬用メンズソフトローション（脂性肌用）,刺激を受けやすい男の肌を、これ１本でスピードケア。【DHC直販】皮脂分泌が過剰でトラブルを起こしやすい肌、毛穴が開いて黒ずみやザラつきが目立つ肌に　DHC薬用メンズソフトローション（脂性肌用）[rn]
14-118310,http://tshop.r10s.jp/dhcshop/cabinet/8000000479.jpg?fitin=700:700,1296.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,【DHC直販】水分と皮脂の量が不足しトラブルをおこしやすい肌に、ミルキータイプの化粧水　DHC薬用メンズソフトローション（乾燥肌用）,,"<FONT color=""#ff33cc"" size=""4""><B>刺激を受けやすい男の肌を、これ１本でスピードケア</B></FONT><BR><BR>
『DHC薬用メンズソフトローション（乾燥肌用）』は、ひげ剃りや乾燥などで荒れやすい男性の肌をやさしくケアする、ミルキータイプの薬用ローションです。天然成分のメリッサエキスがおだやかに肌をひきしめ、テカリやベタつきが気になる肌をサラッと整えます。さらに、天然の皮脂膜となって肌のうるおいを守るオリーブバージンオイルをはじめ、うるおい成分であるアロエエキス、アミノ酸の一種であるポリグルタミン酸を配合。水分と皮脂の量が不足し、うるおいを逃しがちな肌を整えます。<BR>
とくに乾燥が気になる肌に、おすすめです。<BR><BR>

無香料・無着色・パラベンフリー・天然成分配合・鉱物油不使用・アルコールフリー・弱酸性。<br><br><BR>
<font color='#3399FF'><b>◆使い方</b></font><br>洗顔後、コットンまたは手のひらに適量をとり、顔全体にパッティングします。<BR><br>
<br>
広告文責：株式会社ディーエイチシー（TEL:0120-575-391）<br>
メーカー（製造）：株式会社ディーエイチシー<br>
区分：日本製／医薬部外品<br>",【DHC直販】水分と皮脂の量が不足しトラブルをおこしやすい肌に、ミルキータイプの化粧水　DHC薬用メンズソフトローション（乾燥肌用）：DHC楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得DHCディーエイチシー直営店直販公式ダイエット化粧品コスメ健康食品サプリサプリメント健康プロテインダイエットフォースコリーペットビタミンミネラルDHA【DHC直販】水分と皮脂の量が不足しトラブルをおこしやすい肌に、ミルキータイプの化粧水　DHC薬用メンズソフトローション（乾燥肌用）,刺激を受けやすい男の肌を、これ１本でスピードケア。【DHC直販】水分と皮脂の量が不足しトラブルをおこしやすい肌に、ミルキータイプの化粧水　DHC薬用メンズソフトローション（乾燥肌用）[rn]
14-118311,http://tshop.r10s.jp/dhcshop/cabinet/8000000478.jpg?fitin=700:700,1296.0000,,美容・コスメ・香水 > スキンケア > 化粧水・ローション,【DHC直販】部分的にテカリやカサつきが気になる肌に　DHC薬用メンズソフトローション（普通肌用）,,"<FONT color=""#ff33cc"" size=""4""><B>刺激を受けやすい男の肌を、これ１本でスピードケア</B></FONT><BR><BR>
『DHC薬用メンズソフトローション（普通肌用）』は、ひげ剃りや乾燥などで荒れやすい男性の肌をやさしくケアする薬用ローションです。天然成分のメリッサエキスがおだやかに肌をひきしめ、テカリやベタつきが気になる肌をサラッと整えます。さらに、肌荒れから守るうるおい成分であるアロエエキス、アミノ酸の一種であるポリグルタミン酸を配合。モイスチュアバランスの整った、理想的な肌を目指します。<br>
部分的なテカリやカサつきが気になる肌に、おすすめです。<br><br>

無香料・無着色・パラベンフリー・天然成分配合・鉱物油不使用・アルコールフリー。<br><br><BR>
<font color='#3399FF'><b>◆使い方</b></font><br>洗顔後、コットンまたは手のひらに適量をとり、顔全体にパッティングします。<BR><br>
<br>
広告文責：株式会社ディーエイチシー（TEL:0120-575-391）<br>
メーカー（製造）：株式会社ディーエイチシー<br>
区分：日本製／医薬部外品<br>",【DHC直販】部分的にテカリやカサつきが気になる肌に　DHC薬用メンズソフトローション（普通肌用）：DHC楽天市場店,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得DHCディーエイチシー直営店直販公式ダイエット化粧品コスメ健康食品サプリサプリメント健康プロテインダイエットフォースコリーペットビタミンミネラルDHA【DHC直販】部分的にテカリやカサつきが気になる肌に　DHC薬用メンズソフトローション（普通肌用）,刺激を受けやすい男の肌を、これ１本でスピードケア。【DHC直販】部分的にテカリやカサつきが気になる肌に　DHC薬用メンズソフトローション（普通肌用）[rn]
