14-113401,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_038/4901087112364_ll.jpg?fitin=700:700,235.2000,,インテリア・寝具・収納 > ライト・照明 > 蛍光灯・電球 > その他,エルパ ミニクリプトン球 E17口金 60W形 昼光 1個入り G-101H(D) [G101HD],さわやかな光。,□商品説明<br>●アルゴンガスよりも熱伝導率の低いクリプトンガスの封入で、長寿命を実現した電球です。<br>●外径のコンパクト化によってスポットライト、ダウンライトなど幅広く使用できます。<br>□商品仕様<br>●入数:1個<br>●タイプ:60W形<br>●カラー:昼光<br>●口金:E17<br>●電圧:100/110V<br>●消費電力:57W<br>●定格寿命:約1000h<br>●寸法:バルブ径3.5×全長6.7cm<br>●パッケージ寸法:W6.0×H15.0×D3.5cm<br>●パッケージ質量:16g,エルパ ミニクリプトン球 E17口金 60W形 昼光 1個入り G-101H(D) [G101HD]：エディオン　楽天市場店,エルパ ミニクリプトン球 E17口金 60W形 昼光 1個入り G-101H(D) [G101HD],さわやかな光。。エルパ ミニクリプトン球 E17口金 60W形 昼光 1個入り G-101H(D) [G101HD][rn]
14-113402,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_038/4901087112357_ll.jpg?fitin=700:700,248.0000,,インテリア・寝具・収納 > ライト・照明 > 蛍光灯・電球 > その他,エルパ ミニクリプトン球 E17口金 40W形 昼光フロスト 1個入り G-100H(DF) [G100HDF],さわやかな光。,□商品説明<br>●アルゴンガスよりも熱伝導率の低いクリプトンガスの封入で、長寿命を実現した電球です。<br>●外径のコンパクト化によってスポットライト、ダウンライトなど幅広く使用できます。<br>□商品仕様<br>●入数:1個<br>●タイプ:40W形<br>●カラー:昼光フロスト<br>●口金:E17<br>●電圧:100/110V<br>●消費電力:38W<br>●定格寿命:約1000h<br>●寸法:バルブ径3.5×全長6.7cm<br>●パッケージ寸法:W6.0×H15.0×D3.5cm<br>●パッケージ質量:16g,エルパ ミニクリプトン球 E17口金 40W形 昼光フロスト 1個入り G-100H(DF) [G100HDF]：エディオン　楽天市場店,エルパ ミニクリプトン球 E17口金 40W形 昼光フロスト 1個入り G-100H(DF) [G100HDF],さわやかな光。。エルパ ミニクリプトン球 E17口金 40W形 昼光フロスト 1個入り G-100H(DF) [G100HDF][rn]
14-113403,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_073/4961672484306_ll.jpg?fitin=700:700,157.6000,,インテリア・寝具・収納 > ライト・照明 > 蛍光灯・電球 > その他,キョッコウデンキ ボｰルキュウG95ホワイト60W GW100V-57W/95 [GW100V57W95],,□商品説明<br>●ガラスの内面に、特殊な白色塗料を塗布したボール電球です。<br>●装飾照明など、幅広い用途に適します<br>□商品仕様<br>●カラー：ホワイト<br>●サイズ（約）：径9.5×高12.7cm<br>●口金：E26<br>●消費電力（約）：57W<br>●素材：ガラス<br>●原産国：日本,キョッコウデンキ ボｰルキュウG95ホワイト60W GW100V-57W/95 [GW100V57W95]：エディオン　楽天市場店,キョッコウデンキ ボｰルキュウG95ホワイト60W GW100V-57W/95 [GW100V57W95],キョッコウデンキ ボｰルキュウG95ホワイト60W GW100V-57W/95 [GW100V57W95][rn]
14-113404,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_039/4901087202201_ll.jpg?fitin=700:700,1179.2000,,インテリア・寝具・収納 > ライト・照明 > 蛍光灯・電球 > その他,エルパ 150W形・E26口金 屋外ビーム球(ビームランプ) 散光形タイプ 1個入り EBRF110V120W/W [EBRF110V120WW],屋外でも使える散光型ビーム。,□商品説明<br>●屋内/屋外兼用。<br>●散光形(ビーム角30°)。<br>□商品仕様<br>●入数:1個<br>●種別:150形 散光形タイプ<br>●口金:E26<br>●定格電圧:110V<br>●定格消費電力:120W<br>●全光束:1200lm<br>●定格寿命:約2000時間<br>●寸法:径12.1×全長13.5cm,エルパ 150W形・E26口金 屋外ビーム球(ビームランプ) 散光形タイプ 1個入り EBRF110V120W/W [EBRF110V120WW]：エディオン　楽天市場店,エルパ 150W形・E26口金 屋外ビーム球(ビームランプ) 散光形タイプ 1個入り EBRF110V120W/W [EBRF110V120WW],屋外でも使える散光型ビーム。。エルパ 150W形・E26口金 屋外ビーム球(ビームランプ) 散光形タイプ 1個入り EBRF110V120W/W [EBRF110V120WW][rn]
14-113405,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_038/4901087096053_ll.jpg?fitin=700:700,147.2000,,インテリア・寝具・収納 > ライト・照明 > 蛍光灯・電球 > その他,エルパ 40W シャンデリア球 ホワイト G-61H(W) [G61HW],ガラス球の形状がローソクの炎形の電球,□商品説明<br>●ガラス球の形状がローソクの炎形の電球。シャンデリア器具にはもちろん、電球の形やフィラメントの輝きを見せるブラケット、ペンダントにも使用できます。<br>□商品仕様<br>●入り数:1個<br>●カラー:ホワイト<br>●口金:E26<br>●定格消費電力:40W<br>●定格電圧:100/110V<br>●定格寿命:約1000時間<br>●寸法:全長9.2×バルブ球3.2cm<br>●質量:25g,エルパ 40W シャンデリア球 ホワイト G-61H(W) [G61HW]：エディオン　楽天市場店,エルパ 40W シャンデリア球 ホワイト G-61H(W) [G61HW],ガラス球の形状がローソクの炎形の電球。エルパ 40W シャンデリア球 ホワイト G-61H(W) [G61HW][rn]
14-113406,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_038/4901087098484_ll.jpg?fitin=700:700,162.4000,,インテリア・寝具・収納 > ライト・照明 > 蛍光灯・電球 > その他,エルパ シャンデリア球 E14口金 25W ホワイト 1個入り  G-700H(W),ガラス球の形状がローソクの炎形の電球。,□商品説明<br>●シャンデリア器具にはもちろん、電球の形やフィラメントの輝きを見せるブラケット、ペンダントにも使用できます。<br>●海外照明器具用。<br>□商品仕様<br>●入り数:1個<br>●タイプ:25W<br>●カラー:ホワイト<br>●口金:E14<br>●消費電力:25W<br>●寿命:約1500時間<br>●電圧:100/110V<br>●バルブ径:32mm<br>●全長:100mm<br>●パッケージ寸法:W6.0×H15.0×D3.2cm<br>●質量:18g,エルパ シャンデリア球 E14口金 25W ホワイト 1個入り  G-700H(W)：エディオン　楽天市場店,エルパ シャンデリア球 E14口金 25W ホワイト 1個入り  G-700H(W),ガラス球の形状がローソクの炎形の電球。。エルパ シャンデリア球 E14口金 25W ホワイト 1個入り  G-700H(W)[rn]
14-113407,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_038/4901087098477_ll.jpg?fitin=700:700,159.2000,,インテリア・寝具・収納 > ライト・照明 > 蛍光灯・電球 > その他,エルパ シャンデリア球 E14口金 25W クリア 1個入り G-700H(C) [G700HC],ガラス球の形状がローソクの炎形の電球。,□商品説明<br>●シャンデリア器具にはもちろん、電球の形やフィラメントの輝きを見せるブラケット、ペンダントにも使用できます。<br>●海外照明器具用。<br>□商品仕様<br>●入り数:1個<br>●タイプ:25W<br>●カラー:クリア<br>●口金:E14<br>●消費電力:25W<br>●寿命:約1500時間<br>●電圧:100/110V<br>●バルブ径:32mm<br>●全長:100mm<br>●パッケージ寸法:W6.0×H15.0×D3.2cm<br>●質量:18g,エルパ シャンデリア球 E14口金 25W クリア 1個入り G-700H(C) [G700HC]：エディオン　楽天市場店,エルパ シャンデリア球 E14口金 25W クリア 1個入り G-700H(C) [G700HC],ガラス球の形状がローソクの炎形の電球。。エルパ シャンデリア球 E14口金 25W クリア 1個入り G-700H(C) [G700HC][rn]
14-113408,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_038/4901087098507_ll.jpg?fitin=700:700,162.4000,,インテリア・寝具・収納 > ライト・照明 > 蛍光灯・電球 > その他,エルパ シャンデリア球 E14口金 40W ホワイト 1個入り G-701H(W) [G701HW],ガラス球の形状がローソクの炎形の電球。,□商品説明<br>●シャンデリア器具にはもちろん、電球の形やフィラメントの輝きを見せるブラケット、ペンダントにも使用できます。<br>●海外照明器具用。<br>□商品仕様<br>●入り数:1個<br>●タイプ:40W<br>●カラー:ホワイト<br>●口金:E14<br>●消費電力:40W<br>●寿命:約1500時間<br>●電圧:100/110V<br>●バルブ径:32mm<br>●全長:100mm<br>●パッケージ寸法:W6.0×H15.0×D3.2cm<br>●質量:18g,エルパ シャンデリア球 E14口金 40W ホワイト 1個入り G-701H(W) [G701HW]：エディオン　楽天市場店,エルパ シャンデリア球 E14口金 40W ホワイト 1個入り G-701H(W) [G701HW],ガラス球の形状がローソクの炎形の電球。。エルパ シャンデリア球 E14口金 40W ホワイト 1個入り G-701H(W) [G701HW][rn]
14-113409,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_039/4901087202188_ll.jpg?fitin=700:700,1174.4000,,インテリア・寝具・収納 > ライト・照明 > 蛍光灯・電球 > その他,エルパ 75W形・E26口金 屋外ビーム球(ビームランプ) 散光形タイプ 1個入り EBRF110V60W/W [EBRF110V60WW],屋外でも使える散光型ビーム。,□商品説明<br>●屋内/屋外兼用。<br>●散光形(ビーム角30°)。<br>□商品仕様<br>●入数:1個<br>●種別:75形 散光形タイプ<br>●口金:E26<br>●定格電圧:110V<br>●定格消費電力:60W<br>●全光束:500lm<br>●定格寿命:約2000時間<br>●寸法:径12.1×全長13.5cm,エルパ 75W形・E26口金 屋外ビーム球(ビームランプ) 散光形タイプ 1個入り EBRF110V60W/W [EBRF110V60WW]：エディオン　楽天市場店,エルパ 75W形・E26口金 屋外ビーム球(ビームランプ) 散光形タイプ 1個入り EBRF110V60W/W [EBRF110V60WW],屋外でも使える散光型ビーム。。エルパ 75W形・E26口金 屋外ビーム球(ビームランプ) 散光形タイプ 1個入り EBRF110V60W/W [EBRF110V60WW][rn]
14-113410,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_074/4961672484405_ll.jpg?fitin=700:700,192.0000,,インテリア・寝具・収納 > ライト・照明 > 蛍光灯・電球 > その他,キョッコウデンキ ボｰルキュウG95ホワイト100W GW100V-95W/95 [GW100V95W95],,□商品説明<br>●ガラスの内面に、特殊な白色塗料を塗布したボール電球です。<br>●装飾照明など、幅広い用途に適します<br>□商品仕様<br>●カラー：ホワイト<br>●サイズ（約）：径9.5×高12.7cm<br>●口金：E26<br>●消費電力（約）：95W<br>●素材：ガラス<br>●原産国：日本,キョッコウデンキ ボｰルキュウG95ホワイト100W GW100V-95W/95 [GW100V95W95]：エディオン　楽天市場店,キョッコウデンキ ボｰルキュウG95ホワイト100W GW100V-95W/95 [GW100V95W95],キョッコウデンキ ボｰルキュウG95ホワイト100W GW100V-95W/95 [GW100V95W95][rn]
14-113411,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_038/4901087006861_ll.jpg?fitin=700:700,143.2000,,インテリア・寝具・収納 > ライト・照明 > 蛍光灯・電球 > その他,エルパ ミニボール球 E26口金 40W ホワイト 1個入り G-81H(W) [G81HW],装飾照明に最適。,□商品説明<br>●住宅、店舗、ホテルなどのムード照明、装飾照明などに幅広く使用できます。<br>□商品仕様<br>●入り数:1個<br>●タイプ:40W<br>●カラー:ホワイト<br>●口金:E26<br>●消費電力:40W<br>●電圧:100/110V<br>●寿命:約1500時間<br>●バルブ径:50mm<br>●全長:72mm<br>●パッケージ寸法:W6.0×H15.0×D5.0cm<br>●質量:22g,エルパ ミニボール球 E26口金 40W ホワイト 1個入り G-81H(W) [G81HW]：エディオン　楽天市場店,エルパ ミニボール球 E26口金 40W ホワイト 1個入り G-81H(W) [G81HW],装飾照明に最適。。エルパ ミニボール球 E26口金 40W ホワイト 1個入り G-81H(W) [G81HW][rn]
