14-56001,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_078/4969182506631_ll.jpg?fitin=700:700,2544.0000,,スポーツ・アウトドア > フィットネス・トレーニング > スポーツ器具 > その他,アルインコ エアロビックバー(5kg) ブラック EXG805 [EXG805],,□商品説明<br>●長さ100cmと長いので両手でバーを持ち上げ胸や肩、背中の筋肉を効果的に鍛えられる。<br>●腰にバーを回してストレッチもできます。<br>●ラバーコーティングで握りやすい。<br>□商品仕様<br>●寸法:W100.5×H5×D5cm<br>●本体質量:約5kg,アルインコ エアロビックバー(5kg) ブラック EXG805 [EXG805]：エディオン　楽天市場店,アルインコ エアロビックバー(5kg) ブラック EXG805 [EXG805],アルインコ エアロビックバー(5kg) ブラック EXG805 [EXG805][rn]
14-56002,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_078/4969182507621_ll.jpg?fitin=700:700,6568.0000,,スポーツ・アウトドア > フィットネス・トレーニング > スポーツ器具 > その他,【送料無料】アルインコ マルチローイングジム EXG142 [EXG142],,●可能な運動例：レッグエクステンション、プッシュアップ、アームカール、レッグカール、シットアップ、ローイング（ボート漕ぎ）<br>●サイズ：W655×D870×H470mm<br>●質量：約10kg<br>●使用制限体重：約100kg,【送料無料】アルインコ マルチローイングジム EXG142 [EXG142]：エディオン　楽天市場店,【送料無料】アルインコ マルチローイングジム EXG142 [EXG142],【送料無料】アルインコ マルチローイングジム EXG142 [EXG142][rn]
14-56003,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_078/4969182506624_ll.jpg?fitin=700:700,1904.0000,,スポーツ・アウトドア > フィットネス・トレーニング > スポーツ器具 > その他,アルインコ エアロビックバー(3kg) ブラック EXG803 [EXG803],,□商品説明<br>●長さ100cmと長いので両手でバーを持ち上げ胸や肩、背中の筋肉を効果的に鍛えられる。<br>●腰にバーを回してストレッチもできます。<br>●ラバーコーティングで握りやすい。<br>□商品仕様<br>●寸法:W100.5×H4.3×D4.3cm<br>●本体質量:約3kg,アルインコ エアロビックバー(3kg) ブラック EXG803 [EXG803]：エディオン　楽天市場店,アルインコ エアロビックバー(3kg) ブラック EXG803 [EXG803],アルインコ エアロビックバー(3kg) ブラック EXG803 [EXG803][rn]
14-56004,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_078/4969182503036_ll.jpg?fitin=700:700,32.0000,,スポーツ・アウトドア > フィットネス・トレーニング > スポーツ器具 > その他,アルインコ ボディトリマー EXG009 [EXG009],　,□商品説明<br>●耐久性に優れた強いチューブを使用しています。トレーニングが行いやすいハンドルタイプ。<br>●握りやすい凹凸のあるグリップが付いているので安全に効果的に運動できます。<br>●場所を選ばず筋力アップ健康の維持増進に役立ちます。<br>●チューブエクササイズは上半身から下半身まで全身の筋肉を強化できます。<br>●分かりやすいトレーニングマニュアル付き。<br>□商品仕様<br>●チューブ長さ:約110cm<br>●材質:グリップ/PP、チューブ/TPR<br>●寸法:W13×H3.4×D138cm<br>●質量:約215g<br>●生産国:台湾,アルインコ ボディトリマー EXG009 [EXG009]：エディオン　楽天市場店,アルインコ ボディトリマー EXG009 [EXG009],　。アルインコ ボディトリマー EXG009 [EXG009][rn]
14-56005,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_078/4969182502992_ll.jpg?fitin=700:700,24.0000,,スポーツ・アウトドア > フィットネス・トレーニング > スポーツ器具 > その他,アルインコ ハンドグリップ(20kg×2本) EXG005 [EXG005],　,□商品説明<br>●握りやすく扱いやすい凹凸のあるソフトグリップ。<br>●2本セットなので両手を同時に効率よくトレーニングできます。<br>●スポーツのための筋力アップケガの予防やリハビリなどにご利用いただけます。<br>●軽量・コンパクトだから手軽に腕を鍛えることができます。<br>□商品仕様<br>●グリップ負荷:負荷20kg×2本<br>●材質:グリップ/PP、スプリング/スチール<br>●寸法:W11×H3×D14cm<br>●質量(1本):約100g<br>●生産国:台湾,アルインコ ハンドグリップ(20kg&times;2本) EXG005 [EXG005]：エディオン　楽天市場店,アルインコ ハンドグリップ(20kg&times;2本) EXG005 [EXG005],　。アルインコ ハンドグリップ(20kg&times;2本) EXG005 [EXG005][rn]
14-56006,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_078/4969182503043_ll.jpg?fitin=700:700,392.0000,,スポーツ・アウトドア > フィットネス・トレーニング > スポーツ器具 > その他,アルインコ エクササイズチューブ EXG010 [EXG010],　,□商品説明<br>●耐久性に優れた強いチューブを使用しています。トレーニングが行いやすいハンドルタイプ。<br>●握りやすい凹凸のあるグリップが付いているので安全に効果的に運動できます。<br>●左右のチューブが独立しているので多彩なトレーニングが可能になりました。<br>●グリップ内のウェイトが取り外せるので体力レベルに合わせてトレーニングできます。<br>●場所を選ばず筋力アップ健康の維持増進に役立ちます。<br>●チューブエクササイズは上半身から下半身まで全身の筋肉を強化できます。<br>□商品仕様<br>●チューブ長:約62cm<br>●フットベルト調節:約20-40cm<br>●材質:グリップ/FP、チューブ/TPR、ウェイト/スチール<br>●寸法:W14.3×H3.8×D100cm<br>●質量:約500g(ウェイト約380g×2含む)<br>●生産国:台湾,アルインコ エクササイズチューブ EXG010 [EXG010]：エディオン　楽天市場店,アルインコ エクササイズチューブ EXG010 [EXG010],　。アルインコ エクササイズチューブ EXG010 [EXG010][rn]
14-56007,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_078/4969182503081_ll.jpg?fitin=700:700,632.0000,,スポーツ・アウトドア > フィットネス・トレーニング > スポーツ器具 > その他,アルインコ エクササイズベルト ウエスト用 EXG014 [EXG014],　,□商品説明<br>●非常に密度の高いゴムで保温性に優れ空気や水の浸入を防ぎます。<br>●体温を逃がしにくくサウナ状態にします。<br>●機密性の優れた生地が発汗効果を高めます。<br>●気になる部分に装着するだけでエクササイズ効果を高めます。<br>●ウォーキングやバイク運動時にオススメです。<br>□商品仕様<br>●使用可能サイズ:ウエスト95 cm以下<br>●材質:SBR<br>●寸法:W20×H0.4×D100cm<br>●質量:約140g<br>●生産国:台湾,アルインコ エクササイズベルト ウエスト用 EXG014 [EXG014]：エディオン　楽天市場店,アルインコ エクササイズベルト ウエスト用 EXG014 [EXG014],　。アルインコ エクササイズベルト ウエスト用 EXG014 [EXG014][rn]
14-56008,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_078/4969182503142_ll.jpg?fitin=700:700,1592.0000,,スポーツ・アウトドア > フィットネス・トレーニング > スポーツ器具 > その他,アルインコ リストアンクルウェイト(1.0kg/2個入り) EXG020 [EXG020],　,□商品説明<br>●スポーツのための筋力アップ、ケガの予防やリハビリにご利用いただけます。<br>●リストアンクルがカラダにフィットして違和感なく運動できます。<br>●ウォーキングやバイク運動時につけるだけで運動効果が向上します。<br>●消費カロリーが増え運動効果がアップします。<br>●2個セットで両手・両足を同時にトレーニング。<br>□商品仕様<br>●使用可能サイズ(手首・足首廻り):12-32cm<br>●材質: SBR ナイロン 鉄粉<br>●寸法:W8×H2.5×D21cm<br>●生産国:台湾,アルインコ リストアンクルウェイト(1.0kg/2個入り) EXG020 [EXG020]：エディオン　楽天市場店,アルインコ リストアンクルウェイト(1.0kg/2個入り) EXG020 [EXG020],　。アルインコ リストアンクルウェイト(1.0kg/2個入り) EXG020 [EXG020][rn]
14-56009,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_133/0753759158057_ll.jpg?fitin=700:700,13576.0000,,スポーツ・アウトドア > フィットネス・トレーニング > スポーツ器具 > その他,【送料無料】GARMIN 光学式心拍計フィットネスバンド vivosmart HR J ブラック 19557C [19557C],,□商品説明<br>●vivosmartHR Jは手首に装着するだけでいつでも簡単に心拍の計測が可能な光学式心拍計を搭載したライフログです。本体裏の内蔵光学式心拍計で手首の脈拍を計測するため、 ベルトタイプの心拍計を装着する必要がありません。<br>●ムーブバーや睡眠モード、スマートフォン連携※の他、便利な心拍データ転送機能や1日に何回階段を上ったか、1週間にどれだけ運動をしたかがわかる新しい機能も追加されています。<br>●1ボタンとディスプレーを軽く触るだけの簡単操作で、起床から通勤、シャワーから就寝まで、24時間常にあなたのライフスタイルを追跡し続けます。<br>●記録したデータはGarminが無料で提供しているインターネットサイト「Garmin Connect」にアップロードするだけで、簡単にステップ/距離/上昇階数/週間運動量/カロリー/心拍/時刻/日付などのデータが自動で解析され、グラフ表示されます。その他、睡眠時のデータや他ユーザーとのデータ共有も楽しめます。<br>●vivosmartHR JはBluetooth機能を活用したスマホ連携機能がお使いいただけます。<br>●スマートフォンの音楽の再生・停止などの操作/スマートフォンとペアリングすると、現在地周辺の予想天気、予想気温など天気情報の確認/ペアリング中のスマートフォンの着信や受信したメッセージの通知を確認できます。<br>□商品仕様<br>●ディスプレイ: W2.53×H1.07cm、タッチスクリーン<br>●解像度:160×68ピクセル<br>●バッテリー:充電式リチウム電池<br>●稼働時間:約5日間<br>●防水性能:50m防水<br>●機能:光学式心拍計(GPS機能なし)<br>●ライフログ・フィットネス機能:ムーブバー表示、アクティビティデータ、自動ラップ、おやすみモード([表示可能なデータ]ステップ、上昇階数、週間運動量、消費カロリー、距離、心拍、心拍ゾーン、平均心拍、時間、日付)<br>●その他機能:心拍データ転送モード、通知機能、ミュージックコントロール、スマートフォン検索、天気、アラーム、VIRB-J(別売り)リモート操作、データ管理サイト閲覧<br>●バンドサイズ:13.6～18.7cm<br>●質量:29.6g<br>●付属品:vivosmart HR J 本体、チャージングクレードル、本操作マニュアル、保証書(1年の保証期間) ※要ユーザー登録,【送料無料】GARMIN 光学式心拍計フィットネスバンド vivosmart HR J ブラック 19557C [19557C]：エディオン　楽天市場店,【送料無料】GARMIN 光学式心拍計フィットネスバンド vivosmart HR J ブラック 19557C [19557C],【送料無料】GARMIN 光学式心拍計フィットネスバンド vivosmart HR J ブラック 19557C [19557C][rn]
14-56010,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_133/0753759158071_ll.jpg?fitin=700:700,13576.0000,,スポーツ・アウトドア > フィットネス・トレーニング > スポーツ器具 > その他,【送料無料】GARMIN 光学式心拍計フィットネスバンド vivosmart HR J ミッドナイトブルー 19557E [19557E],,□商品説明<br>●vivosmartHR Jは手首に装着するだけでいつでも簡単に心拍の計測が可能な光学式心拍計を搭載したライフログです。本体裏の内蔵光学式心拍計で手首の脈拍を計測するため、 ベルトタイプの心拍計を装着する必要がありません。<br>●ムーブバーや睡眠モード、スマートフォン連携※の他、便利な心拍データ転送機能や1日に何回階段を上ったか、1週間にどれだけ運動をしたかがわかる新しい機能も追加されています。<br>●1ボタンとディスプレーを軽く触るだけの簡単操作で、起床から通勤、シャワーから就寝まで、24時間常にあなたのライフスタイルを追跡し続けます。<br>●記録したデータはGarminが無料で提供しているインターネットサイト「Garmin Connect」にアップロードするだけで、簡単にステップ/距離/上昇階数/週間運動量/カロリー/心拍/時刻/日付などのデータが自動で解析され、グラフ表示されます。その他、睡眠時のデータや他ユーザーとのデータ共有も楽しめます。<br>●vivosmartHR JはBluetooth機能を活用したスマホ連携機能がお使いいただけます。<br>●スマートフォンの音楽の再生・停止などの操作/スマートフォンとペアリングすると、現在地周辺の予想天気、予想気温など天気情報の確認/ペアリング中のスマートフォンの着信や受信したメッセージの通知を確認できます。<br>□商品仕様<br>●ディスプレイ: W2.53×H1.07cm、タッチスクリーン<br>●解像度:160×68ピクセル<br>●バッテリー:充電式リチウム電池<br>●稼働時間:約5日間<br>●防水性能:50m防水<br>●機能:光学式心拍計(GPS機能なし)<br>●ライフログ・フィットネス機能:ムーブバー表示、アクティビティデータ、自動ラップ、おやすみモード([表示可能なデータ]ステップ、上昇階数、週間運動量、消費カロリー、距離、心拍、心拍ゾーン、平均心拍、時間、日付)<br>●その他機能:心拍データ転送モード、通知機能、ミュージックコントロール、スマートフォン検索、天気、アラーム、VIRB-J(別売り)リモート操作、データ管理サイト閲覧<br>●バンドサイズ:13.6～18.7cm<br>●質量:29.6g<br>●付属品:vivosmart HR J 本体、チャージングクレードル、本操作マニュアル、保証書(1年の保証期間) ※要ユーザー登録,【送料無料】GARMIN 光学式心拍計フィットネスバンド vivosmart HR J ミッドナイトブルー 19557E [19557E]：エディオン　楽天市場店,【送料無料】GARMIN 光学式心拍計フィットネスバンド vivosmart HR J ミッドナイトブルー 19557E [19557E],【送料無料】GARMIN 光学式心拍計フィットネスバンド vivosmart HR J ミッドナイトブルー 19557E [19557E][rn]
14-56011,http://tshop.r10s.jp/present-web/cabinet/fba2/ch-slendertone.jpg?fitin=700:700,1024.0000,,スポーツ・アウトドア > フィットネス・トレーニング > スポーツ器具 > その他,スレンダートーン 交換パッド 互換品 3枚ｘ3セット,,"EMS機器を使用しているうちにパッドに皮膚の老廃物が付着してくると、<br>
パッドの粘着力が低下し、腹筋を鍛えてくれる働きを持つ<br>
低周波シグナルが伝達しにくくなるため、十分な機能が発揮できなくなり、<br>
効果が出にくくなってしまいます。 <br>
パッドを定期的に交換することによってEMS機器の機能が十分に<br>
発揮できる状態を維持することができます。<br>
使用後に保護シートをしっかり貼り付けるようにしていただければより長持ちいたします。<br>
適用機種：エボリューション、スタート、マックス、フィギュラ、ジムボディ、<br>
ジムボディプラス、ベーシックなど対応可能なEMS用交換パッドです。パッドは消耗品です。<br>
商品内容：交換パッド装着パッド 3枚（腹部用1枚+脇腹用2枚）<br>
【3枚ｘ3枚＝合計9枚！】",スレンダートーン 交換パッド 互換品 3枚ｘ3セット：Present-web,スレンダートーン 交換パッド 互換品 3枚ｘ3セット,スレンダートーン 交換パッド 互換品 3枚ｘ3セット[rn]
