33-46449,http://tshop.r10s.jp/interiortool/cabinet/toli/floorglue/toli-ql1.jpg?fitin=700:700,375.2000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,東リ　下地補修材　クイックレベラー　1kg　1袋,下地の不陸部分調整に,"用途<br>
　施工直前の不陸部分調整。<br>
　目地部分や穴・カケ部への充填。<br>
　階段、段鼻の欠損、補修。<br>
　その他、急を要するモルタル、コンクリート面への補修、充填。<br>
　軽歩行可能時間20分（20℃時）<br>
<br>
特長<br>
　練り混ぜも軽く水を加えるだけで補修作業ができる。<br>
　軽いコテさばきで穴埋め補修もスムーズ<br>
<br>
素材：超速硬セメント、合成樹脂エマルション、細骨材<br>
　　　その他セメント添加用助剤<br>
<br>
ご注意<br>
　清水以外の材料を混入しない事。<br>
　開封後、残った材料は、密封して保管する事。<br>
　たわむ恐れのある鉄板下地、合板下地には使用不可。<br>
　気温が5℃以下の場合は、作業を中止するか、ヒーターなどによる室内の加温を行う事。<br>
　湿気があがってくる下地には使用不可。<br>
　トーチなどによる強制乾燥は避ける事。",東リ　下地補修材　クイックレベラー　1kg　1袋：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊東リ　下地補修材　クイックレベラー　1kg　1袋,下地の不陸部分調整に。東リ　下地補修材　クイックレベラー　1kg　1袋[rn]
33-46450,http://tshop.r10s.jp/interiortool/cabinet/floortool/repair/291-111.jpg?fitin=700:700,9936.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,ヤヨイ化学　床専用シーラー　フロアシーアップ　18kg　1缶,脆弱な下地の補強に,"お取り寄せ品用途<br>
　モルタル・コンクリートの強化、吸水調整<br>
　粉吹きモルタル下地など、極端に脆弱な下地の補強に<br>
<br>
特長<br>
　内部浸透性に優れた水性シーラーです。",ヤヨイ化学　床専用シーラー　フロアシーアップ　18kg　1缶：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊ヤヨイ化学　床専用シーラー　フロアシーアップ　18kg　1缶,脆弱な下地の補強に。ヤヨイ化学　床専用シーラー　フロアシーアップ　18kg　1缶[rn]
33-46451,http://tshop.r10s.jp/interiortool/cabinet/adhesive/yayoi/291-112.jpg?fitin=700:700,3456.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,ヤヨイ化学　床専用シーラー　フロアシーアップ　4kg　1缶,モルタル・コンクリートの強化,"おまとめ梱包対応品用途<br>
　モルタル・コンクリートの強化、吸水調整<br>
　粉吹きモルタル下地など、極端に脆弱な下地の補強に<br>
<br>
特長<br>
　内部浸透性に優れた水性シーラーです。<br>
　下地基材の吸水性を調整し、セメント系床用補修剤や床用接着剤のドライアウトを防ぎ、接着性が向上します。<br>
　トルエン、キシレン等を含みません。",ヤヨイ化学　床専用シーラー　フロアシーアップ　4kg　1缶：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊ヤヨイ化学　床専用シーラー　フロアシーアップ　4kg　1缶,モルタル・コンクリートの強化。ヤヨイ化学　床専用シーラー　フロアシーアップ　4kg　1缶[rn]
33-46452,http://tshop.r10s.jp/interiortool/cabinet/flooorglue/291-101.jpg?fitin=700:700,12960.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,送料無料　ヤヨイ化学　フロアシーラーW　15kg　1缶,セメント系下地の吸水性の緩和剤,"お取り寄せ商品用途<br>
　屋内モルタル床の吸水性の緩和に。<br>
<br>
特長<br>
　アク止め効果や、接着性付与プライマーとしての性能を持つ水性系シーラーです。<br>
<br>
施工平米目安：450平米/18kg（３倍希釈）",送料無料　ヤヨイ化学　フロアシーラーW　15kg　1缶：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊送料無料　ヤヨイ化学　フロアシーラーW　15kg　1缶,セメント系下地の吸水性の緩和剤。送料無料　ヤヨイ化学　フロアシーラーW　15kg　1缶[rn]
33-46453,http://tshop.r10s.jp/interiortool/cabinet/flooorglue/291-101.jpg?fitin=700:700,3974.4000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,ヤヨイ化学　フロアシーラーW　4kg　1缶,セメント系下地の吸水性の緩和剤,"お取り寄せ商品<br>
おまとめ梱包対応品用途<br>
　屋内モルタル床の吸水性の緩和に。<br>
<br>
特長<br>
　アク止め効果や、接着性付与プライマーとしての性能を持つ水性系シーラーです。<br>
<br>
施工平米目安：100平米/4kg（３倍希釈）",ヤヨイ化学　フロアシーラーW　4kg　1缶：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊ヤヨイ化学　フロアシーラーW　4kg　1缶,セメント系下地の吸水性の緩和剤。ヤヨイ化学　フロアシーラーW　4kg　1缶[rn]
33-46454,http://tshop.r10s.jp/interiortool/cabinet/floortool/repair/22-2314.jpg?fitin=700:700,3369.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,フラットシール 1kg×10袋入 22-2314,床不陸調整用一材型ポリマーセメント,"お取り寄せ商品用途<br>
　水で練るだけで使用できる一材型ポリマーセメントです。床の目地、穴埋め、クラック、凸凹部の補修にご使用下さい。<br>
<br>
特長<br>
　約３０分で完全硬化します。<br>
　硬化収縮が極めて低く、ポリマー効果で薄く施工しても剥がれたり割れたりする心配の少ない床補修剤です。<br>
<br>
成分：無機充填材（セメント・砂等）、アクリル系樹脂、他<br>
外観：灰白色、微香性粉体<br>
可使時間：練り混ぜ後１０分",フラットシール 1kg&times;10袋入 22-2314：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊フラットシール 1kg&times;10袋入 22-2314,床不陸調整用一材型ポリマーセメント。フラットシール 1kg&times;10袋入 22-2314[rn]
33-46455,http://tshop.r10s.jp/interiortool/cabinet/floortool/repair/22-2314.jpg?fitin=700:700,5529.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,極東産機 床不陸調整用ポリマーセメント フラットシール 20kg １箱（5kg×4袋入） 22-2315,床不陸調整用一材型ポリマーセメント,"用途<br>
　水で練るだけで使用できる一材型ポリマーセメントです。床の目地、穴埋め、クラック、凸凹部の補修にご使用下さい。<br>
<br>
特長<br>
　約３０分で完全硬化します。<br>
　硬化収縮が極めて低く、ポリマー効果で薄く施工しても剥がれたり割れたりする心配の少ない床補修剤です。<br>
<br>
成分：無機充填材（セメント・砂等）、アクリル系樹脂、他<br>
外観：灰白色、微香性粉体<br>
可使時間：練り混ぜ後１０分",極東産機 床不陸調整用ポリマーセメント フラットシール 20kg １箱（5kg&times;4袋入） 22-2315：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊極東産機 床不陸調整用ポリマーセメント フラットシール 20kg １箱（5kg&times;4袋入） 22-2315,床不陸調整用一材型ポリマーセメント。極東産機 床不陸調整用ポリマーセメント フラットシール 20kg １箱（5kg&times;4袋入） 22-2315[rn]
33-46456,http://tshop.r10s.jp/interiortool/cabinet/floorrepair/22-2314.jpg?fitin=700:700,6307.2000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,極東産機　NSKプライマー　5kg　１缶　22-2316,フラットシール専用プライマー,"用途<br>
　フラットシール専用のプライマーです。<br>
<br>
特長<br>
　特殊下地（コンパネ木床、長尺シート、Ｐタイル二重張り等）の補修の際にご使用ください。<br>
<br>
写真：22-2316",極東産機　NSKプライマー　5kg　１缶　22-2316：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊極東産機　NSKプライマー　5kg　１缶　22-2316,フラットシール専用プライマー。極東産機　NSKプライマー　5kg　１缶　22-2316[rn]
33-46457,http://tshop.r10s.jp/interiortool/cabinet/k15-2782.jpg?fitin=700:700,2401.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,パジャリート ガイドカッター フィルムカッター 15-2782,離型紙だけをカット,"●ゆうパケット（送料350円）での発送も可能です（※数量によっては不可で宅配便になります。）。<br>
　ご希望の際は「ゆうパケット希望」と備考欄にご記載ください。<br>
　ゆうパケットの際は、お支払い方法で代引きができません。日時指定もできません。また紛失や傷み、水濡れなどの保証もないのであらかじめご了承ください。特長<br>
　粘着剤付きシートの裏紙（離型紙）だけをカットすることができる特殊なカッターです。<br>
<br>
刃厚：0.15mm<br>
<br>
替刃10枚付き",パジャリート ガイドカッター フィルムカッター 15-2782：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊パジャリート ガイドカッター フィルムカッター 15-2782,離型紙だけをカット。パジャリート ガイドカッター フィルムカッター 15-2782[rn]
33-46458,http://tshop.r10s.jp/interiortool/cabinet/cutter/381-02.jpg?fitin=700:700,2160.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,スクイ切りカッター　ダイノックシート切断等に　１つ,離型紙だけをカット,"●ゆうパケット（送料350円）での発送も可能です（※数量によっては不可で宅配便になります。）。<br>
　ご希望の際は「ゆうパケット希望」と備考欄にご記載ください。<br>
　ゆうパケットの際は、お支払い方法で代引きができません。日時指定もできません。また紛失や傷み、水濡れなどの保証もないのであらかじめご了承ください。特長<br>
　ダイノック、ネオックス等の接着剤が付いたシートの裏側のはく離紙だけをスクイ切り出来るカッターです。<br>
<br>
刃厚：0.15mm<br>
替刃10枚付き",スクイ切りカッター　ダイノックシート切断等に　１つ：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊スクイ切りカッター　ダイノックシート切断等に　１つ,離型紙だけをカット。スクイ切りカッター　ダイノックシート切断等に　１つ[rn]
33-46459,http://tshop.r10s.jp/interiortool/cabinet/adhesive/floormendar.jpg?fitin=700:700,4320.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 補修材,コニシ　ボンド　フロアメンダー　45gセット　5つ,床鳴り防止注入補修,"おまとめ梱包対応品用途<br>
　木質床材の浮き、床鳴り、すき間補修にご使用下さい。床表面から樹脂を注入できます。<br>
　木工品の強度回復、木工品のひび割れ、すき間の補修に<br>
　ベランダ床などの簡易割れ補修に<br>
　アンカーボルト類の固着に<br>
<br>
特長<br>
　エポキシ樹脂系、２液混合型、注入器付きです。<br>
　硬化後の体積収縮が少なく、耐水性にも優れます。
　すき間への注入も専用注入器により簡単に行えます。<br>
　軽量不要の小容量個装パック、手を汚さず混合ができます。",コニシ　ボンド　フロアメンダー　45gセット　5つ：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊コニシ　ボンド　フロアメンダー　45gセット　5つ,床鳴り防止注入補修。コニシ　ボンド　フロアメンダー　45gセット　5つ[rn]
