38-72297,http://tshop.r10s.jp/ii-sakura/cabinet/youki4/yhb10cf35.jpg?fitin=700:700,2600.8000,,医薬品・コンタクト・介護 > 福祉・介護 > 歩行関連用品 > 手すり（廊下・階段等用）,TOTO 手すり 部材【YHB10CF35】廊下・階段手すり(メープルタイプ) コーナー部 自在コーナー(天然木製),TOTOおすすめ品\インテリアバー・手すり,"<!--
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/img59761114.jpg"" border=""0""><br>
-->
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/youki8/sakura-meker.jpg"" border=""0""><br>
<br>
<br>
</p>",TOTO 手すり 部材【YHB10CF35】廊下・階段手すり(メープルタイプ) コーナー部 自在コーナー(天然木製)：あいあいショップさくら,TOTO 手すり 部材【YHB10CF35】廊下・階段手すり(メープルタイプ) コーナー部 自在コーナー(天然木製),TOTOおすすめ品\インテリアバー・手すり。TOTO 手すり 部材【YHB10CF35】廊下・階段手すり(メープルタイプ) コーナー部 自在コーナー(天然木製)[rn]
38-72298,http://tshop.r10s.jp/ii-sakura/cabinet/kotomi4/ewt3bg66z.jpg?fitin=700:700,5856.8000,,医薬品・コンタクト・介護 > 福祉・介護 > 歩行関連用品 > 手すり（廊下・階段等用）,TOTO【EWT3BF66Z】フラットタイプ インテリアバー フリースタイル手すり L型 R/L兼用,TOTOおすすめ品\インテリアバー・手すり,"<br>R／L兼用　フラットタイプ　<br>長さ：600×600mm　握り径：φ32mm<br><!--
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/img59761114.jpg"" border=""0""><br>
-->
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/youki8/sakura-meker.jpg"" border=""0""><br>
<br>
<br>
</p>",TOTO【EWT3BF66Z】フラットタイプ インテリアバー フリースタイル手すり L型 R/L兼用：あいあいショップさくら,TOTO【EWT3BF66Z】フラットタイプ インテリアバー フリースタイル手すり L型 R/L兼用,TOTOおすすめ品\インテリアバー・手すり。TOTO【EWT3BF66Z】フラットタイプ インテリアバー フリースタイル手すり L型 R/L兼用[rn]
38-72299,http://tshop.r10s.jp/ii-sakura/cabinet/youki4/yhr86w.jpg?fitin=700:700,17776.8000,,医薬品・コンタクト・介護 > 福祉・介護 > 歩行関連用品 > 手すり（廊下・階段等用）,TOTO 手すり【YHR86W】インテリア・バー(コンテンポラリタイプ) 天然木タイプ L型,TOTOおすすめ品\インテリアバー・手すり,"YHR86WL (Lタイプ）/ YHR86WR (Rタイプ)<br>
長さ：800×600mm<br>
握り径：φ32mm<br>
※手すり(木部）の先端は加工が施されているため、現場でのカットはできません。<br>
<br>
※天然木タイプの場合は、屋外や浴室など、水がかかったり湿気が多い場所には取付けないでください。<br>
部品の腐食のため手すりが折れやすくなり、ケガをするおそれがあります。<br>
※壁自体に強度がない場合(石こうボードなど)は、全体重がかかった場合に外れてけがをするおそれがあります。<br>
取り付け強度を保つため厚さ12mm以上の構造用合板(JAS規格品)、または同等以上の下地材に取付けてください<br>
※インテリア・バー（コンテンポラリタイプ）の耐荷量は、垂直荷重1.5ｋN、水平荷重800Nです。<br>
それ以上の荷重をかけると外れてケガをするおそれがあります。<br>
※手すり以外の用途に使わないでください。滑ったり、外れたりしてケガをするおそれがあります。<br>
<br>
●天然木タイプは、木部に天然木を使用しています。<br>そのため、天然木ならではの個性豊かな表情が表面に現れる場合があります。<br>
●木部は天然木のため、木目・色調は商品によりばらつきがあり、納入商品は掲載写真と異なる場合があります。あらかじめご了承ください<br><!--
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/img59761114.jpg"" border=""0""><br>
-->
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/youki8/sakura-meker.jpg"" border=""0""><br>
<br>
<br>
</p>",TOTO 手すり【YHR86W】インテリア・バー(コンテンポラリタイプ) 天然木タイプ L型：あいあいショップさくら,TOTO 手すり【YHR86W】インテリア・バー(コンテンポラリタイプ) 天然木タイプ L型,TOTOおすすめ品\インテリアバー・手すり。TOTO 手すり【YHR86W】インテリア・バー(コンテンポラリタイプ) 天然木タイプ L型[rn]
38-72300,http://tshop.r10s.jp/ii-sakura/cabinet/kotomi4/ewt10bb35r.jpg?fitin=700:700,541.6000,,医薬品・コンタクト・介護 > 福祉・介護 > 歩行関連用品 > 手すり（廊下・階段等用）,TOTO【EWT10BB35R】フリースタイル手すり 部材 エンドベース φ35用,TOTOおすすめ品\インテリアバー・手すり,"<br>手すりを壁や床に取り付けられます。<br><!--
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/img59761114.jpg"" border=""0""><br>
-->
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/youki8/sakura-meker.jpg"" border=""0""><br>
<br>
<br>
</p>",TOTO【EWT10BB35R】フリースタイル手すり 部材 エンドベース φ35用：あいあいショップさくら,TOTO【EWT10BB35R】フリースタイル手すり 部材 エンドベース φ35用,TOTOおすすめ品\インテリアバー・手すり。TOTO【EWT10BB35R】フリースタイル手すり 部材 エンドベース φ35用[rn]
38-72301,http://tshop.r10s.jp/ii-sakura/cabinet/youki4/yhb26cl35.jpg?fitin=700:700,2329.6000,,医薬品・コンタクト・介護 > 福祉・介護 > 歩行関連用品 > 手すり（廊下・階段等用）,TOTO 手すり 部材【YHB26CL35】廊下・階段手すり(メープルタイプ) コーナー部 コーナー材L型(天然木製),TOTOおすすめ品\インテリアバー・手すり,"<!--
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/img59761114.jpg"" border=""0""><br>
-->
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/youki8/sakura-meker.jpg"" border=""0""><br>
<br>
<br>
</p>",TOTO 手すり 部材【YHB26CL35】廊下・階段手すり(メープルタイプ) コーナー部 コーナー材L型(天然木製)：あいあいショップさくら,TOTO 手すり 部材【YHB26CL35】廊下・階段手すり(メープルタイプ) コーナー部 コーナー材L型(天然木製),TOTOおすすめ品\インテリアバー・手すり。TOTO 手すり 部材【YHB26CL35】廊下・階段手すり(メープルタイプ) コーナー部 コーナー材L型(天然木製)[rn]
38-72302,http://tshop.r10s.jp/ii-sakura/cabinet/kotomi4/ewt11bu35n.jpg?fitin=700:700,434.4000,,医薬品・コンタクト・介護 > 福祉・介護 > 歩行関連用品 > 手すり（廊下・階段等用）,TOTO【EWT11BU35N】フリースタイル手すり 部材 直付受ブラケット 間柱 φ35用,TOTOおすすめ品\インテリアバー・手すり,"<br>縦手すりのブラケットに適しています。<br><!--
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/img59761114.jpg"" border=""0""><br>
-->
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/youki8/sakura-meker.jpg"" border=""0""><br>
<br>
<br>
</p>",TOTO【EWT11BU35N】フリースタイル手すり 部材 直付受ブラケット 間柱 φ35用：あいあいショップさくら,TOTO【EWT11BU35N】フリースタイル手すり 部材 直付受ブラケット 間柱 φ35用,TOTOおすすめ品\インテリアバー・手すり。TOTO【EWT11BU35N】フリースタイル手すり 部材 直付受ブラケット 間柱 φ35用[rn]
38-72303,http://tshop.r10s.jp/ii-sakura/cabinet/youki4/yhb22af35.jpg?fitin=700:700,7913.6000,,医薬品・コンタクト・介護 > 福祉・介護 > 歩行関連用品 > 手すり（廊下・階段等用）,###TOTO 手すり【YHB24AF35】廊下・階段手すり(メープルタイプ) 4ｍ φ35,TOTOおすすめ品\インテリアバー・手すり,"<font size=""4"" color=""""><b>※規定外商品：送料別途\2160です。<br>
※追加送料は別途当店からのメールで訂正されます。</b></font>
<br><br>
※屋外や浴室など、水がかかったり湿気が多い場所には取付けないでください。<br>
部品の腐食のため手すりが折れやすくなり、ケガをするおそれがあります。<br>
※壁自体に強度がない場合(石こうボードなど)は、全体重がかかった場合に外れてけがをするおそれがあります。<br>
取り付け強度を保つため厚さ12mm以上の構造用合板(JAS規格品)、または同等以上の下地材に取付けてください<br>
※廊下階段手すり(メープルタイプ)の耐荷量は、垂直・水平荷重1.2ｋNです。<br>
それ以上の荷重をかけると外れてケガをするおそれがあります。<br>
※手すり以外の用途に使わないでください。滑ったり、外れたりしてケガをするおそれがあります。<br>
<br>
●ブラケットの取り付け間隔は910mm以内としてください。<br>
●コンクリート下地に取付ける場合は、別途固定金具（T110D29 樹脂プラグ20個入り）が必要です。<br>
●廊下・階段手すり(メープルタイプ)は、木部に天然木を使用しています。<br>
そのため天然木ならではの個性豊かな表情が表面に現れる場合があります<br>
●木部は天然木のため、木目・色調は商品によりばらつきがあり、納入商品は掲載写真と異なる場合があります。あらかじめご了承ください<br><!--
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/img59761114.jpg"" border=""0""><br>
-->
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/youki8/sakura-meker.jpg"" border=""0""><br>
<br>
<br>
</p>",###TOTO 手すり【YHB24AF35】廊下・階段手すり(メープルタイプ) 4ｍ φ35：あいあいショップさくら,###TOTO 手すり【YHB24AF35】廊下・階段手すり(メープルタイプ) 4ｍ φ35,TOTOおすすめ品\インテリアバー・手すり。###TOTO 手すり【YHB24AF35】廊下・階段手すり(メープルタイプ) 4ｍ φ35[rn]
38-72304,http://tshop.r10s.jp/ii-sakura/cabinet/youki4/t114c6.jpg?fitin=700:700,6576.0000,,医薬品・コンタクト・介護 > 福祉・介護 > 歩行関連用品 > 手すり（廊下・階段等用）,###TOTO パブリック用手すり 【T114C4】パブリック手すり コンビネーションタイプ(φ34) 多用途用手すり I型 400サイズ 受注約2週,TOTOおすすめ品\バリアフリー器具,"<font size=""4"" color=""#ff00ff""><b>受注生産品</b>(納期約2週間)</font><br><br> <font size=""4"" color=""""><b>※こちらの商品はご入金確認後のお手配です。代引きでのお取り扱いはできません。</b></font><br><br><br>長さ：400ｍｍ<br>
握り径：φ34mm<br>
※壁固定ねじは別売りです<br><!--
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/img59761114.jpg"" border=""0""><br>
-->
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/youki8/sakura-meker.jpg"" border=""0""><br>
<br>
<br>
</p>",###TOTO パブリック用手すり 【T114C4】パブリック手すり コンビネーションタイプ(φ34) 多用途用手すり I型 400サイズ 受注約2週：あいあいショップさくら,###TOTO パブリック用手すり 【T114C4】パブリック手すり コンビネーションタイプ(φ34) 多用途用手すり I型 400サイズ 受注約2週,TOTOおすすめ品\バリアフリー器具。###TOTO パブリック用手すり 【T114C4】パブリック手すり コンビネーションタイプ(φ34) 多用途用手すり I型 400サイズ 受注約2週[rn]
38-72305,http://tshop.r10s.jp/ii-sakura/cabinet/youki4/t114c6.jpg?fitin=700:700,6803.2000,,医薬品・コンタクト・介護 > 福祉・介護 > 歩行関連用品 > 手すり（廊下・階段等用）,###TOTO パブリック用手すり 【T114C5】パブリック手すり コンビネーションタイプ(φ34) 多用途用手すり I型 500サイズ 受注約2週,TOTOおすすめ品\バリアフリー器具,"<font size=""4"" color=""#ff00ff""><b>受注生産品</b>(納期約2週間)</font><br><br> <font size=""4"" color=""""><b>※こちらの商品はご入金確認後のお手配です。代引きでのお取り扱いはできません。</b></font><br><br><br>長さ：500ｍｍ<br>
握り径：φ34mm<br>
※壁固定ねじは別売りです<br><!--
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/img59761114.jpg"" border=""0""><br>
-->
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/youki8/sakura-meker.jpg"" border=""0""><br>
<br>
<br>
</p>",###TOTO パブリック用手すり 【T114C5】パブリック手すり コンビネーションタイプ(φ34) 多用途用手すり I型 500サイズ 受注約2週：あいあいショップさくら,###TOTO パブリック用手すり 【T114C5】パブリック手すり コンビネーションタイプ(φ34) 多用途用手すり I型 500サイズ 受注約2週,TOTOおすすめ品\バリアフリー器具。###TOTO パブリック用手すり 【T114C5】パブリック手すり コンビネーションタイプ(φ34) 多用途用手すり I型 500サイズ 受注約2週[rn]
38-72306,http://tshop.r10s.jp/ii-sakura/cabinet/youki4/t112c6.jpg?fitin=700:700,4331.2000,,医薬品・コンタクト・介護 > 福祉・介護 > 歩行関連用品 > 手すり（廊下・階段等用）,TOTO パブリック用手すり 【T112C3】樹脂被覆タイプ(φ34) 多用途用手すり I型 300mm,TOTOおすすめ品\バリアフリー器具,"長さ：300mm<br>
握り径：φ34mm<br>
※壁固定ねじは別売りです。<br><br><br>※P7アテンションレッド(注2週)、DB9ディープブルー(注2週)につきましては別途追加料金となります。<br>
詳しくはお問い合わせください。<br><!--
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/img59761114.jpg"" border=""0""><br>
-->
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/youki8/sakura-meker.jpg"" border=""0""><br>
<br>
<br>
</p>",TOTO パブリック用手すり 【T112C3】樹脂被覆タイプ(φ34) 多用途用手すり I型 300mm：あいあいショップさくら,TOTO パブリック用手すり 【T112C3】樹脂被覆タイプ(φ34) 多用途用手すり I型 300mm,TOTOおすすめ品\バリアフリー器具。TOTO パブリック用手すり 【T112C3】樹脂被覆タイプ(φ34) 多用途用手すり I型 300mm[rn]
38-72307,http://tshop.r10s.jp/ii-sakura/cabinet/youki4/t114c6.jpg?fitin=700:700,7450.4000,,医薬品・コンタクト・介護 > 福祉・介護 > 歩行関連用品 > 手すり（廊下・階段等用）,###TOTO パブリック用手すり 【T114C8】パブリック手すり コンビネーションタイプ(φ34) 多用途用手すり I型 800サイズ 受注約2週,TOTOおすすめ品\バリアフリー器具,"<font size=""4"" color=""#ff00ff""><b>受注生産品</b>(納期約2週間)</font><br><br> <font size=""4"" color=""""><b>※こちらの商品はご入金確認後のお手配です。代引きでのお取り扱いはできません。</b></font><br><br><br>長さ：800ｍｍ<br>
握り径：φ34mm<br>
※壁固定ねじは別売りです<br><!--
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/img59761114.jpg"" border=""0""><br>
-->
<br>
<img src=""http://image.rakuten.co.jp/ii-sakura/cabinet/youki8/sakura-meker.jpg"" border=""0""><br>
<br>
<br>
</p>",###TOTO パブリック用手すり 【T114C8】パブリック手すり コンビネーションタイプ(φ34) 多用途用手すり I型 800サイズ 受注約2週：あいあいショップさくら,###TOTO パブリック用手すり 【T114C8】パブリック手すり コンビネーションタイプ(φ34) 多用途用手すり I型 800サイズ 受注約2週,TOTOおすすめ品\バリアフリー器具。###TOTO パブリック用手すり 【T114C8】パブリック手すり コンビネーションタイプ(φ34) 多用途用手すり I型 800サイズ 受注約2週[rn]
