38-71797,http://tshop.r10s.jp/aris/cabinet/01615160/bfp-00-4.jpg?fitin=700:700,3040.8000,,スポーツ・アウトドア > 自転車・サイクリング > メンテナンス > 空気入れ,BBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-00  フロア ポンプ エアーウエイブ  自転車 空気入れ,メール便不可,"<P><IMG src=""https://image.rakuten.co.jp/aris/cabinet/09bbb/bfp-00-2.jpg"" border=""0""></P>
<P>高さ：620mm<BR>
参考重量：920g<BR>
最大空気圧：160psi/11気圧<BR>
<BR>
・アルミニウム合金製バレル。<BR>
・正確で便利な空気圧ゲージ付。<BR>
・握りやすいエルゴノミックデザインのハンドル。<BR>
・サムブロックレバー付のデュアルヘッドポンプ<BR>
　ヘッドの採用で3種類のバルブに対応。<BR>
・しっかり支えるナイロンファイバー製のベース。<BR>
<BR>
</P>",BBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-00  フロア ポンプ エアーウエイブ  自転車 空気入れ：アリス・サイクル,トピークパールイズミオーストリッチキャットアイＯＧＫシマノTOPEAKPEARL IZUMI 自転車パーツSHIMANOCATEYECAT EYEOSTRICHBBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-00  フロア ポンプ エアーウエイブ  自転車 空気入れ,メール便不可。BBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-00  フロア ポンプ エアーウエイブ  自転車 空気入れ[rn]
38-71798,http://tshop.r10s.jp/aris/cabinet/09bbb/bfp-21.jpg?fitin=700:700,3732.0000,,スポーツ・アウトドア > 自転車・サイクリング > メンテナンス > 空気入れ,BBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-21  フロア ポンプ  エアーブースト シルバー  自転車 空気入れ,メール便不可,"<P><IMG src=""https://image.rakuten.co.jp/aris/cabinet/09bbb/bfp-00-2.jpg"" border=""0""></P>
046820 046821 046822<BR>
<BR>
<P>高さ：620mm<BR>
最大空気圧：130psi/9気圧<BR>
<BR>
・スチール製バレル。<BR>
・正確で便利な空気圧ゲージ付。<BR>
・握りやすいエルゴノミックデザインのハンドル。<BR>
・サムブロックレバー付のデュアルヘッドポンプ<BR>
　ヘッドの採用で3種類のバルブに対応。<BR>
・しっかり支える合成ファイバー製のベース。<BR>
<BR>
</P>",BBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-21  フロア ポンプ  エアーブースト シルバー  自転車 空気入れ：アリス・サイクル,トピークパールイズミオーストリッチキャットアイＯＧＫシマノTOPEAKPEARL IZUMI 自転車パーツSHIMANOCATEYECAT EYEOSTRICHBBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-21  フロア ポンプ  エアーブースト シルバー  自転車 空気入れ,メール便不可。BBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-21  フロア ポンプ  エアーブースト シルバー  自転車 空気入れ[rn]
38-71799,http://tshop.r10s.jp/aris/cabinet/09bbb/bfp-21.jpg?fitin=700:700,3732.0000,,スポーツ・アウトドア > 自転車・サイクリング > メンテナンス > 空気入れ,BBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-21  フロア ポンプ  エアーブースト ブラック  自転車 空気入れ,メール便不可,"<P><IMG src=""https://image.rakuten.co.jp/aris/cabinet/09bbb/bfp-00-2.jpg"" border=""0""></P>
046820 046821 046822<BR>
<BR>
<P>高さ：620mm<BR>
最大空気圧：130psi/9気圧<BR>
<BR>
・スチール製バレル。<BR>
・正確で便利な空気圧ゲージ付。<BR>
・握りやすいエルゴノミックデザインのハンドル。<BR>
・サムブロックレバー付のデュアルヘッドポンプ<BR>
　ヘッドの採用で3種類のバルブに対応。<BR>
・しっかり支える合成ファイバー製のベース。<BR>
<BR>
</P>",BBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-21  フロア ポンプ  エアーブースト ブラック  自転車 空気入れ：アリス・サイクル,トピークパールイズミオーストリッチキャットアイＯＧＫシマノTOPEAKPEARL IZUMI 自転車パーツSHIMANOCATEYECAT EYEOSTRICHBBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-21  フロア ポンプ  エアーブースト ブラック  自転車 空気入れ,メール便不可。BBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-21  フロア ポンプ  エアーブースト ブラック  自転車 空気入れ[rn]
38-71800,http://tshop.r10s.jp/aris/cabinet/09bbb/bmp-90.jpg?fitin=700:700,1865.6000,,スポーツ・アウトドア > 自転車・サイクリング > メンテナンス > 空気入れ,BBB ﾋﾞｰﾋﾞｰﾋﾞｰ QQ BMP-90  プレッシャーゲージ デジタルメーター,,"　<P>カラー：ブラック<BR>
本体サイズ：95mm<BR>
参考重量：34g<BR>
測定最大空気圧：160psi/11気圧<BR>
<BR>
・デジタル方式でタイヤの空気圧を計測。<BR>
・バルブはプレスタ（FV）とシュレーダー（AV）に対応。<BR>
・自動停止スイッチ機能。<BR>
・圧力表示単位は4種類（psi、BAR、kg/cm2、KPA）。<BR>
・電池の交換はできません。<BR>
1年間に270～280回作動させた場合、寿命は約4年です。<BR>
</P>",BBB ﾋﾞｰﾋﾞｰﾋﾞｰ QQ BMP-90  プレッシャーゲージ デジタルメーター：アリス・サイクル,トピークパールイズミオーストリッチキャットアイＯＧＫシマノTOPEAKPEARL IZUMI 自転車パーツSHIMANOCATEYECAT EYEOSTRICHBBB ﾋﾞｰﾋﾞｰﾋﾞｰ QQ BMP-90  プレッシャーゲージ デジタルメーター,BBB ﾋﾞｰﾋﾞｰﾋﾞｰ QQ BMP-90  プレッシャーゲージ デジタルメーター[rn]
38-71801,http://tshop.r10s.jp/aris/cabinet/09bbb/bfp-21.jpg?fitin=700:700,3732.0000,,スポーツ・アウトドア > 自転車・サイクリング > メンテナンス > 空気入れ,BBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-21  フロア ポンプ  エアーブースト  自転車 空気入れ,メール便不可,"<P><IMG src=""https://image.rakuten.co.jp/aris/cabinet/09bbb/bfp-00-2.jpg"" border=""0""></P>
046820 046821 046822<BR>
<BR>
<P>高さ：620mm<BR>
最大空気圧：130psi/9気圧<BR>
<BR>
・スチール製バレル。<BR>
・正確で便利な空気圧ゲージ付。<BR>
・握りやすいエルゴノミックデザインのハンドル。<BR>
・サムブロックレバー付のデュアルヘッドポンプ<BR>
　ヘッドの採用で3種類のバルブに対応。<BR>
・しっかり支える合成ファイバー製のベース。<BR>
<BR>
</P>",BBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-21  フロア ポンプ  エアーブースト  自転車 空気入れ：アリス・サイクル,トピークパールイズミオーストリッチキャットアイＯＧＫシマノTOPEAKPEARL IZUMI 自転車パーツSHIMANOCATEYECAT EYEOSTRICHBBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-21  フロア ポンプ  エアーブースト  自転車 空気入れ,メール便不可。BBB ﾋﾞｰﾋﾞｰﾋﾞｰ BFP-21  フロア ポンプ  エアーブースト  自転車 空気入れ[rn]
38-71802,http://tshop.r10s.jp/aris/cabinet/10topeak/ppm01200.jpg?fitin=700:700,1244.0000,,スポーツ・アウトドア > 自転車・サイクリング > メンテナンス > 空気入れ,TOPEAK トピーク ミニ  デュアル　マスターブラスター 自転車用,トピーク,"　<P><FONT size=""+1"">ベーシックモデルのダブルアクション ミニポンプ。<BR>
<BR>
</FONT>■米式 / 仏式に組替えできる口金<BR>
■押した時も引いた時もエアーの入るデュアルアクション<BR>
■最大140psiまで充填可能<BR>
■アルミ ボディ<BR>
■フレーム装着用クランプ付属 (YPP02100)<BR>
■ダスト キャップ付<BR>
■L274 x W38 x H18mm<BR>
■148ｇ<BR>
<BR>
<IMG src=""https://image.rakuten.co.jp/aris/cabinet/10topeak/dual.jpg"" border=""0""><BR><BR>
<IMG src=""https://image.rakuten.co.jp/aris/cabinet/10topeak/ppm013_clamp.jpg"" border=""0""><BR>
<FONT size=""-1"">　フレーム装着用クランプ付属</FONT><BR>
　　　　　<FONT size=""-1"">(YPP02100)</FONT><BR>
</P>",TOPEAK トピーク ミニ  デュアル　マスターブラスター 自転車用：アリス・サイクル,トピークパールイズミオーストリッチキャットアイＯＧＫシマノTOPEAKPEARL IZUMI 自転車パーツSHIMANOCATEYECAT EYEOSTRICHTOPEAK トピーク ミニ  デュアル　マスターブラスター 自転車用,トピーク。TOPEAK トピーク ミニ  デュアル　マスターブラスター 自転車用[rn]
38-71803,http://tshop.r10s.jp/aris/cabinet/10topeak/ppm01300.jpg?fitin=700:700,1589.6000,,スポーツ・アウトドア > 自転車・サイクリング > メンテナンス > 空気入れ,TOPEAK トピーク　ミニ デュアル G マスターブラスター 自転車用,トピーク,"　<strong>インライン ゲージの付いたデュアルアクション ミニ ポンプ</strong><br>
<br>
<img src=""https://image.rakuten.co.jp/aris/cabinet/07tp/img41006357.jpg"" width=""310"" height=""171""> 
<br>
<img src=""https://image.rakuten.co.jp/aris/cabinet/07tp/img41006339.jpg"" width=""308"" height=""67""> 
<br>
<img src=""https://image.rakuten.co.jp/aris/cabinet/07tp/img41006345.jpg"" width=""194"" height=""75"">",TOPEAK トピーク　ミニ デュアル G マスターブラスター 自転車用：アリス・サイクル,トピークパールイズミオーストリッチキャットアイＯＧＫシマノTOPEAKPEARL IZUMI 自転車パーツSHIMANOCATEYECAT EYEOSTRICHTOPEAK トピーク　ミニ デュアル G マスターブラスター 自転車用,トピーク。TOPEAK トピーク　ミニ デュアル G マスターブラスター 自転車用[rn]
38-71804,http://tshop.r10s.jp/aris/cabinet/10topeak/ppm91.jpg?fitin=700:700,3040.8000,,スポーツ・アウトドア > 自転車・サイクリング > メンテナンス > 空気入れ,TOPEAK トピーク エアーブースター　レースポッド Ｘ,トピーク,"　エアーブースター レース ポッド X <BR>スペック<BR> 
 
・ エアーブースター : 1個<BR>
・ 16g ネジ付 CO2 カートリッジ : 2本<BR>
・ シャトル レバー1.1 : 2本<BR>
・ マウント ストラップ付 ホルダー : 1個<BR>
・ L120 x W63 x H55mm<BR>
・ 173g <BR>
 <BR>
エアーブースター CO2インフレーター<BR> スペック<BR> 
 
・ 米式と仏式に対応するCNC アルミ合金 ヘッド<BR>
 ・ 片側がCO2カートリッジ接続用、片側が保管用のダブルエンド デザイン<BR>
 ・ ロード 700 x 20C : 約9.6bar 充填可能<BR>
・ MTB 26"" x 1.95"" : 約2.7bar 充填可能<BR>
・ TOPEAK製 ネジ付 16g/25g CO2カートリッジ対応<BR>
・ ダスト キャップ付<BR>

※ 怪我を防ぐため、使用時はグローブを着用してください。 <BR>
 
シャトル レバー 1.1<BR> スペック<BR> 
 
・ エンジニアリング プラスチック ボディ<BR>

※ プラスチック製タイヤレバーは破損する恐れがあります。 <BR>",TOPEAK トピーク エアーブースター　レースポッド Ｘ：アリス・サイクル,トピークパールイズミオーストリッチキャットアイＯＧＫシマノTOPEAKPEARL IZUMI 自転車パーツSHIMANOCATEYECAT EYEOSTRICHTOPEAK トピーク エアーブースター　レースポッド Ｘ,トピーク。TOPEAK トピーク エアーブースター　レースポッド Ｘ[rn]
38-71805,http://tshop.r10s.jp/aris/cabinet/10marui/ppm084.jpg?fitin=700:700,1935.2000,,スポーツ・アウトドア > 自転車・サイクリング > メンテナンス > 空気入れ,TOPEAK トピーク ＡＩＲ　ＢＯＯＳＴＥＲエアーブースター,トピーク,"　<B>片側が注入用、片側が保管用の<BR>
ダブルエンドデザインＣＯ２インフレーター<BR>
仏式、米式口金に対応</B><BR><BR>
■米式と仏式に対応する口金<BR>
■片側が注入用、片側が保管用のダブルエンドデザイン<BR>
■ＴＯＰＥＡＫ製 １６ｇ/２５ｇネジ付ＣＯ２カートリッジ対応<BR>
■ＣＮＣアルミボディ<BR>
■ダストキャップ付<BR>
■サイズ：Ｌ４４×Ｗ３７×Ｈ１５mm<BR>
■重量　２２ｇ<BR>
<BR>
※当製品にＣＯ２カートリッジ、凍傷防止用レザーカバーは含まれません。",TOPEAK トピーク ＡＩＲ　ＢＯＯＳＴＥＲエアーブースター：アリス・サイクル,トピークパールイズミオーストリッチキャットアイＯＧＫシマノTOPEAKPEARL IZUMI 自転車パーツSHIMANOCATEYECAT EYEOSTRICHTOPEAK トピーク ＡＩＲ　ＢＯＯＳＴＥＲエアーブースター,トピーク。TOPEAK トピーク ＡＩＲ　ＢＯＯＳＴＥＲエアーブースター[rn]
38-71806,http://tshop.r10s.jp/aris/cabinet/10topeak/ppm08800.jpg?fitin=700:700,3801.6000,,スポーツ・アウトドア > 自転車・サイクリング > メンテナンス > 空気入れ,TOPEAK トピーク   ハイブリッドロケット ＨＰ ロード用 自転車用,トピーク HybridRocket HP,"　“スマートヘッド スレッドロック”ヘッドを採用した、<BR>
高圧が入れ易いロード用“ハイブリッドロケット
HP”。<BR>
<BR>
●ポンプ側 ： 米式と仏式に対応するスマートヘッド
スレッドロック<BR>
インフレーター側 ： 米式と仏式に対応するヘッド<BR>
●ポンプ側 ： 最大160psi まで充填可能.<BR>
インフレータ ー側 ： ロード 700 x 20C : 約9.6bar
充填可能.<BR>
　　　　　　　　　　　　 MTB 26&quot; x 1.95&quot;
: 約2.7bar 充填可能<BR>
●TOPEAK 製 ネジ付 16g CO2 カートリッジ対応<BR>
●TOPEAK 製 ネジ付 16g CO2 カートリッジ1本付属<BR>
●CNC アルミ合金 シリンダー / プラスチック＆クラトン
ハンドル<BR>
●着脱可能なフレーム装着用クランプ付属(YPP15400)<BR>
TOPEAK 製 ネジ付 16g CO2 カートリッジ 2 個取付可能<BR>
●ダスト キャップ付 (ポンプ側)<BR>
●L190 x W39 x H23.5mm<BR>
●97g (カートリッジを除く)<BR>
※ 怪我を防ぐため、使用時はグローブを着用してください。",TOPEAK トピーク   ハイブリッドロケット ＨＰ ロード用 自転車用：アリス・サイクル,トピークパールイズミオーストリッチキャットアイＯＧＫシマノTOPEAKPEARL IZUMI 自転車パーツSHIMANOCATEYECAT EYEOSTRICHTOPEAK トピーク   ハイブリッドロケット ＨＰ ロード用 自転車用,トピーク HybridRocket HP。TOPEAK トピーク   ハイブリッドロケット ＨＰ ロード用 自転車用[rn]
38-71807,http://tshop.r10s.jp/aris/cabinet/10marui/ppm085.jpg?fitin=700:700,1728.0000,,スポーツ・アウトドア > 自転車・サイクリング > メンテナンス > 空気入れ,TOPEAK トピーク　ＭＩＣＲＯ　ＡＩＲＢＯＯＳＴＥＲマイクロエアーブースターCO２インフレーター,トピーク,"　<B>コンパクトなＩ型ＣＯ２インフレーター<BR>
仏式、米式口金に対応</B><BR>
<BR>
■米式・仏式に対応する口金<BR>
■ＴＯＰＥＡＫ製、ネジ付１６ｇ/２５ｇ　ＣＯ２カートリッジ対応<BR>
■ＣＮＣアルミボディ<BR>
■Ｌ４６×Ｗ２２×Ｈ２２ｍｍ<BR>
■重量：１５ｇ<BR>
<BR>
※製品にはＣＯ２カートリッジ、凍結防止用レザーカバーは含まれません。",TOPEAK トピーク　ＭＩＣＲＯ　ＡＩＲＢＯＯＳＴＥＲマイクロエアーブースターCO２インフレーター：アリス・サイクル,トピークパールイズミオーストリッチキャットアイＯＧＫシマノTOPEAKPEARL IZUMI 自転車パーツSHIMANOCATEYECAT EYEOSTRICHTOPEAK トピーク　ＭＩＣＲＯ　ＡＩＲＢＯＯＳＴＥＲマイクロエアーブースターCO２インフレーター,トピーク。TOPEAK トピーク　ＭＩＣＲＯ　ＡＩＲＢＯＯＳＴＥＲマイクロエアーブースターCO２インフレーター[rn]
