20-104501,http://tshop.r10s.jp/doremi/cabinet/141204/4903301215752.jpg?fitin=700:700,700.8000,,日用品雑貨・文房具・手芸 > 日用品・生活雑貨 > 洗剤・柔軟剤 > 洗濯用洗剤・柔軟剤 > 洗濯用洗剤,香りつづくトップ スイートハーモニー 900g 4903301215752【取寄商品】 【日用品】,,消臭イオン配合で、白く洗い上げるだけでなく、汗・皮脂のイヤなニオイまでスッキリの液体洗剤 衣類用です。,香りつづくトップ スイートハーモニー 900g 4903301215752【取寄商品】 【日用品】：ドレミドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ドレミドラッグアクトノブNOV３オリーブマノンビーバンジョアアトレージュシークレットマジークデルマＱプラセントップノブ化粧品アトピーNOV2ナイシトールタウロミンドレミドラッグサラシノールコンドームNOVACNOV中国香りつづくトップ スイートハーモニー 900g 4903301215752【取寄商品】 【日用品】,【日用品】。香りつづくトップ スイートハーモニー 900g 4903301215752【取寄商品】 【日用品】[rn]
20-104502,http://tshop.r10s.jp/doremi/cabinet/20150220k3/4901670109696.jpg?fitin=700:700,656.0000,,日用品雑貨・文房具・手芸 > 日用品・生活雑貨 > 洗剤・柔軟剤 > 洗濯用洗剤・柔軟剤 > 洗濯用洗剤,女性のための洗剤 200ml 4901670109696【取寄商品】 【日用品】,,酵素パワーでヨゴレをおとす、泡タイプの液体洗剤 衣類用です。,女性のための洗剤 200ml 4901670109696【取寄商品】 【日用品】：ドレミドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ドレミドラッグアクトノブNOV３オリーブマノンビーバンジョアアトレージュシークレットマジークデルマＱプラセントップノブ化粧品アトピーNOV2ナイシトールタウロミンドレミドラッグサラシノールコンドームNOVACNOV中国女性のための洗剤 200ml 4901670109696【取寄商品】 【日用品】,【日用品】。女性のための洗剤 200ml 4901670109696【取寄商品】 【日用品】[rn]
20-104503,http://tshop.r10s.jp/doremi/cabinet/20150220k3/4901670109696.jpg?fitin=700:700,324.8000,,日用品雑貨・文房具・手芸 > 日用品・生活雑貨 > 洗剤・柔軟剤 > 洗濯用洗剤・柔軟剤 > 洗濯用洗剤,女性のための洗剤 200ml 4901670109696【取寄商品】 【日用品】,,酵素パワーでヨゴレをおとす、泡タイプの液体洗剤 衣類用です。,女性のための洗剤 200ml 4901670109696【取寄商品】 【日用品】：ドレミドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ドレミドラッグアクトノブNOV３オリーブマノンビーバンジョアアトレージュシークレットマジークデルマＱプラセントップノブ化粧品アトピーNOV2ナイシトールタウロミンドレミドラッグサラシノールコンドームNOVACNOV中国女性のための洗剤 200ml 4901670109696【取寄商品】 【日用品】,【日用品】。女性のための洗剤 200ml 4901670109696【取寄商品】 【日用品】[rn]
20-104504,http://tshop.r10s.jp/doremi/cabinet/141204/4903301215752.jpg?fitin=700:700,367.2000,,日用品雑貨・文房具・手芸 > 日用品・生活雑貨 > 洗剤・柔軟剤 > 洗濯用洗剤・柔軟剤 > 洗濯用洗剤,香りつづくトップ スイートハーモニー 900g 4903301215752【取寄商品】 【日用品】,,消臭イオン配合で、白く洗い上げるだけでなく、汗・皮脂のイヤなニオイまでスッキリの液体洗剤 衣類用です。,香りつづくトップ スイートハーモニー 900g 4903301215752【取寄商品】 【日用品】：ドレミドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ドレミドラッグアクトノブNOV３オリーブマノンビーバンジョアアトレージュシークレットマジークデルマＱプラセントップノブ化粧品アトピーNOV2ナイシトールタウロミンドレミドラッグサラシノールコンドームNOVACNOV中国香りつづくトップ スイートハーモニー 900g 4903301215752【取寄商品】 【日用品】,【日用品】。香りつづくトップ スイートハーモニー 900g 4903301215752【取寄商品】 【日用品】[rn]
20-104505,http://tshop.r10s.jp/doremi/cabinet/item54000/4902058043502.jpg?fitin=700:700,378.4000,,日用品雑貨・文房具・手芸 > 日用品・生活雑貨 > 洗剤・柔軟剤 > 洗濯用洗剤・柔軟剤 > 洗濯用洗剤,ダイヤ乳液 洗濯のり 510ml 4902058043502【取寄商品】 【日用品】,,しなやかな仕上がりで、ソフトな肌ざわりの洗濯のりです。,ダイヤ乳液 洗濯のり 510ml 4902058043502【取寄商品】 【日用品】：ドレミドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ドレミドラッグアクトノブNOV３オリーブマノンビーバンジョアアトレージュシークレットマジークデルマＱプラセントップノブ化粧品アトピーNOV2ナイシトールタウロミンドレミドラッグサラシノールコンドームNOVACNOV中国ダイヤ乳液 洗濯のり 510ml 4902058043502【取寄商品】 【日用品】,【日用品】。ダイヤ乳液 洗濯のり 510ml 4902058043502【取寄商品】 【日用品】[rn]
20-104506,http://tshop.r10s.jp/doremi/cabinet/56000tuika/4995860512823.jpg?fitin=700:700,347.2000,,日用品雑貨・文房具・手芸 > 日用品・生活雑貨 > 洗剤・柔軟剤 > 洗濯用洗剤・柔軟剤 > 洗濯用洗剤,洗うエリ・そでジェル つめかえ用 250ml【取寄商品】,,【商品説明】<BR>液体洗剤 衣類用の『洗うエリ・そでジェル』の詰替用です。オレンジオイルや酵素のはたらきで汚れを分解。襟やそで口の気になる汚れにふきつけ、ジェルで汚れを浮かせて落とします。シトラスの香り。<BR>使用方法<br>【ボトルへのつめかえ方】<br>※つめかえる前に袋をよく振ってください。<br>※つめかえた後はボトルの説明に従ってお使いください。<br>(1)注ぎ口を切る<br>注ぎ口の付け根部分をしっかり持ち、切り口にそって、切ってください。<br>※袋を強く持って切ると、ジェルが飛び出ることがありますのでご注意ください。<br>(2)ボトルに注ぐ<br>注ぎ口をボトル本体の口に差し込み、つめかえ用ジェルをゆっくりと注いでください。<br>※洗たく機の上でつめかえないでください。家具・床、大理石などにジェルがついた場合は、すぐに水拭きをしてください。<br><br>【使用方法】<br>使い始めはジェルが勢いよく出たり、落下することがありますのでご注意ください。<br>(1)ジェルがエリ・そでなどの汚れ部分をおおう程度、直接スプレーしてください。<br>※がんこな汚れの場合は5分程度つけおきするか、スプレーした部分を軽くブラシなどでこすってなじませてください。<br>(2)他の洗たく物と一緒に洗剤で洗ってください。<br>※スプレー後長時間放置したり、液体漂白剤の原液と一緒に使用しないでください。 <br><br>使用上の注意<br>【必ず「洗うエリ・そでジェル」のボトルにつめかえてお使いください。】<br>●用途以外には使用しないでください。<br>●本品は飲めません。<br>●子供やペットの手の届くところに置かないでください。<br><br>応急処置<br>●ジェルが目に入った場合はすぐに流水で15分間以上洗ってください。<br>●飲み込んだ場合は、吐かずに口をすすぎ多量の水を飲んでください。<br>●皮膚についた場合は水かぬるま湯で洗い流してください。<br>※いずれの場合も異常があれば本品を持参し、医師に相談してください。 <br><br>ご注意<br>●毛・絹、水洗い不可の衣料には使用しないでください。<br>●色柄物に使用する際は目立たない場所にスプレーし、変色や色落ちする場合は使用しないでください。<br>●金属製のファスナーやボタンなどに液がついた場合は、変色するおそれがありますのですぐに水拭きをしてください。<br>●手の荒れやすい方はゴム製の手袋を使用してください。<br>●高温多湿の場所に保管しないでください。<br>●使用環境(直射日光、高温の場所など)によってはジェルが袋の中で固くなったり、変色する場合が、品質に問題はありません。<br>※廃棄の際は、市町村別の分別方法に従ってください <br><br>品質表示<br>●用途：綿・麻・レーヨン・合成繊維用<br>●内容量：250ml<br>●液性：弱アルカリ性<br>●成分：界面活性剤(4.5%ポリオキシエチレンアルキルエーテル)、オレンジオイル、ゲル化剤、酵素、アルカリ剤 <br><br>原産国<br>日本 <br><br>お問い合わせ先<br>株式会社 ウエ・ルコ<br>お客様相談室：0120-19-0086 受付時間：9：00-18：00(土・日・祝日を除く) <BR><BR>250ml<BR><BR>ウエ・ルコ<BR>WELCO(ウエルコ)<BR>広告文責　ドレミドラッグ,洗うエリ・そでジェル つめかえ用 250ml【取寄商品】：ドレミドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ドレミドラッグアクトノブNOV３オリーブマノンビーバンジョアアトレージュシークレットマジークデルマＱプラセントップノブ化粧品アトピーNOV2ナイシトールタウロミンドレミドラッグサラシノールコンドームNOVACNOV中国洗うエリ・そでジェル つめかえ用 250ml【取寄商品】,日用品。洗うエリ・そでジェル つめかえ用 250ml【取寄商品】[rn]
20-104507,http://tshop.r10s.jp/doremi/cabinet/item54000/4562268190177.jpg?fitin=700:700,1393.6000,,日用品雑貨・文房具・手芸 > 日用品・生活雑貨 > 洗剤・柔軟剤 > 洗濯用洗剤・柔軟剤 > 洗濯用洗剤,エコ洗い パウダー 詰替用 200g 4562268190177【取寄商品】 【日用品】,,100%木の実でできた環境洗剤(エコ洗剤) 衣類用です｡,エコ洗い パウダー 詰替用 200g 4562268190177【取寄商品】 【日用品】：ドレミドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ドレミドラッグアクトノブNOV３オリーブマノンビーバンジョアアトレージュシークレットマジークデルマＱプラセントップノブ化粧品アトピーNOV2ナイシトールタウロミンドレミドラッグサラシノールコンドームNOVACNOV中国エコ洗い パウダー 詰替用 200g 4562268190177【取寄商品】 【日用品】,【日用品】。エコ洗い パウダー 詰替用 200g 4562268190177【取寄商品】 【日用品】[rn]
20-104508,http://tshop.r10s.jp/doremi/cabinet/141204/4903301215745.jpg?fitin=700:700,606.4000,,日用品雑貨・文房具・手芸 > 日用品・生活雑貨 > 洗剤・柔軟剤 > 洗濯用洗剤・柔軟剤 > 洗濯用洗剤,香りつづくトップ フレッシュカモミール つめかえ用 810g 4903301215745【取寄商品】 【日用品】,,消臭イオン配合で、白く洗い上げるだけでなく、汗・皮脂のイヤなニオイまでスッキリの液体洗剤 衣類用です。,香りつづくトップ フレッシュカモミール つめかえ用 810g 4903301215745【取寄商品】 【日用品】：ドレミドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ドレミドラッグアクトノブNOV３オリーブマノンビーバンジョアアトレージュシークレットマジークデルマＱプラセントップノブ化粧品アトピーNOV2ナイシトールタウロミンドレミドラッグサラシノールコンドームNOVACNOV中国香りつづくトップ フレッシュカモミール つめかえ用 810g 4903301215745【取寄商品】 【日用品】,【日用品】。香りつづくトップ フレッシュカモミール つめかえ用 810g 4903301215745【取寄商品】 【日用品】[rn]
20-104509,http://tshop.r10s.jp/doremi/cabinet/141204/4903301215745.jpg?fitin=700:700,276.0000,,日用品雑貨・文房具・手芸 > 日用品・生活雑貨 > 洗剤・柔軟剤 > 洗濯用洗剤・柔軟剤 > 洗濯用洗剤,香りつづくトップ フレッシュカモミール つめかえ用 810g 4903301215745【取寄商品】 【日用品】,,消臭イオン配合で、白く洗い上げるだけでなく、汗・皮脂のイヤなニオイまでスッキリの液体洗剤 衣類用です。,香りつづくトップ フレッシュカモミール つめかえ用 810g 4903301215745【取寄商品】 【日用品】：ドレミドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ドレミドラッグアクトノブNOV３オリーブマノンビーバンジョアアトレージュシークレットマジークデルマＱプラセントップノブ化粧品アトピーNOV2ナイシトールタウロミンドレミドラッグサラシノールコンドームNOVACNOV中国香りつづくトップ フレッシュカモミール つめかえ用 810g 4903301215745【取寄商品】 【日用品】,【日用品】。香りつづくトップ フレッシュカモミール つめかえ用 810g 4903301215745【取寄商品】 【日用品】[rn]
20-104510,http://tshop.r10s.jp/doremi/cabinet/item54000/4983169311131.jpg?fitin=700:700,1412.0000,,日用品雑貨・文房具・手芸 > 日用品・生活雑貨 > 洗剤・柔軟剤 > 洗濯用洗剤・柔軟剤 > 洗濯用洗剤,オーガニックせっけん 1L 4983169311131【取寄商品】 【日用品】,,ココヤシの実を原料とし、天然の植物から抽出した環境洗剤(エコ洗剤)です。,オーガニックせっけん 1L 4983169311131【取寄商品】 【日用品】：ドレミドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ドレミドラッグアクトノブNOV３オリーブマノンビーバンジョアアトレージュシークレットマジークデルマＱプラセントップノブ化粧品アトピーNOV2ナイシトールタウロミンドレミドラッグサラシノールコンドームNOVACNOV中国オーガニックせっけん 1L 4983169311131【取寄商品】 【日用品】,【日用品】。オーガニックせっけん 1L 4983169311131【取寄商品】 【日用品】[rn]
20-104511,http://tshop.r10s.jp/doremi/cabinet/item54000/4983169311131.jpg?fitin=700:700,1053.6000,,日用品雑貨・文房具・手芸 > 日用品・生活雑貨 > 洗剤・柔軟剤 > 洗濯用洗剤・柔軟剤 > 洗濯用洗剤,オーガニックせっけん 1L 4983169311131【取寄商品】 【日用品】,,ココヤシの実を原料とし、天然の植物から抽出した環境洗剤(エコ洗剤)です。,オーガニックせっけん 1L 4983169311131【取寄商品】 【日用品】：ドレミドラッグ,通信販売通販ショッピングオンラインショッピング買い物プレゼントギフト贈り物贈答品お中元お歳暮お買い得ドレミドラッグアクトノブNOV３オリーブマノンビーバンジョアアトレージュシークレットマジークデルマＱプラセントップノブ化粧品アトピーNOV2ナイシトールタウロミンドレミドラッグサラシノールコンドームNOVACNOV中国オーガニックせっけん 1L 4983169311131【取寄商品】 【日用品】,【日用品】。オーガニックせっけん 1L 4983169311131【取寄商品】 【日用品】[rn]
