20-53501,http://tshop.r10s.jp/interiortool/cabinet/hardware/aiwa-1102w.jpg?fitin=700:700,332.0000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,アイワ Hettich スライドレール ローラータイプ底付 350mm AP-1102W 左右1セット,いちばんポピュラーなタイプ,引き出しの底に取り付ける、いちばんポピュラーなタイプです。<br>持ち上げてローラーを乗り越えさせると引き抜くことができます。<br>ローラーによる、最もポピュラーなスライド機構です。<br>いっぱいまで引き出すと軽くロックできます。<br>キーボードスライド台などにピッタリ<br>片トラベル<br><br>材質<br>　本体：スチール／エポキシ樹脂コーティング<br>　ローラー：樹脂製<br><br>引き出し長さ標準規定サイズ：350mm<br>スライド量：265mm<br>引き残し：85mm,アイワ Hettich スライドレール ローラータイプ底付 350mm AP-1102W 左右1セット：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊アイワ Hettich スライドレール ローラータイプ底付 350mm AP-1102W 左右1セット,いちばんポピュラーなタイプ。アイワ Hettich スライドレール ローラータイプ底付 350mm AP-1102W 左右1セット[rn]
20-53502,http://tshop.r10s.jp/interiortool/cabinet/hardware/aiwa-1143c.jpg?fitin=700:700,612.8000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,アイワ HAFELE スライドレール ベアリングタイプ 400mm AP-1143C 1本,フルエクステンションタイプ,引き出しがまるまる出てくる、フルエクステンションタイプです。<br>脱着スイッチをスライドさせて引き抜くことができます。<br>引き出しが全部出てくるので、奥の物が取り出しやすい。<br>脱着スイッチにより重い物を収納していても、勢いで引き出しがはずれることはありません。<br>片トラベル<br><br>材質　本体：スチール／亜鉛メッキ<br><br>引き出し長さ標準規定サイズ：400mm<br>スライド量：400mm<br>引き残し：0mm<br><br>※レールは1パック1本入です。引き出しや取り付けるものに合わせて複数本お買い求めください。,アイワ HAFELE スライドレール ベアリングタイプ 400mm AP-1143C 1本：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊アイワ HAFELE スライドレール ベアリングタイプ 400mm AP-1143C 1本,フルエクステンションタイプ。アイワ HAFELE スライドレール ベアリングタイプ 400mm AP-1143C 1本[rn]
20-53503,http://tshop.r10s.jp/interiortool/cabinet/hardware/aiwa-1148c.jpg?fitin=700:700,830.4000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,アイワ HAFELE スライドレール ベアリングタイプ 650mm AP-1148C 1本,フルエクステンションタイプ,引き出しがまるまる出てくる、フルエクステンションタイプです。<br>脱着スイッチをスライドさせて引き抜くことができます。<br>引き出しが全部出てくるので、奥の物が取り出しやすい。<br>脱着スイッチにより重い物を収納していても、勢いで引き出しがはずれることはありません。<br>片トラベル<br><br>材質　本体：スチール／亜鉛メッキ<br><br>引き出し長さ標準規定サイズ：650mm<br>スライド量：650mm<br>引き残し：0mm<br><br>※レールは1パック1本入です。引き出しや取り付けるものに合わせて複数本お買い求めください。,アイワ HAFELE スライドレール ベアリングタイプ 650mm AP-1148C 1本：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊アイワ HAFELE スライドレール ベアリングタイプ 650mm AP-1148C 1本,フルエクステンションタイプ。アイワ HAFELE スライドレール ベアリングタイプ 650mm AP-1148C 1本[rn]
20-53504,http://tshop.r10s.jp/interiortool/cabinet/hardware/aiwa-1162n.jpg?fitin=700:700,1333.6000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,アイワ Hettich スライドレール クアドロタイプ 400mm AP-1162N 左右1セット,動きのスムーズなスライドレール,システムキッチン等にも採用されている、びっくりするほど動きのスムーズなスライドレールです。<br>力を入れて持ち上げると取り付けブロックがはずれて脱着ができます。<br><br>片トラベル<br>動きがとてもスムーズです。<br>引き出し横面もスッキリキレイ<br>引き出しの脱着もカンタン<br><br>材質<br>　レール：スチール／亜鉛メッキ<br>　スチールボール用ケージ：樹脂製<br><br>引き出し長さ標準規定サイズ：390mm<br>スライド量：310mm<br>引き残し：80mm,アイワ Hettich スライドレール クアドロタイプ 400mm AP-1162N 左右1セット：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊アイワ Hettich スライドレール クアドロタイプ 400mm AP-1162N 左右1セット,動きのスムーズなスライドレール。アイワ Hettich スライドレール クアドロタイプ 400mm AP-1162N 左右1セット[rn]
20-53505,http://tshop.r10s.jp/interiortool/cabinet/hardware/aiwa-1204n.jpg?fitin=700:700,129.6000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,アイワ スライドレール用取付ネジ 3.5×16mm 1204N 20本入,取付ネジ,各スライドレールパッケージには取付ネジは入っていません。板厚に合わせてお選びください<br>●スライドレールやジョイント金具の取付に・・・<br><br>皿タッピング3.5×16mm<br>材質　スチール／メッキ仕上,アイワ スライドレール用取付ネジ 3.5&times;16mm 1204N 20本入：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊アイワ スライドレール用取付ネジ 3.5&times;16mm 1204N 20本入,取付ネジ。アイワ スライドレール用取付ネジ 3.5&times;16mm 1204N 20本入[rn]
20-53506,http://tshop.r10s.jp/interiortool/cabinet/hardware/aiwa-1121c.jpg?fitin=700:700,291.2000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,アイワ HAFELE スライドレール ミニベアリングタイプ 310mm AP-1121C 左右1セット,両トラベルの小さいレール,前後どちらにも動く両トラベルの小さいレールです。<br>両トラベル<br>脱着できません。<br><br>材質　本体：スチール／亜鉛メッキ<br><br>引き出し長さ標準規定サイズ：315～550mm<br>スライド量：片側236　最大472mm<br>引き残し：74mm,アイワ HAFELE スライドレール ミニベアリングタイプ 310mm AP-1121C 左右1セット：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊アイワ HAFELE スライドレール ミニベアリングタイプ 310mm AP-1121C 左右1セット,両トラベルの小さいレール。アイワ HAFELE スライドレール ミニベアリングタイプ 310mm AP-1121C 左右1セット[rn]
20-53507,http://tshop.r10s.jp/interiortool/cabinet/hardware/aiwa-1141c.jpg?fitin=700:700,546.4000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,アイワ HAFELE スライドレール ベアリングタイプ 300mm AP-1141C 1本,フルエクステンションタイプ,引き出しがまるまる出てくる、フルエクステンションタイプです。<br>脱着スイッチをスライドさせて引き抜くことができます。<br>引き出しが全部出てくるので、奥の物が取り出しやすい。<br>脱着スイッチにより重い物を収納していても、勢いで引き出しがはずれることはありません。<br>片トラベル<br><br>材質　本体：スチール／亜鉛メッキ<br><br>引き出し長さ標準規定サイズ：300mm<br>スライド量：300mm<br>引き残し：0mm<br><br>※レールは1パック1本入です。引き出しや取り付けるものに合わせて複数本お買い求めください。,アイワ HAFELE スライドレール ベアリングタイプ 300mm AP-1141C 1本：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊アイワ HAFELE スライドレール ベアリングタイプ 300mm AP-1141C 1本,フルエクステンションタイプ。アイワ HAFELE スライドレール ベアリングタイプ 300mm AP-1141C 1本[rn]
20-53508,http://tshop.r10s.jp/interiortool/cabinet/hardware/aiwa-1201c.jpg?fitin=700:700,291.2000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,アイワ スライドレール用キーボードブラケット 1201C 1パック大小各4枚入,テーブルの裏側などから取り付けるためのブラケット,テーブルの裏側などから、スライド台を吊り下げるためのブラケットです。<br>パソコンのキーボードやスキャナー等の収納台に<br><br>材質　スチール／メッキ仕上,アイワ スライドレール用キーボードブラケット 1201C 1パック大小各4枚入：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊アイワ スライドレール用キーボードブラケット 1201C 1パック大小各4枚入,テーブルの裏側などから取り付けるためのブラケット。アイワ スライドレール用キーボードブラケット 1201C 1パック大小各4枚入[rn]
20-53509,http://tshop.r10s.jp/interiortool/cabinet/hardware/aiwa-1104w.jpg?fitin=700:700,384.8000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,アイワ Hettich スライドレール ローラータイプ底付 450mm AP-1104W 左右1セット,いちばんポピュラーなタイプ,引き出しの底に取り付ける、いちばんポピュラーなタイプです。<br>持ち上げてローラーを乗り越えさせると引き抜くことができます。<br>ローラーによる、最もポピュラーなスライド機構です。<br>いっぱいまで引き出すと軽くロックできます。<br>キーボードスライド台などにピッタリ<br>片トラベル<br><br>材質<br>　本体：スチール／エポキシ樹脂コーティング<br>　ローラー：樹脂製<br><br>引き出し長さ標準規定サイズ：450mm<br>スライド量：355mm<br>引き残し：95mm,アイワ Hettich スライドレール ローラータイプ底付 450mm AP-1104W 左右1セット：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊アイワ Hettich スライドレール ローラータイプ底付 450mm AP-1104W 左右1セット,いちばんポピュラーなタイプ。アイワ Hettich スライドレール ローラータイプ底付 450mm AP-1104W 左右1セット[rn]
20-53510,http://tshop.r10s.jp/interiortool/cabinet/hardware/aiwa-1101w.jpg?fitin=700:700,298.4000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,アイワ Hettich スライドレール ローラータイプ底付 300mm AP-1101W 左右1セット,いちばんポピュラーなタイプ,引き出しの底に取り付ける、いちばんポピュラーなタイプです。<br>持ち上げてローラーを乗り越えさせると引き抜くことができます。<br>ローラーによる、最もポピュラーなスライド機構です。<br>いっぱいまで引き出すと軽くロックできます。<br>キーボードスライド台などにピッタリ<br>片トラベル<br><br>材質<br>　本体：スチール／エポキシ樹脂コーティング<br>　ローラー：樹脂製<br><br>引き出し長さ標準規定サイズ：300mm<br>スライド量：215mm<br>引き残し：85mm,アイワ Hettich スライドレール ローラータイプ底付 300mm AP-1101W 左右1セット：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊アイワ Hettich スライドレール ローラータイプ底付 300mm AP-1101W 左右1セット,いちばんポピュラーなタイプ。アイワ Hettich スライドレール ローラータイプ底付 300mm AP-1101W 左右1セット[rn]
20-53511,http://tshop.r10s.jp/interiortool/cabinet/hardware/aiwa-1165n.jpg?fitin=700:700,1479.2000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,アイワ Hettich スライドレール クアドロタイプ 550mm AP-1165N 左右1セット,動きのスムーズなスライドレール,システムキッチン等にも採用されている、びっくりするほど動きのスムーズなスライドレールです。<br>力を入れて持ち上げると取り付けブロックがはずれて脱着ができます。<br><br>片トラベル<br>動きがとてもスムーズです。<br>引き出し横面もスッキリキレイ<br>引き出しの脱着もカンタン<br><br>材質<br>　レール：スチール／亜鉛メッキ<br>　スチールボール用ケージ：樹脂製<br><br>引き出し長さ標準規定サイズ：540mm<br>スライド量：436mm<br>引き残し：104mm,アイワ Hettich スライドレール クアドロタイプ 550mm AP-1165N 左右1セット：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊アイワ Hettich スライドレール クアドロタイプ 550mm AP-1165N 左右1セット,動きのスムーズなスライドレール。アイワ Hettich スライドレール クアドロタイプ 550mm AP-1165N 左右1セット[rn]
20-53512,http://tshop.r10s.jp/interiortool/cabinet/hardware/aiwa-1147c.jpg?fitin=700:700,782.4000,,花・ガーデン・DIY > DIY・工具 > ネジ・釘・金属素材 > その他,アイワ HAFELE スライドレール ベアリングタイプ 600mm AP-1147C 1本,フルエクステンションタイプ,引き出しがまるまる出てくる、フルエクステンションタイプです。<br>脱着スイッチをスライドさせて引き抜くことができます。<br>引き出しが全部出てくるので、奥の物が取り出しやすい。<br>脱着スイッチにより重い物を収納していても、勢いで引き出しがはずれることはありません。<br>片トラベル<br><br>材質　本体：スチール／亜鉛メッキ<br><br>引き出し長さ標準規定サイズ：600mm<br>スライド量：600mm<br>引き残し：0mm<br><br>※レールは1パック1本入です。引き出しや取り付けるものに合わせて複数本お買い求めください。,アイワ HAFELE スライドレール ベアリングタイプ 600mm AP-1147C 1本：イーヅカ,壁紙クッションフロア内装工具ヤヨイ化学極東産機東リコニシ接着剤塩ビシート床材pタイルパーキリパテクロス巾木アルテコアロンアルファワーロン障子紙糊アイワ HAFELE スライドレール ベアリングタイプ 600mm AP-1147C 1本,フルエクステンションタイプ。アイワ HAFELE スライドレール ベアリングタイプ 600mm AP-1147C 1本[rn]
